'sample interval','PLETH','II'
'0.008 sec','mV','mV'
112501,-0.42200000,-0.01500000
112502,-0.40250000,-0.01500000
112503,-0.37600000,-0.02416667
112504,-0.33350000,-0.02875000
112505,-0.30050000,-0.02875000
112506,-0.26400000,-0.03125000
112507,-0.22600000,-0.04041667
112508,-0.18600000,-0.03791667
112509,-0.14450000,-0.04041667
112510,-0.10350000,-0.04250000
112511,-0.06350000,-0.04041667
112512,-0.02350000,-0.03791667
112513,0.01600000,-0.02416667
112514,0.05300000,-0.02875000
112515,0.08800000,-0.03333333
112516,0.12150000,-0.02208333
112517,0.15150000,-0.00833333
112518,0.18000000,-0.01500000
112519,0.20450000,-0.01041667
112520,0.22600000,0.00291667
112521,0.24350000,0.00083333
112522,0.25850000,0.00500000
112523,0.26900000,0.00083333
112524,0.27450000,0.00291667
112525,0.27900000,0.00083333
112526,0.27800000,0.00291667
112527,0.27550000,-0.01041667
112528,0.27000000,-0.00833333
112529,0.26150000,-0.02666667
112530,0.25200000,-0.02416667
112531,0.24100000,-0.03333333
112532,0.22900000,-0.02875000
112533,0.21550000,-0.05166667
112534,0.20150000,-0.04500000
112535,0.18750000,-0.03791667
112536,0.17350000,-0.04708333
112537,0.15850000,-0.02875000
112538,0.14300000,-0.06541667
112539,0.12600000,-0.05875000
112540,0.11000000,-0.04708333
112541,0.09350000,-0.04708333
112542,0.07650000,-0.05875000
112543,0.06000000,-0.05875000
112544,0.04200000,-0.03333333
112545,0.02450000,-0.00125000
112546,0.00750000,0.02333333
112547,-0.00950000,0.07375000
112548,-0.02600000,0.13958333
112549,-0.04300000,0.07125000
112550,-0.06050000,-0.09958333
112551,-0.07550000,-0.20250000
112552,-0.09150000,-0.19125000
112553,-0.10750000,-0.12708333
112554,-0.12150000,-0.07458333
112555,-0.13450000,-0.05166667
112556,-0.14750000,-0.04500000
112557,-0.15850000,-0.04250000
112558,-0.17100000,-0.03791667
112559,-0.18300000,-0.03583333
112560,-0.19400000,-0.02875000
112561,-0.20550000,-0.02666667
112562,-0.21650000,-0.02208333
112563,-0.22700000,-0.02208333
112564,-0.23800000,-0.01500000
112565,-0.24900000,-0.01291667
112566,-0.26050000,-0.00833333
112567,-0.27050000,-0.01041667
112568,-0.24350000,0.00083333
112569,-0.25300000,0.00083333
112570,-0.26200000,0.00083333
112571,-0.27050000,0.00958333
112572,-0.27700000,0.02083333
112573,-0.28300000,0.02791667
112574,-0.28850000,0.02333333
112575,-0.29000000,0.01625000
112576,-0.28950000,0.01625000
112577,-0.28450000,0.00291667
112578,-0.27800000,0.00083333
112579,-0.26700000,0.00083333
112580,-0.25000000,0.00083333
112581,-0.22950000,0.00083333
112582,-0.20350000,-0.00375000
112583,-0.17450000,-0.00583333
112584,-0.14200000,0.00083333
112585,-0.10700000,-0.00833333
112586,-0.07100000,-0.01041667
112587,-0.03050000,-0.00583333
112588,0.00750000,-0.00583333
112589,0.04700000,0.00083333
112590,0.08400000,0.00083333
112591,0.11950000,0.00083333
112592,0.15500000,0.00083333
112593,0.18800000,0.00083333
112594,0.21750000,0.00083333
112595,0.24650000,0.00708333
112596,0.27200000,0.00958333
112597,0.29400000,0.01625000
112598,0.31400000,0.00958333
112599,0.32950000,0.03458333
112600,0.34200000,0.04625000
112601,0.35200000,0.05083333
112602,0.35750000,0.05291667
112603,0.36050000,0.05750000
112604,0.35850000,0.06208333
112605,0.35500000,0.05083333
112606,0.35000000,0.02333333
112607,0.34100000,0.01625000
112608,0.33050000,0.01625000
112609,0.32050000,0.01166667
112610,0.30650000,0.01416667
112611,0.29150000,0.00500000
