'sample interval','PLETH','II'
'0.008 sec','mV','mV'
112501,0.23450000,0.09037688
112502,0.23450000,0.08525430
112503,0.23250000,0.08525430
112504,0.22700000,0.08122942
112505,0.22100000,0.07720454
112506,0.21200000,0.07317966
112507,0.20150000,0.06842298
112508,0.18900000,0.06915477
112509,0.17650000,0.08196121
112510,0.16400000,0.11891694
112511,0.15100000,0.17892426
112512,0.13950000,0.26454446
112513,0.12700000,0.38126601
112514,0.11550000,0.51811196
112515,0.10450000,0.59751189
112516,0.09400000,0.55762898
112517,0.08450000,0.41163557
112518,0.07450000,0.21587999
112519,0.06600000,0.05781193
112520,0.05800000,-0.02707647
112521,0.05050000,-0.06549579
112522,0.04250000,-0.07939993
112523,0.03600000,-0.11013538
112524,0.02800000,-0.17343578
112525,0.02250000,-0.22978412
112526,0.01550000,-0.27369191
112527,0.00800000,-0.33296744
112528,0.00300000,-0.36772777
112529,-0.00500000,-0.32162459
112530,-0.01150000,-0.22868643
112531,-0.01850000,-0.14928650
112532,-0.02600000,-0.10793999
112533,-0.03200000,-0.09879254
112534,-0.03850000,-0.09915843
112535,-0.04550000,-0.09513355
112536,-0.05200000,-0.09147457
112537,-0.05900000,-0.09147457
112538,-0.06500000,-0.09403586
112539,-0.07150000,-0.09732894
112540,-0.07750000,-0.10318332
112541,-0.08300000,-0.10720820
112542,-0.08800000,-0.10940359
112543,-0.09400000,-0.10793999
112544,-0.09950000,-0.10062203
112545,-0.10550000,-0.09440176
112546,-0.10850000,-0.09220637
112547,-0.11400000,-0.08598610
112548,-0.12000000,-0.07317966
112549,-0.12400000,-0.05744603
112550,-0.12900000,-0.03915112
112551,-0.13350000,-0.01939261
112552,-0.13750000,-0.00182949
112553,-0.14250000,0.00914746
112554,-0.14600000,0.01683132
112555,-0.14900000,0.02122210
112556,-0.15200000,0.02341749
112557,-0.15400000,0.02524698
112558,-0.15600000,0.03110135
112559,-0.15700000,0.03622393
112560,-0.15700000,0.03585803
112561,-0.15800000,0.03073546
112562,-0.15800000,0.02597878
112563,-0.15900000,0.02854007
112564,-0.15800000,0.03000366
112565,-0.15800000,0.02488108
112566,-0.15700000,0.01902671
112567,-0.15600000,0.01792902
112568,-0.15400000,0.01719722
112569,-0.15100000,0.01866081
112570,-0.15000000,0.01683132
112571,-0.14900000,0.01207464
112572,-0.14600000,0.00768386
112573,-0.14500000,0.00768386
112574,-0.14350000,0.00804976
112575,-0.14250000,0.00914746
112576,-0.14250000,0.00622027
112577,-0.14050000,0.00109769
112578,-0.14050000,-0.00036590
112579,-0.13950000,0.00109769
112580,-0.13850000,0.00182949
112581,-0.13750000,0.00000000
112582,-0.13550000,0.00109769
112583,-0.13550000,0.00329308
112584,-0.13350000,0.00512258
112585,-0.13150000,0.00365898
112586,-0.13150000,-0.00146359
112587,-0.12950000,-0.00622027
112588,-0.12800000,-0.00768386
112589,-0.12700000,-0.00548847
112590,-0.12700000,-0.00548847
112591,-0.12600000,-0.00622027
112592,-0.12500000,-0.00146359
112593,-0.12400000,0.00182949
112594,-0.12400000,-0.00146359
112595,-0.12400000,-0.00622027
112596,-0.12300000,-0.00804976
112597,-0.12200000,-0.00804976
112598,-0.12300000,-0.00658617
112599,-0.12300000,-0.00146359
112600,-0.12300000,0.00182949
112601,-0.12500000,-0.00256129
112602,-0.12500000,-0.00804976
112603,-0.12600000,-0.00439078
112604,-0.12700000,-0.00439078
112605,-0.12800000,-0.00768386
112606,-0.12900000,-0.00658617
112607,-0.12950000,-0.00512258
112608,-0.13150000,-0.00475668
112609,-0.13250000,-0.00512258
112610,-0.13250000,-0.00329308
112611,-0.13350000,0.00731797
112612,-0.13450000,0.02341749
112613,-0.13650000,0.03402854
112614,-0.13750000,0.03549213
112615,-0.13850000,0.03366264
112616,-0.13950000,0.03805342
112617,-0.13950000,0.04354190
112618,-0.14050000,0.04537139
112619,-0.14150000,0.05159166
112620,-0.14250000,0.06293450
112621,-0.14250000,0.06037322
112622,-0.14350000,0.03695573
112623,-0.14350000,0.01097695
112624,-0.14450000,-0.00439078
112625,-0.14450000,-0.01463593
112626,-0.14450000,-0.02231980
112627,-0.14350000,-0.02707647
112628,-0.14250000,-0.03036956
112629,-0.14150000,-0.03219905
112630,-0.14050000,-0.02817417
112631,-0.13850000,-0.02122210
112632,-0.13650000,-0.01536773
112633,-0.13350000,-0.01683132
112634,-0.12950000,-0.02268569
112635,-0.12800000,-0.02305159
112636,-0.12500000,-0.01756312
112637,-0.12300000,-0.01463593
112638,-0.12100000,-0.01353824
112639,-0.11800000,-0.01353824
112640,-0.11500000,-0.00987925
112641,-0.11350000,-0.00804976
112642,-0.11050000,-0.00804976
112643,-0.10950000,-0.00768386
112644,-0.10750000,-0.00256129
112645,-0.10450000,0.00914746
112646,-0.10250000,0.02305159
112647,-0.09950000,0.02561288
112648,-0.09850000,0.00036590
112649,-0.09600000,-0.08342481
112650,-0.09500000,-0.22978412
112651,-0.09200000,-0.35784852
112652,-0.09100000,-0.38968167
112653,-0.08900000,-0.34028540
112654,-0.08700000,-0.28320527
112655,-0.08500000,-0.28320527
112656,-0.08500000,-0.35089645
112657,-0.08300000,-0.41968533
112658,-0.08250000,-0.42956458
112659,-0.08250000,-0.37504574
112660,-0.08050000,-0.28796195
112661,-0.07950000,-0.20270765
112662,-0.07850000,-0.14270033
112663,-0.07750000,-0.08671789
112664,-0.07750000,-0.01134285
112665,-0.07650000,0.05781193
112666,-0.07550000,0.09549945
112667,-0.07350000,0.10757409
112668,-0.07350000,0.10940359
112669,-0.07050000,0.10574460
112670,-0.07050000,0.10135382
112671,-0.06950000,0.10135382
112672,-0.06850000,0.10025613
112673,-0.06750000,0.09879254
112674,-0.06700000,0.09989023
112675,-0.06700000,0.10245152
112676,-0.06600000,0.10062203
112677,-0.06400000,0.09842664
112678,-0.06100000,0.09879254
112679,-0.05600000,0.09879254
112680,-0.04950000,0.10098793
112681,-0.03850000,0.10025613
112682,-0.02700000,0.09879254
112683,-0.01150000,0.10208562
112684,0.00400000,0.10574460
112685,0.02050000,0.10940359
112686,0.03900000,0.11342847
112687,0.05700000,0.11855104
112688,0.07450000,0.12294182
112689,0.09300000,0.12513721
112690,0.11150000,0.12733260
112691,0.12800000,0.13501647
112692,0.14550000,0.14452982
112693,0.16100000,0.14709111
112694,0.17750000,0.14818880
112695,0.19400000,0.15111599
112696,0.21050000,0.14928650
112697,0.22400000,0.14160263
112698,0.23650000,0.13867545
112699,0.24600000,0.13721186
112700,0.25400000,0.12879619
112701,0.25850000,0.12111233
112702,0.26050000,0.11598975
112703,0.26150000,0.10976948
112704,0.25800000,0.10281742
112705,0.25200000,0.09842664
112706,0.24400000,0.09623125
112707,0.23350000,0.09440176
112708,0.22200000,0.08781559
112709,0.20950000,0.07757044
112710,0.19600000,0.06805708
112711,0.18200000,0.06293450
112712,0.16850000,0.06256861
112713,0.15400000,0.06659349
112714,0.14250000,0.06842298
112715,0.13000000,0.06695939
112716,0.11850000,0.06403220
112717,0.10750000,0.06183681
112718,0.09700000,0.06073911
112719,0.08750000,0.05890962
112720,0.07750000,0.06147091
112721,0.06900000,0.06732528
112722,0.06000000,0.06220271
112723,0.05150000,0.03585803
112724,0.04250000,0.00475668
112725,0.03500000,-0.00695207
112726,0.02700000,-0.01463593
112727,0.01950000,-0.03402854
112728,0.01250000,-0.04866447
112729,0.00500000,-0.05085986
112730,-0.00200000,-0.04866447
112731,-0.01050000,-0.04427369
112732,-0.01850000,-0.04024881
112733,-0.02600000,-0.03988291
112734,-0.03400000,-0.03732162
112735,-0.04050000,-0.03219905
112736,-0.04950000,-0.02963776
112737,-0.05600000,-0.02927186
112738,-0.06300000,-0.03329674
112739,-0.07050000,-0.03622393
112740,-0.07750000,-0.03658983
112741,-0.08400000,-0.03695573
112742,-0.09000000,-0.03402854
112743,-0.09800000,-0.02817417
112744,-0.10350000,-0.02451518
112745,-0.11050000,-0.01866081
112746,-0.11500000,-0.00658617
112747,-0.12200000,0.01244054
112748,-0.12800000,0.03000366
112749,-0.13250000,0.03183315
112750,-0.13750000,-0.01609952
112751,-0.14250000,-0.13099158
112752,-0.14700000,-0.26051958
112753,-0.15100000,-0.31979510
112754,-0.15500000,-0.28796195
112755,-0.15900000,-0.22978412
112756,-0.16250000,-0.22246615
112757,-0.16550000,-0.28503476
112758,-0.16950000,-0.36223930
112759,-0.17250000,-0.38894987
112760,-0.17550000,-0.35528723
112761,-0.17800000,-0.29784120
112762,-0.18000000,-0.23819978
112763,-0.18200000,-0.18441273
112764,-0.18400000,-0.12367362
112765,-0.18600000,-0.04793267
112766,-0.18600000,0.02085620
112767,-0.18700000,0.06769118
112768,-0.18700000,0.08781559
112769,-0.18700000,0.09330406
112770,-0.18600000,0.09220637
112771,-0.18500000,0.09110867
112772,-0.18500000,0.09330406
112773,-0.18500000,0.09586535
112774,-0.18500000,0.09989023
112775,-0.18400000,0.10501281
112776,-0.19550000,0.10574460
112777,-0.19450000,0.10025613
112778,-0.19550000,0.09842664
112779,-0.19450000,0.09879254
112780,-0.19350000,0.10025613
112781,-0.19150000,0.10976948
112782,-0.18850000,0.11891694
112783,-0.18600000,0.11891694
112784,-0.18200000,0.12257592
112785,-0.17500000,0.13318697
112786,-0.16950000,0.14013904
112787,-0.16050000,0.14562752
112788,-0.15100000,0.14818880
112789,-0.14050000,0.14416392
112790,-0.12750000,0.13904135
112791,-0.11400000,0.13867545
112792,-0.09950000,0.13757775
112793,-0.08400000,0.13355287
112794,-0.06850000,0.13062569
112795,-0.05300000,0.12440542
112796,-0.03850000,0.11598975
112797,-0.02500000,0.10976948
112798,-0.01250000,0.10171972
112799,-0.00250000,0.08927918
112800,0.00500000,0.07500915
112801,0.01200000,0.06769118
112802,0.01650000,0.06110501
112803,0.02050000,0.05085986
112804,0.02050000,0.04390779
112805,0.01950000,0.04244420
112806,0.01650000,0.04098061
112807,0.01450000,0.03841932
112808,0.00900000,0.03329674
112809,0.00500000,0.03146725
112810,-0.00100000,0.02780827
112811,-0.00650000,0.02012441
112812,-0.01150000,0.01609952
112813,-0.01700000,0.02158800
112814,-0.02200000,0.03256495
112815,-0.02700000,0.03695573
112816,-0.03000000,0.03841932
112817,-0.03350000,0.03988291
112818,-0.03750000,0.04171240
112819,-0.04250000,0.05159166
112820,-0.04550000,0.06220271
112821,-0.04900000,0.06439810
112822,-0.05200000,0.06769118
112823,-0.05500000,0.07061837
112824,-0.05800000,0.05854372
112825,-0.06100000,0.03110135
112826,-0.06300000,0.01024515
112827,-0.06550000,-0.00329308
112828,-0.06950000,-0.01756312
112829,-0.07250000,-0.02963776
112830,-0.07750000,-0.03695573
112831,-0.07900000,-0.03658983
112832,-0.08400000,-0.03512623
112833,-0.08900000,-0.03476034
112834,-0.09200000,-0.03073546
112835,-0.09750000,-0.02707647
112836,-0.10250000,-0.03000366
112837,-0.10550000,-0.02963776
112838,-0.11100000,-0.02744237
112839,-0.11400000,-0.02817417
112840,-0.11800000,-0.02744237
112841,-0.12300000,-0.03036956
112842,-0.12650000,-0.03110135
112843,-0.13050000,-0.02817417
112844,-0.13450000,-0.02963776
112845,-0.13850000,-0.03000366
112846,-0.14100000,-0.02524698
112847,-0.14400000,-0.01427003
112848,-0.14700000,0.00658617
112849,-0.15100000,0.04024881
112850,-0.15400000,0.07025247
112851,-0.15600000,0.06988657
112852,-0.15850000,0.01024515
112853,-0.16150000,-0.10208562
112854,-0.16450000,-0.19575558
112855,-0.16550000,-0.21368460
112856,-0.16750000,-0.17672887
112857,-0.17050000,-0.15770216
112858,-0.17150000,-0.20526894
112859,-0.17300000,-0.29564581
112860,-0.17300000,-0.35821442
112861,-0.17500000,-0.36480059
112862,-0.17300000,-0.33077205
112863,-0.17300000,-0.27442371
112864,-0.17300000,-0.21661178
112865,-0.17050000,-0.17343578
112866,-0.16950000,-0.11781925
112867,-0.16550000,-0.04098061
112868,-0.16350000,0.02378339
112869,-0.16050000,0.05964142
112870,-0.15750000,0.07208196
112871,-0.15400000,0.07574094
112872,-0.15300000,0.07500915
112873,-0.14900000,0.07317966
112874,-0.14600000,0.07281376
112875,-0.14200000,0.07610684
112876,-0.13950000,0.07866813
112877,-0.13750000,0.07976583
112878,-0.13450000,0.07866813
112879,-0.13050000,0.08232711
112880,-0.12850000,0.08562020
112881,-0.12550000,0.08562020
112882,-0.12200000,0.08818149
112883,-0.11900000,0.09403586
112884,-0.11400000,0.10025613
112885,-0.10950000,0.10428101
112886,-0.10050000,0.10793999
112887,-0.09200000,0.11342847
112888,-0.08200000,0.11855104
112889,-0.06950000,0.12257592
112890,-0.05400000,0.12294182
112891,-0.03950000,0.12513721
112892,-0.02400000,0.12586901
112893,-0.00750000,0.12586901
112894,0.00800000,0.12440542
112895,0.02350000,0.12111233
112896,0.04000000,0.11745335
112897,0.05350000,0.11306257
112898,0.06700000,0.10574460
112899,0.07750000,0.09696304
112900,0.08850000,0.08708379
112901,0.09900000,0.07500915
112902,0.10700000,0.06549579
112903,0.11250000,0.06000732
112904,0.11650000,0.05598244
112905,0.11850000,0.05305525
112906,0.11750000,0.05049396
112907,0.11450000,0.04646908
112908,0.11250000,0.04134651
112909,0.10500000,0.03951701
112910,0.09900000,0.03622393
112911,0.09150000,0.02927186
112912,0.08250000,0.02231980
112913,0.07500000,0.01866081
112914,0.06500000,0.01975851
112915,0.05750000,0.02597878
112916,0.04850000,0.03439444
112917,0.04100000,0.04024881
