'sample interval','PLETH','II'
'0.008 sec','mV','mV'
1350001,0.36550000,0.01898017
1350002,0.34450000,0.01898017
1350003,0.32400000,0.02209632
1350004,0.30300000,0.01274788
1350005,0.27700000,0.01898017
1350006,0.25050000,0.01586402
1350007,0.21950000,0.02209632
1350008,0.18300000,0.01898017
1350009,0.16200000,0.02521246
1350010,0.12550000,0.02662890
1350011,0.09400000,0.02209632
1350012,0.06800000,0.02662890
1350013,0.03650000,0.01586402
1350014,0.01050000,0.02209632
1350015,-0.01000000,0.01586402
1350016,-0.03650000,0.02209632
1350017,-0.06750000,0.01586402
1350018,-0.09350000,0.02521246
1350019,-0.11450000,0.01898017
1350020,-0.13550000,0.02209632
1350021,-0.16700000,0.02209632
1350022,-0.18250000,0.02521246
1350023,-0.20350000,0.01898017
1350024,-0.22400000,0.02209632
1350025,-0.24000000,0.01274788
1350026,-0.26600000,0.02209632
1350027,-0.28150000,0.01274788
1350028,-0.27900000,0.01274788
1350029,-0.29500000,0.00651558
1350030,-0.31600000,0.00963173
1350031,-0.33200000,0.00651558
1350032,-0.34750000,0.00793201
1350033,-0.36350000,0.00028329
1350034,-0.37900000,-0.00396601
1350035,-0.39500000,0.01898017
1350036,-0.40550000,0.05779037
1350037,-0.42150000,0.11359773
1350038,-0.44250000,0.18526912
1350039,-0.45300000,0.19745042
1350040,-0.46850000,0.19121813
1350041,-0.48450000,0.08271955
1350042,-0.48950000,-0.04929178
1350043,-0.50550000,-0.05864023
1350044,-0.52150000,-0.05070822
1350045,-0.52650000,-0.03512748
1350046,-0.54250000,-0.02436261
1350047,-0.54750000,-0.00254958
1350048,-0.55800000,-0.00084986
1350049,-0.56350000,0.00339943
1350050,-0.57400000,0.00056657
1350051,-0.58450000,0.00198300
1350052,-0.59000000,-0.00084986
1350053,-0.60050000,0.00198300
1350054,-0.60050000,0.00198300
1350055,-0.60550000,0.00339943
1350056,-0.61600000,0.00339943
1350057,-0.61100000,0.00481586
1350058,-0.61600000,0.00198300
1350059,-0.62150000,0.00198300
1350060,-0.61600000,0.00056657
1350061,-0.62150000,-0.00396601
1350062,-0.62150000,-0.00396601
1350063,-0.61600000,-0.00878187
1350064,-0.61100000,-0.00708215
1350065,-0.60550000,-0.01019830
1350066,-0.59500000,-0.01501416
1350067,-0.57400000,-0.01189802
