point,rri,ECGshift,PPGGshift
1350062,0.624,29,29
1350140,0.568,29,29
1350211,0.688,29,29
1350297,0.608,29,29
1350373,0.656,29,29
1350455,0.608,29,29
1350531,0.576,29,29
1350603,0.688,29,29
1350689,0.600,29,29
1350764,0.568,29,29
1350835,0.712,29,29
1350924,0.600,29,29
1350999,0.568,29,29
1351070,0.696,29,29
1351157,0.600,29,29
1351232,0.584,29,29
1351305,0.704,29,29
1351393,0.592,29,29
1351467,0.576,29,29
1351539,0.696,29,29
1351626,0.592,29,29
1351700,0.584,29,29
1351773,0.696,29,29
1351860,0.592,29,29
1351934,0.576,29,29
1352006,0.712,29,29
1352095,0.584,29,29
1352168,0.592,29,29
1352242,0.696,29,29
1352329,0.600,29,29
1352404,0.576,29,29
1352476,0.688,29,29
1352562,0.592,29,29
1352636,0.592,29,29
1352710,0.696,29,29
1352797,0.592,29,29
1352871,0.568,29,29
1352942,0.704,29,29
1353030,0.552,29,29
1353099,0.704,29,29
1353187,0.608,29,29
1353263,0.560,29,29
1353333,0.704,29,29
1353421,0.592,29,29
1353495,0.568,29,29
1353566,0.712,29,29
1353655,0.592,29,29
1353729,0.576,29,29
1353801,0.704,29,29
1353889,0.600,29,29
1353964,0.560,29,29
1354034,0.720,29,29
1354124,0.584,29,29
1354197,0.576,29,29
1354269,0.704,29,29
1354357,0.592,29,29
1354431,0.576,29,29
1354503,0.704,29,29
1354591,0.600,29,29
1354666,0.576,29,29
1354738,0.704,29,29
1354826,0.592,29,29
1354900,0.568,29,29
1354971,0.664,29,29
1355054,0.616,29,29
1355131,0.608,29,29
1355207,0.696,29,29
1355294,0.600,29,29
1355369,0.560,29,29
1355439,0.712,29,29
1355528,0.600,29,29
1355603,0.568,29,29
1355674,0.688,29,29
1355760,0.608,29,29
1355836,0.576,29,29
1355908,0.664,29,29
1355991,0.632,29,29
1356070,0.576,29,29
1356142,0.704,29,29
1356230,0.552,29,29
1356299,0.616,29,29
1356376,0.712,29,29
1356465,0.600,29,29
1356540,0.560,29,29
1356610,0.696,29,29
1356697,0.600,29,29
1356772,0.576,29,29
1356844,0.696,29,29
1356931,0.576,29,29
1357003,0.600,29,29
1357078,0.704,29,29
1357166,0.584,29,29
1357239,0.584,29,29
1357312,0.696,29,29
1357399,0.608,29,29
1357475,0.568,29,29
1357546,0.696,29,29
1357633,0.592,29,29
1357707,0.576,29,29
1357779,0.712,29,29
1357868,0.600,29,29
1357943,0.568,29,29
1358014,0.696,29,29
1358101,0.608,29,29
1358177,0.568,29,29
1358248,0.688,29,29
1358334,0.608,29,29
1358410,0.576,29,29
1358482,0.696,29,29
1358569,0.600,29,29
1358644,0.576,29,29
1358716,0.696,29,29
1358803,0.608,29,29
1358879,0.568,29,29
1358950,0.680,29,29
1359035,0.608,29,29
1359111,0.584,29,29
1359184,0.696,29,29
1359271,0.608,29,29
1359347,0.568,29,29
1359418,0.696,29,29
1359505,0.600,29,29
1359580,0.568,29,29
1359651,0.704,29,29
1359739,0.600,29,29
1359814,0.576,29,29
1359886,0.688,29,29
1359972,0.616,29,29
1360049,0.560,29,29
