point,rri,ECGshift,PPGGshift
112500,0.520,19,19
112565,0.640,19,19
112645,0.688,19,19
112731,0.576,19,19
112803,0.528,19,19
112869,0.464,19,19
112927,0.584,19,19
113000,0.888,19,19
113111,0.536,19,19
113178,0.640,19,19
113258,0.496,19,19
113320,0.448,19,19
113376,0.576,19,19
113448,0.616,19,19
113525,0.480,19,19
113585,0.464,19,19
113643,0.656,19,19
113725,0.688,19,19
113811,0.544,19,19
113879,0.440,19,19
113934,0.640,19,19
114014,0.624,19,19
114092,0.784,19,19
114190,0.608,19,19
114266,0.712,19,19
114355,0.704,19,19
114443,0.624,19,19
114521,0.528,19,19
114587,0.504,19,19
114650,0.664,19,19
114733,0.600,19,19
114808,0.504,19,19
114871,0.472,19,19
114930,0.416,19,19
114982,0.392,19,19
115031,0.592,19,19
115105,0.760,19,19
115200,0.272,19,19
115234,0.432,19,19
115288,0.760,19,19
115383,0.584,19,19
115456,0.192,19,19
115480,0.328,19,19
115521,0.640,19,19
115601,0.592,19,19
115675,0.568,19,19
115746,0.616,19,19
115823,0.344,19,19
115866,0.384,19,19
115914,0.512,19,19
115978,0.376,19,19
116025,0.264,19,19
116058,0.848,19,19
116164,0.496,19,19
116226,0.608,19,19
