'sample interval','PLETH','II'
'0.008 sec','mV','mV'
112501,-0.20300000,-0.14434948
112502,-0.19250000,-0.14434948
112503,-0.18150000,-0.13390313
112504,-0.16350000,-0.12345679
112505,-0.14900000,-0.12345679
112506,-0.13450000,-0.12345679
112507,-0.11600000,-0.12345679
112508,-0.10150000,-0.12345679
112509,-0.09100000,-0.10731244
112510,-0.08000000,-0.10256410
112511,-0.07250000,-0.10256410
112512,-0.06200000,-0.10256410
112513,-0.05100000,-0.10256410
112514,-0.04750000,-0.10256410
112515,-0.03650000,-0.10256410
112516,-0.02200000,-0.10256410
112517,-0.00750000,-0.10256410
112518,0.01450000,-0.10256410
112519,0.04350000,-0.10256410
112520,0.08300000,-0.10256410
112521,0.13050000,-0.10256410
112522,0.19200000,-0.10256410
112523,0.26450000,-0.10256410
112524,0.34400000,-0.10256410
112525,0.42400000,-0.10256410
112526,0.50750000,-0.09686610
112527,0.58700000,-0.07597341
112528,0.65600000,-0.06077873
112529,0.71750000,-0.05508072
112530,0.76850000,-0.03988604
112531,0.80100000,-0.02374169
112532,0.82250000,-0.00284900
112533,0.83700000,0.00189934
112534,0.83350000,0.00189934
112535,0.82250000,0.00189934
112536,0.80800000,0.00189934
112537,0.79000000,0.00189934
112538,0.77200000,0.00189934
112539,0.74650000,0.00189934
112540,0.72100000,0.00189934
112541,0.69950000,0.00189934
112542,0.67050000,-0.01329535
112543,0.63800000,-0.01899335
112544,0.59800000,-0.01899335
112545,0.55100000,-0.01899335
112546,0.50750000,-0.01899335
112547,0.44950000,-0.01899335
112548,0.40200000,-0.01899335
112549,0.34800000,-0.01899335
112550,0.29350000,-0.01329535
112551,0.25000000,-0.01329535
112552,0.21000000,0.00189934
112553,0.18100000,0.00189934
112554,0.16300000,0.00189934
112555,0.14850000,0.00189934
112556,0.14100000,0.00189934
112557,0.14100000,0.00189934
112558,0.14850000,0.02659069
112559,0.15200000,0.04273504
112560,0.15200000,0.06837607
112561,0.15550000,0.10541311
112562,0.14850000,0.11016144
112563,0.14500000,0.09971510
112564,0.13400000,0.06837607
112565,0.11600000,0.06362773
112566,0.10150000,0.06362773
112567,0.08300000,0.04273504
112568,0.06500000,0.04273504
