'sample interval','PLETH','II'
'0.008 sec','mV','mV'
112501,-0.41050000,0.12003693
112502,-0.42000000,0.38688827
112503,-0.43000000,0.69159741
112504,-0.44650000,0.85872576
112505,-0.45300000,0.72760849
112506,-0.46600000,0.23545706
112507,-0.46950000,-0.35641736
112508,-0.47950000,-0.60849492
112509,-0.48250000,-0.47276085
112510,-0.49250000,-0.25207756
112511,-0.49900000,-0.12650046
112512,-0.50200000,-0.07571560
112513,-0.50900000,-0.05724838
112514,-0.51550000,-0.04709141
112515,-0.51550000,-0.03878116
112516,-0.51850000,-0.03416436
112517,-0.52200000,-0.03416436
112518,-0.52200000,-0.02862419
112519,-0.52200000,-0.02308403
112520,-0.52200000,-0.01754386
112521,-0.52200000,-0.01569714
112522,-0.51850000,-0.01939058
112523,-0.52500000,-0.01015697
112524,-0.52750000,-0.00092336
112525,-0.52450000,0.00461681
112526,-0.52450000,0.00554017
112527,-0.52750000,0.01477378
112528,-0.53100000,0.02308403
112529,-0.52450000,0.02677747
112530,-0.52450000,0.02585411
112531,-0.52100000,0.03324100
112532,-0.51450000,0.04801477
112533,-0.50100000,0.06278855
112534,-0.47800000,0.07571560
112535,-0.44450000,0.08125577
112536,-0.40800000,0.08587258
112537,-0.35200000,0.08679594
112538,-0.29200000,0.08310249
112539,-0.22550000,0.07294552
112540,-0.14900000,0.06371191
112541,-0.06300000,0.05355494
112542,0.02700000,0.04339797
112543,0.10650000,0.03231764
112544,0.18950000,0.02677747
112545,0.26600000,0.02585411
112546,0.33200000,0.02585411
112547,0.39200000,0.02216066
112548,0.44500000,0.01569714
112549,0.47850000,0.00646353
112550,0.50800000,0.00831025
112551,0.52800000,0.01292705
112552,0.53500000,0.01292705
112553,0.53150000,0.01015697
112554,0.52500000,0.01108033
112555,0.50500000,0.01569714
112556,0.48150000,0.02308403
112557,0.44850000,0.02677747
112558,0.41200000,0.02585411
112559,0.36850000,0.02585411
112560,0.31900000,0.02585411
112561,0.26900000,0.02862419
112562,0.21950000,0.03416436
112563,0.15950000,0.03878116
112564,0.11300000,0.04062789
112565,0.06000000,0.04432133
112566,0.01000000,0.06001847
112567,-0.02950000,0.08125577
112568,-0.06950000,0.09141274
112569,-0.10250000,0.09418283
112570,-0.12950000,0.09787627
112571,-0.15250000,0.10710988
112572,-0.17250000,0.10341644
112573,-0.19250000,0.09048938
112574,-0.20250000,0.07663897
112575,-0.21900000,0.06001847
112576,-0.22900000,0.04247461
112577,-0.24200000,0.03047091
112578,-0.25200000,0.02585411
112579,-0.26900000,0.02493075
112580,-0.27850000,0.01569714
112581,-0.29200000,-0.00554017
112582,-0.30850000,-0.02493075
112583,-0.32500000,-0.03324100
112584,-0.33500000,-0.03508772
112585,-0.35500000,-0.03508772
112586,-0.36850000,-0.03139428
112587,-0.38150000,-0.01754386
112588,-0.39100000,0.05632502
112589,-0.40750000,0.25946445
112590,-0.41750000,0.57156048
112591,-0.42750000,0.82271468
112592,-0.44400000,0.83656510
112593,-0.45050000,0.48661127
112594,-0.45700000,-0.12742382
112595,-0.47050000,-0.56786704
112596,-0.47350000,-0.57248384
112597,-0.48350000,-0.36195753
112598,-0.49350000,-0.19298246
112599,-0.49350000,-0.11911357
112600,-0.50000000,-0.08587258
112601,-0.50700000,-0.06001847
112602,-0.51000000,-0.04432133
112603,-0.51350000,-0.03693444
112604,-0.51000000,-0.03416436
