point,rri,ECGshift,PPGGshift
112522,1.008,26,26
112648,1.000,26,26
112773,1.024,26,26
112901,0.984,26,26
113024,1.032,26,26
113153,1.040,26,26
113283,1.000,26,26
113408,1.088,26,26
113544,1.008,26,26
113670,0.976,26,26
113792,1.096,26,26
113929,1.000,26,26
114054,1.016,26,26
114181,1.000,26,26
114306,1.064,26,26
114439,0.984,26,26
114562,1.032,26,26
114691,1.016,26,26
114818,1.040,26,26
114948,0.976,26,26
115070,1.056,26,26
115202,1.024,26,26
115330,1.008,26,26
115456,0.976,26,26
115578,1.024,26,26
115706,1.040,26,26
115836,1.016,26,26
115963,1.024,26,26
116091,1.024,26,26
116219,0.984,26,26
116342,0.992,26,26
116466,1.040,26,26
116596,1.008,26,26
116722,0.992,26,26
116846,1.072,26,26
116980,0.936,26,26
117097,1.024,26,26
117225,0.992,26,26
117349,1.032,26,26
117478,0.992,26,26
117602,1.000,26,26
117727,1.056,26,26
117859,0.960,26,26
117979,1.072,26,26
118113,1.016,26,26
118240,0.992,26,26
118364,1.024,26,26
118492,1.040,26,26
118622,1.000,26,26
118747,1.040,26,26
118877,0.976,26,26
118999,1.056,26,26
119131,0.968,26,26
119252,1.032,26,26
119381,1.048,26,26
119512,1.008,26,26
119638,0.976,26,26
119760,1.048,26,26
119891,1.048,26,26
120022,0.984,26,26
120145,1.040,26,26
120275,0.968,26,26
120396,1.080,26,26
120531,0.936,26,26
120648,1.008,26,26
120774,1.008,26,26
120900,1.016,26,26
121027,1.000,26,26
121152,1.056,26,26
121284,1.024,26,26
121412,0.968,26,26
121533,1.032,26,26
121662,1.024,26,26
121790,1.040,26,26
121920,0.992,26,26
122044,0.976,26,26
122166,1.072,26,26
122300,1.032,26,26
122429,0.688,26,26
122515,0.328,26,26
122556,1.016,26,26
122683,0.952,26,26
122802,1.032,26,26
122931,1.000,26,26
123056,0.968,26,26
123177,0.936,26,26
123294,1.040,26,26
123424,1.000,26,26
123549,0.984,26,26
123672,0.352,26,26
123716,0.400,26,26
123766,1.040,26,26
123896,0.240,26,26
123926,0.952,26,26
124045,1.000,26,26
124170,0.976,26,26
124292,1.008,26,26
124418,0.984,26,26
124541,0.912,26,26
124655,0.992,26,26
124779,1.040,26,26
124909,0.936,26,26
125026,1.048,26,26
125157,0.936,26,26
125274,1.064,26,26
125407,0.936,26,26
125524,1.008,26,26
125650,1.056,26,26
125782,1.016,26,26
125909,0.808,26,26
126010,0.216,26,26
126037,0.960,26,26
126157,1.008,26,26
126283,0.904,26,26
126396,1.008,26,26
126522,1.000,26,26
126647,1.080,26,26
126782,0.928,26,26
126898,1.008,26,26
127024,1.000,26,26
127149,1.080,26,26
127284,0.976,26,26
127406,0.968,26,26
127527,1.064,26,26
127660,0.952,26,26
127779,1.024,26,26
127907,1.008,26,26
128033,1.048,26,26
128164,0.952,26,26
128283,1.024,26,26
128411,0.968,26,26
128532,1.056,26,26
128664,0.992,26,26
128788,0.952,26,26
128907,1.056,26,26
129039,1.016,26,26
129166,0.960,26,26
129286,0.920,26,26
129401,1.008,26,26
129527,0.976,26,26
129649,1.080,26,26
129784,0.920,26,26
129899,0.984,26,26
130022,0.992,26,26
130146,0.992,26,26
130270,0.984,26,26
130393,1.064,26,26
130526,0.936,26,26
130643,0.968,26,26
130764,1.064,26,26
130897,0.984,26,26
131020,0.920,26,26
131135,0.968,26,26
131256,1.088,26,26
131392,0.968,26,26
131513,0.912,26,26
131627,0.984,26,26
131750,1.064,26,26
131883,0.896,26,26
131995,0.992,26,26
132119,0.968,26,26
132240,1.088,26,26
132376,0.904,26,26
132489,0.984,26,26
132612,1.072,26,26
132746,0.952,26,26
132865,0.424,26,26
132918,0.784,26,26
133016,0.568,26,26
133087,0.224,26,26
133115,0.368,26,26
133161,0.216,26,26
133188,1.216,26,26
133340,0.280,26,26
133375,0.592,26,26
133449,1.232,26,26
133603,0.960,26,26
133723,0.984,26,26
133846,0.920,26,26
133961,1.032,26,26
134090,0.928,26,26
134206,1.000,26,26
134331,0.928,26,26
134447,1.024,26,26
134575,1.008,26,26
134701,1.080,26,26
134836,0.528,26,26
134902,0.664,26,26
134985,0.240,26,26
135015,0.680,26,26
135100,0.192,26,26
135124,0.552,26,26
135193,0.904,26,26
135306,1.072,26,26
135440,1.392,26,26
135614,0.296,26,26
135651,0.232,26,26
135680,0.416,26,26
135732,0.864,26,26
135840,0.624,26,26
135918,0.888,26,26
136029,1.032,26,26
136158,0.984,26,26
136281,0.960,26,26
136401,0.984,26,26
136524,0.960,26,26
136644,1.008,26,26
136770,0.776,26,26
136867,0.920,26,26
136982,0.296,26,26
137019,0.864,26,26
137127,1.000,26,26
137252,0.392,26,26
137301,0.296,26,26
137338,0.272,26,26
137372,0.400,26,26
137422,0.216,26,26
137449,0.376,26,26
137496,0.632,26,26
137575,0.312,26,26
137614,1.040,26,26
137744,0.784,26,26
137842,0.200,26,26
137867,0.904,26,26
137980,0.984,26,26
138103,0.976,26,26
138225,0.960,26,26
138345,0.976,26,26
138467,0.936,26,26
138584,0.960,26,26
138704,0.992,26,26
138828,0.888,26,26
138939,1.032,26,26
139068,0.960,26,26
139188,0.992,26,26
139312,0.976,26,26
139434,0.992,26,26
139558,0.920,26,26
139673,0.928,26,26
139789,1.000,26,26
139914,0.920,26,26
140029,0.368,26,26
140075,0.640,26,26
140155,0.952,26,26
140274,0.984,26,26
140397,0.824,26,26
140500,0.768,26,26
140596,0.376,26,26
140643,0.304,26,26
140681,0.640,26,26
140761,0.896,26,26
140873,1.016,26,26
141000,0.952,26,26
141119,0.960,26,26
141239,0.888,26,26
141350,0.688,26,26
141436,0.336,26,26
141478,0.424,26,26
141531,0.608,26,26
141607,0.176,26,26
141629,0.488,26,26
141690,6.944,26,26
142558,1.000,26,26
142683,0.880,26,26
142793,1.008,26,26
142919,0.960,26,26
143039,1.024,26,26
143167,0.928,26,26
143283,0.912,26,26
143397,0.984,26,26
143520,1.016,26,26
143647,0.912,26,26
143761,0.944,26,26
143879,0.984,26,26
144002,1.024,26,26
144130,0.760,26,26
144225,0.408,26,26
144276,0.408,26,26
