'sample interval','PLETH','II'
'0.008 sec','mV','mV'
112501,-0.50100000,-0.04646018
112502,-0.50200000,-0.00995575
112503,-0.50400000,0.00221239
112504,-0.50500000,0.00221239
112505,-0.50700000,0.01880531
112506,-0.50700000,0.00774336
112507,-0.50800000,0.03097345
112508,-0.50800000,0.01880531
112509,-0.50800000,0.06194690
112510,-0.50700000,0.02544248
112511,-0.50500000,0.05530973
112512,-0.50400000,0.03761062
112513,-0.50100000,0.06747788
112514,-0.49850000,0.03761062
112515,-0.49550000,0.06747788
112516,-0.49350000,0.05530973
112517,-0.49150000,0.07411504
112518,-0.49050000,0.06194690
112519,-0.48850000,0.07411504
112520,-0.48750000,0.06194690
112521,-0.48750000,0.07411504
112522,-0.48750000,0.07411504
112523,-0.48650000,0.07411504
112524,-0.48500000,0.07411504
112525,-0.48400000,0.06194690
112526,-0.48300000,0.06747788
112527,-0.48000000,0.03761062
112528,-0.47500000,0.04977876
112529,-0.46750000,0.01880531
112530,-0.45600000,0.01880531
112531,-0.43850000,0.00221239
112532,-0.41850000,0.01880531
112533,-0.38950000,0.00221239
112534,-0.35550000,0.00774336
112535,-0.31250000,0.00221239
112536,-0.26400000,0.00774336
112537,-0.20700000,0.00221239
112538,-0.14450000,0.00774336
112539,-0.07700000,0.00221239
112540,-0.00750000,0.00774336
112541,0.06450000,0.00221239
112542,0.13600000,0.00221239
112543,0.20700000,0.00221239
112544,0.27200000,0.00774336
112545,0.33550000,0.00221239
112546,0.39150000,0.00221239
112547,0.43850000,0.00774336
112548,0.48200000,0.00774336
112549,0.51550000,0.01327434
112550,0.54250000,0.00774336
112551,0.56100000,0.01327434
112552,0.56950000,0.00774336
112553,0.57250000,0.01880531
112554,0.56850000,0.00221239
112555,0.55700000,0.01880531
112556,0.53800000,0.00221239
112557,0.51450000,0.01880531
112558,0.48550000,0.00221239
112559,0.45400000,0.01327434
112560,0.41750000,0.00221239
112561,0.37950000,0.00221239
112562,0.33850000,0.00221239
112563,0.29700000,0.01327434
112564,0.25550000,0.00221239
112565,0.21600000,0.00221239
112566,0.17550000,-0.00331858
112567,0.13600000,0.00221239
112568,0.10000000,0.00221239
112569,0.06650000,0.00221239
112570,0.03350000,0.00221239
112571,0.00300000,0.00221239
112572,-0.02300000,0.00221239
112573,-0.04900000,0.00221239
112574,-0.07250000,-0.00331858
112575,-0.09350000,0.00221239
112576,-0.11550000,0.00221239
112577,-0.13500000,0.00221239
112578,-0.15400000,0.00221239
112579,-0.17150000,0.00774336
112580,-0.19100000,0.03761062
112581,-0.20800000,0.03761062
112582,-0.22450000,0.05530973
112583,-0.24100000,0.01327434
112584,-0.25650000,0.03097345
112585,-0.27350000,0.00221239
112586,-0.28800000,0.01880531
112587,-0.30250000,0.00774336
112588,-0.31600000,0.03761062
112589,-0.33050000,0.00774336
112590,-0.34300000,0.00221239
112591,-0.35750000,-0.01548673
112592,-0.36900000,-0.00995575
112593,-0.38050000,-0.02765487
112594,-0.39150000,-0.01548673
112595,-0.40300000,-0.01548673
112596,-0.41250000,-0.00995575
112597,-0.42300000,-0.00995575
112598,-0.42900000,-0.00995575
112599,-0.43650000,-0.00995575
112600,-0.44250000,-0.00995575
112601,-0.44800000,0.08628319
112602,-0.45200000,0.27986726
112603,-0.45400000,0.14712389
112604,-0.45600000,-0.44026549
112605,-0.45950000,-0.64159292
112606,-0.45950000,-0.53761062
112607,-0.46050000,-0.21681416
112608,-0.46050000,-0.03429204
112609,-0.46050000,0.00221239
112610,-0.46050000,0.00221239
112611,-0.45950000,0.01327434
112612,-0.44450000,0.00221239
112613,-0.44350000,0.03761062
112614,-0.44250000,0.02544248
112615,-0.44050000,0.04314159
112616,-0.43950000,0.03097345
112617,-0.43850000,0.05530973
112618,-0.43650000,0.03761062
112619,-0.43550000,0.05530973
112620,-0.43350000,0.04314159
112621,-0.43250000,0.06194690
112622,-0.43000000,0.06194690
112623,-0.42900000,0.06747788
112624,-0.42700000,0.06747788
112625,-0.42600000,0.06194690
112626,-0.42500000,0.07411504
112627,-0.42500000,0.06194690
112628,-0.42400000,0.08628319
112629,-0.42500000,0.06194690
112630,-0.42400000,0.07964602
112631,-0.42300000,0.05530973
112632,-0.42200000,0.07411504
112633,-0.41900000,0.03097345
112634,-0.41600000,0.04977876
112635,-0.41000000,0.02544248
112636,-0.40000000,0.03097345
112637,-0.38600000,0.00221239
112638,-0.36750000,0.01880531
112639,-0.34450000,0.00221239
112640,-0.31300000,0.01327434
112641,-0.27450000,0.00221239
112642,-0.22950000,0.00221239
112643,-0.17650000,0.00221239
112644,-0.11800000,0.01327434
112645,-0.05550000,0.00774336
112646,0.01200000,0.01327434
112647,0.08000000,0.01327434
112648,0.14850000,0.00774336
112649,0.21500000,0.00774336
112650,0.27900000,0.00774336
112651,0.33850000,0.01327434
112652,0.39300000,0.00774336
112653,0.43950000,0.01880531
112654,0.47950000,0.00774336
112655,0.51200000,0.01880531
112656,0.53750000,0.00774336
112657,0.55450000,0.03097345
112658,0.56450000,0.00774336
112659,0.56750000,0.03761062
112660,0.56550000,0.01327434
112661,0.55550000,0.03761062
112662,0.54150000,0.00774336
112663,0.52300000,0.02544248
112664,0.49800000,0.00774336
112665,0.47150000,0.03097345
112666,0.44050000,0.00774336
112667,0.40600000,0.01880531
112668,0.37150000,0.01327434
112669,0.33250000,0.01880531
112670,0.29400000,0.01327434
112671,0.25750000,0.01327434
112672,0.21900000,0.00774336
112673,0.18300000,0.01327434
112674,0.14850000,0.01327434
112675,0.11600000,0.00774336
112676,0.08600000,0.01327434
112677,0.05750000,0.00774336
112678,0.02950000,0.01880531
112679,0.00600000,0.00774336
112680,-0.01800000,0.02544248
112681,-0.03950000,0.00221239
112682,-0.06050000,0.01880531
112683,-0.07800000,0.00221239
112684,-0.09600000,0.01880531
112685,-0.11400000,0.00221239
112686,-0.13150000,0.01327434
112687,-0.14750000,0.00221239
112688,-0.16450000,0.03761062
112689,-0.18000000,0.03761062
112690,-0.19600000,0.06747788
112691,-0.21200000,0.02544248
112692,-0.22700000,0.03761062
112693,-0.24050000,0.01991150
112694,-0.25650000,0.02544248
112695,-0.26950000,0.02544248
112696,-0.28200000,0.03097345
112697,-0.29400000,0.03761062
112698,-0.30600000,0.01327434
112699,-0.31700000,0.00774336
112700,-0.32900000,-0.00331858
112701,-0.33850000,-0.00331858
112702,-0.34750000,-0.00995575
112703,-0.35850000,0.00221239
112704,-0.36650000,-0.00995575
112705,-0.37350000,0.00221239
112706,-0.38050000,-0.01548673
112707,-0.38600000,0.00221239
112708,-0.39200000,-0.01548673
112709,-0.39800000,0.05530973
112710,-0.40200000,0.25000000
112711,-0.40600000,0.17699115
112712,-0.40900000,-0.41039823
112713,-0.41300000,-0.59845133
112714,-0.41400000,-0.48340708
112715,-0.41600000,-0.16814159
112716,-0.41800000,-0.01548673
112717,-0.42000000,0.01327434
112718,-0.42100000,0.00221239
112719,-0.42300000,0.01327434
112720,-0.42400000,0.01327434
112721,-0.42500000,0.03097345
112722,-0.42700000,0.03761062
112723,-0.42900000,0.04314159
112724,-0.43100000,0.04977876
112725,-0.43450000,0.04314159
112726,-0.43750000,0.05530973
112727,-0.43950000,0.04314159
112728,-0.44350000,0.06747788
112729,-0.44750000,0.04314159
112730,-0.45150000,0.06747788
112731,-0.45450000,0.04314159
112732,-0.45950000,0.07411504
112733,-0.46250000,0.05530973
112734,-0.46650000,0.07411504
112735,-0.47050000,0.04977876
112736,-0.47250000,0.07411504
112737,-0.47550000,0.03761062
112738,-0.47950000,0.06747788
112739,-0.48250000,0.03097345
112740,-0.51250000,0.04314159
112741,-0.51350000,0.00774336
112742,-0.51450000,0.01880531
112743,-0.51150000,0.00221239
112744,-0.50500000,0.00221239
112745,-0.49400000,-0.00995575
112746,-0.47700000,-0.00331858
112747,-0.45450000,-0.00995575
112748,-0.42350000,-0.00331858
112749,-0.38700000,-0.00331858
112750,-0.34350000,-0.00331858
112751,-0.29100000,0.00221239
112752,-0.23550000,0.00221239
112753,-0.17400000,0.01327434
112754,-0.11050000,0.00221239
112755,-0.04650000,0.01880531
112756,0.01600000,0.00221239
112757,0.07650000,0.01880531
112758,0.13400000,0.00221239
112759,0.18550000,0.01880531
112760,0.23100000,0.00221239
112761,0.27150000,0.02544248
112762,0.30300000,0.00221239
112763,0.33100000,0.01880531
112764,0.35100000,0.00221239
112765,0.36350000,0.01880531
112766,0.37050000,0.00774336
112767,0.37250000,0.01880531
112768,0.36850000,0.00774336
112769,0.35950000,0.01880531
112770,0.34700000,0.00774336
112771,0.32900000,0.01327434
112772,0.30600000,0.00774336
112773,0.28050000,0.00774336
112774,0.25000000,0.00774336
112775,0.21700000,0.00221239
112776,0.18350000,0.00774336
112777,0.14900000,0.00221239
112778,0.11100000,0.00221239
112779,0.07650000,0.00221239
112780,0.04000000,0.00774336
112781,0.00500000,0.00221239
112782,-0.02650000,0.00221239
112783,-0.05900000,0.00221239
112784,-0.08700000,0.00221239
112785,-0.11550000,0.00221239
112786,-0.14150000,0.00221239
112787,-0.16500000,0.00221239
112788,-0.18800000,0.00221239
112789,-0.20950000,0.00221239
112790,-0.22950000,0.00221239
112791,-0.25050000,0.00221239
112792,-0.27000000,0.00221239
112793,-0.28800000,0.00221239
112794,-0.30500000,0.00221239
112795,-0.32250000,0.00221239
112796,-0.33850000,0.00221239
112797,-0.35450000,0.01327434
112798,-0.37100000,0.03761062
112799,-0.38500000,0.04314159
