'sample interval','PLETH','II'
'0.008 sec','mV','mV'
112501,0.04450000,-0.04850000
112502,0.03300000,-0.04850000
112503,0.02950000,-0.05100000
112504,0.01850000,-0.04500000
112505,0.01500000,0.09350000
112506,0.00350000,0.33350000
112507,0.00000000,0.26250000
112508,-0.00350000,-0.12000000
112509,-0.01450000,-0.40850000
112510,-0.02200000,-0.45200000
112511,-0.02600000,-0.30600000
112512,-0.03700000,-0.12300000
112513,-0.04400000,-0.02700000
112514,-0.04800000,-0.00700000
112515,-0.05550000,-0.00800000
112516,-0.06250000,-0.01200000
112517,-0.07000000,-0.01850000
112518,-0.08100000,-0.01900000
112519,-0.08850000,-0.01900000
112520,-0.09200000,-0.02000000
112521,-0.10300000,-0.01650000
112522,-0.11050000,-0.01450000
112523,-0.11450000,-0.01400000
112524,-0.12450000,-0.00650000
112525,-0.13200000,0.00000000
112526,-0.13600000,0.00000000
112527,-0.14350000,0.00000000
112528,-0.15100000,-0.00500000
112529,-0.15850000,-0.01300000
112530,-0.15850000,-0.01850000
112531,-0.16650000,-0.02350000
112532,-0.17000000,-0.03100000
112533,-0.17000000,-0.03300000
112534,-0.17000000,-0.02750000
112535,-0.16250000,-0.01850000
112536,-0.15850000,-0.00550000
112537,-0.14350000,0.01050000
112538,-0.13200000,0.02500000
112539,-0.12100000,0.04050000
112540,-0.09450000,0.04650000
112541,-0.07150000,0.03950000
112542,-0.05300000,0.02750000
112543,-0.02650000,0.02500000
112544,-0.00750000,0.02450000
112545,0.01500000,0.01850000
112546,0.03800000,0.01050000
112547,0.04950000,0.00500000
112548,0.06800000,0.00500000
112549,0.08350000,0.00450000
112550,0.09450000,0.00300000
112551,0.11000000,0.00500000
112552,0.12100000,0.01500000
112553,0.12850000,0.03650000
112554,0.13600000,0.07750000
112555,0.13600000,0.12900000
112556,0.14400000,0.17850000
112557,0.14750000,0.21400000
112558,0.14750000,0.21850000
112559,0.14400000,0.19650000
112560,0.14000000,0.15300000
112561,0.14000000,0.08900000
112562,0.13250000,0.03700000
112563,0.12850000,-0.00250000
112564,0.11750000,-0.04100000
112565,0.11000000,-0.06900000
112566,0.10200000,-0.07900000
112567,0.09100000,-0.08600000
112568,0.08700000,-0.09350000
112569,0.07550000,-0.09850000
112570,0.06800000,-0.09700000
112571,0.06050000,-0.09500000
112572,0.05300000,-0.09500000
112573,0.04550000,-0.08800000
112574,0.03400000,-0.09250000
112575,0.03400000,-0.01600000
112576,0.02300000,0.25450000
112577,0.02300000,0.33950000
112578,0.01150000,-0.00500000
112579,0.00750000,-0.37550000
112580,-0.00750000,-0.49100000
112581,-0.01100000,-0.39100000
112582,-0.01900000,-0.21200000
112583,-0.02650000,-0.09100000
112584,-0.03000000,-0.05250000
112585,-0.03750000,-0.04800000
112586,-0.04550000,-0.04850000
112587,-0.04900000,-0.05800000
112588,-0.05050000,-0.07050000
112589,-0.06200000,-0.07700000
112590,-0.06600000,-0.07700000
112591,-0.06950000,-0.07500000
112592,-0.07750000,-0.07650000
112593,-0.08150000,-0.08600000
112594,-0.08900000,-0.08600000
112595,-0.09300000,-0.07600000
112596,-0.10050000,-0.07650000
112597,-0.10450000,-0.07650000
112598,-0.11250000,-0.07550000
112599,-0.11600000,-0.08250000
112600,-0.12000000,-0.09550000
112601,-0.12400000,-0.10950000
112602,-0.12000000,-0.12200000
112603,-0.12400000,-0.12650000
112604,-0.11600000,-0.12300000
112605,-0.11250000,-0.11350000
112606,-0.10050000,-0.10200000
112607,-0.08900000,-0.08600000
112608,-0.07750000,-0.06500000
112609,-0.05400000,-0.05150000
112610,-0.03850000,-0.04050000
112611,-0.00750000,-0.03300000
112612,0.01550000,-0.03500000
112613,0.03900000,-0.04200000
112614,0.06600000,-0.05000000
112615,0.08550000,-0.06000000
112616,0.10450000,-0.06700000
112617,0.12400000,-0.06950000
112618,0.14350000,-0.06300000
112619,0.15900000,-0.05550000
112620,0.17050000,-0.05900000
112621,0.18200000,-0.06450000
112622,0.19400000,-0.04250000
112623,0.20150000,0.00400000
112624,0.20950000,0.05250000
112625,0.22100000,0.10000000
112626,0.22500000,0.12700000
112627,0.22500000,0.12150000
112628,0.22850000,0.08950000
112629,0.23250000,0.04800000
112630,0.23250000,0.00600000
112631,0.22500000,-0.02450000
112632,0.22100000,-0.05600000
112633,0.21700000,-0.09250000
112634,0.20150000,-0.11650000
112635,0.19400000,-0.12750000
112636,0.18200000,-0.13400000
112637,0.17850000,-0.13550000
112638,0.16300000,-0.13200000
112639,0.15100000,-0.13200000
112640,0.14350000,-0.13200000
112641,0.12800000,-0.13200000
112642,0.12000000,-0.14000000
112643,0.10850000,-0.14650000
112644,0.09700000,0.02450000
112645,0.08900000,0.31300000
112646,0.08150000,0.20850000
112647,0.07350000,-0.23050000
112648,0.06200000,-0.50050000
112649,0.05450000,-0.49850000
112650,0.04250000,-0.35000000
112651,0.03500000,-0.19700000
112652,0.02700000,-0.11050000
112653,0.01550000,-0.08750000
112654,0.00800000,-0.09350000
112655,0.00400000,-0.09700000
112656,-0.00750000,-0.09550000
112657,-0.01550000,-0.10150000
112658,-0.02300000,-0.10800000
112659,-0.03500000,-0.10650000
112660,-0.04250000,-0.10750000
112661,-0.05400000,-0.10800000
112662,-0.06600000,-0.09750000
112663,-0.07750000,-0.09050000
112664,-0.08900000,-0.09150000
112665,-0.09700000,-0.09550000
112666,-0.10850000,-0.09850000
112667,-0.11600000,-0.10100000
112668,-0.12000000,-0.10600000
112669,-0.12400000,-0.11000000
112670,-0.13550000,-0.11500000
112671,-0.13550000,-0.12200000
112672,-0.13150000,-0.12100000
112673,-0.12800000,-0.11550000
112674,-0.12400000,-0.10550000
112675,-0.12000000,-0.08600000
112676,-0.10450000,-0.06100000
112677,-0.09300000,-0.03750000
112678,-0.07350000,-0.02200000
112679,-0.05400000,-0.01500000
112680,-0.03500000,-0.01500000
112681,-0.01150000,-0.02050000
112682,0.01150000,-0.03050000
112683,0.03100000,-0.03650000
112684,0.05050000,-0.03500000
112685,0.07000000,-0.03100000
112686,0.08900000,-0.02600000
112687,0.10450000,-0.03100000
112688,0.11250000,-0.03800000
112689,0.12800000,-0.03850000
112690,0.13550000,-0.03650000
112691,0.13950000,-0.03500000
112692,0.14750000,-0.02850000
112693,0.15100000,-0.00550000
112694,0.15500000,0.03200000
112695,0.15900000,0.07900000
112696,0.16300000,0.12750000
112697,0.16300000,0.16000000
112698,0.16300000,0.16550000
112699,0.15900000,0.14800000
112700,0.15100000,0.11250000
112701,0.14750000,0.06000000
112702,0.14350000,0.02000000
112703,0.13200000,-0.00550000
112704,0.12000000,-0.03450000
112705,0.11250000,-0.06550000
112706,0.10100000,-0.08600000
112707,0.08900000,-0.09150000
112708,0.07350000,-0.09000000
112709,0.06600000,-0.09100000
112710,0.05050000,-0.08900000
112711,0.04250000,-0.07950000
112712,0.03500000,-0.07300000
112713,0.01950000,-0.07650000
112714,0.01550000,-0.09450000
112715,0.00800000,-0.00950000
112716,-0.01750000,0.25100000
112717,-0.02150000,0.29450000
112718,-0.03500000,-0.05300000
112719,-0.04350000,-0.39450000
112720,-0.05650000,-0.48750000
112721,-0.06100000,-0.36200000
112722,-0.07000000,-0.16900000
112723,-0.07850000,-0.05550000
112724,-0.09150000,-0.02950000
112725,-0.10050000,-0.03300000
112726,-0.10900000,-0.03300000
112727,-0.11800000,-0.03300000
112728,-0.12650000,-0.03850000
112729,-0.13100000,-0.04700000
112730,-0.14400000,-0.04600000
112731,-0.15300000,-0.04400000
112732,-0.16600000,-0.04350000
112733,-0.17500000,-0.04050000
112734,-0.17900000,-0.03550000
112735,-0.18800000,-0.03250000
112736,-0.19650000,-0.02950000
112737,-0.19650000,-0.02950000
112738,-0.20550000,-0.03000000
112739,-0.21400000,-0.03350000
