'sample interval','PLETH','II'
'0.008 sec','mV','mV'
198001,0.09350000,-0.02200000
198002,0.10100000,-0.03300000
198003,0.10500000,-0.05150000
198004,0.10100000,-0.07100000
198005,0.09500000,-0.08800000
198006,0.08200000,-0.10250000
198007,0.06300000,-0.11900000
198008,0.04750000,-0.13900000
198009,0.02850000,-0.15650000
198010,0.01150000,-0.16850000
198011,0.00000000,-0.17100000
198012,-0.00200000,-0.17250000
198013,0.00200000,-0.17000000
198014,0.01700000,-0.16000000
198015,0.04200000,-0.13450000
198016,0.07450000,-0.09950000
198017,0.11800000,-0.07200000
198018,0.16600000,-0.05000000
198019,0.22300000,-0.03000000
198020,0.28000000,-0.01300000
198021,0.34100000,0.00150000
198022,0.39850000,0.00650000
198023,0.45150000,0.00650000
198024,0.49950000,0.00150000
198025,0.53750000,-0.00550000
198026,0.57000000,-0.01300000
198027,0.59100000,-0.01800000
198028,0.59850000,-0.01900000
198029,0.59850000,-0.02050000
198030,0.58500000,-0.02100000
198031,0.56400000,-0.02150000
198032,0.52800000,-0.01850000
198033,0.48400000,-0.01300000
198034,0.43650000,-0.00600000
198035,0.38300000,-0.00450000
198036,0.32800000,-0.01600000
198037,0.26500000,-0.02750000
198038,0.20600000,0.03200000
198039,0.14500000,0.21350000
198040,0.08200000,0.48400000
198041,0.01900000,0.67400000
198042,-0.04400000,0.67150000
198043,-0.10500000,0.53650000
198044,-0.16950000,0.36150000
198045,-0.23250000,0.22050000
198046,-0.29150000,0.11850000
198047,-0.34700000,0.04700000
198048,-0.39450000,0.01200000
198049,-0.43650000,-0.00850000
198050,-0.47650000,-0.02750000
198051,-0.51100000,-0.03750000
198052,-0.54700000,-0.04250000
198053,-0.58150000,-0.05050000
198054,-0.61000000,-0.05500000
198055,-0.64450000,-0.04800000
198056,-0.67500000,-0.04100000
198057,-0.69950000,-0.05050000
198058,-0.72850000,-0.06350000
198059,-0.74900000,-0.07150000
198060,-0.76650000,-0.07900000
198061,-0.78350000,-0.09250000
198062,-0.79500000,-0.10800000
198063,-0.79700000,-0.11700000
198064,-0.79300000,-0.11000000
198065,-0.77800000,-0.10050000
198066,-0.74900000,-0.09700000
198067,-0.70750000,-0.09150000
198068,-0.65000000,-0.08050000
198069,-0.57600000,-0.07150000
198070,-0.49200000,-0.06750000
198071,-0.40050000,-0.05900000
198072,-0.30150000,-0.04500000
198073,-0.20000000,-0.03850000
198074,-0.10300000,-0.03300000
198075,-0.01150000,-0.02200000
198076,0.07450000,-0.00750000
198077,0.14850000,0.00000000
198078,0.20950000,0.00200000
198079,0.25900000,0.00850000
198080,0.29750000,0.01600000
198081,0.32600000,0.02350000
198082,0.33550000,0.03000000
198083,0.33550000,0.03250000
198084,0.32000000,0.03150000
198085,0.29550000,0.02950000
198086,0.25900000,0.02900000
198087,0.21700000,0.03300000
198088,0.16400000,0.04650000
198089,0.10850000,0.05400000
198090,0.04750000,0.05500000
198091,-0.01150000,0.09600000
198092,-0.07250000,0.23850000
198093,-0.13350000,0.48450000
198094,-0.19250000,0.70250000
198095,-0.25000000,0.73450000
