'sample interval','PLETH','II'
'0.008 sec','mV','mV'
112501,-0.49950000,0.00938776
112502,-0.50100000,0.01591837
112503,-0.50250000,0.02489796
112504,-0.50100000,0.02938776
112505,-0.49600000,0.03632653
112506,-0.48650000,0.04285714
112507,-0.46850000,0.04530612
112508,-0.44200000,0.04734694
112509,-0.40600000,0.04530612
112510,-0.35700000,0.04081633
112511,-0.29650000,0.04285714
112512,-0.22900000,0.04081633
112513,-0.15050000,0.03183673
112514,-0.06700000,0.02489796
112515,0.02100000,0.02040816
112516,0.10650000,0.01836735
112517,0.18650000,0.01387755
112518,0.26200000,0.00938776
112519,0.32900000,0.00489796
112520,0.38600000,0.00081633
112521,0.43350000,0.00081633
112522,0.46800000,0.00081633
112523,0.49600000,0.00081633
112524,0.51550000,0.00081633
112525,0.52550000,-0.00367347
112526,0.52850000,-0.00571429
112527,0.52350000,-0.01265306
112528,0.51200000,-0.01714286
112529,0.49400000,-0.02163265
112530,0.46950000,-0.02163265
112531,0.44000000,-0.02163265
112532,0.40750000,-0.01020408
112533,0.36800000,-0.00367347
112534,0.32900000,0.00081633
112535,0.28950000,0.00081633
112536,0.24550000,0.00081633
112537,0.20300000,0.00081633
112538,0.16200000,-0.01469388
112539,0.12250000,-0.02163265
112540,0.08500000,-0.02612245
112541,0.04900000,-0.02163265
112542,0.01650000,-0.01714286
112543,-0.01300000,0.00081633
112544,-0.04100000,-0.00816327
112545,-0.06400000,-0.00816327
112546,-0.08500000,-0.00816327
112547,-0.10650000,-0.00571429
112548,-0.12600000,-0.00816327
112549,-0.14250000,-0.01469388
112550,-0.16050000,-0.01714286
112551,-0.17350000,-0.01714286
112552,-0.18650000,-0.01714286
112553,-0.20150000,-0.01020408
112554,-0.21300000,-0.01714286
112555,-0.22600000,-0.01265306
112556,-0.23750000,-0.00816327
112557,-0.24700000,-0.01020408
112558,-0.26050000,-0.02163265
112559,-0.27200000,-0.03265306
112560,-0.28150000,-0.01265306
112561,-0.29150000,0.01387755
112562,-0.30300000,0.10122449
