'sample interval','PLETH','II'
'0.008 sec','mV','mV'
112501,0.35350000,0.05480427
112502,0.38650000,0.06548043
112503,0.40550000,0.05266904
112504,0.40850000,0.03701068
112505,0.39750000,0.02775801
112506,0.37350000,0.02277580
112507,0.34050000,0.00925267
112508,0.29850000,-0.01779359
112509,0.24850000,-0.04911032
112510,0.19250000,-0.07473310
112511,0.13300000,-0.08327402
112512,0.06800000,-0.08113879
112513,0.00300000,-0.07829181
112514,-0.06400000,-0.08540925
112515,-0.12850000,-0.11957295
112516,-0.19150000,-0.13451957
112517,-0.25150000,-0.04839858
112518,-0.30650000,0.12669039
112519,-0.35400000,0.27473310
112520,-0.40850000,0.28896797
112521,-0.44500000,0.19359431
112522,-0.47450000,0.07046263
112523,-0.49300000,-0.01423488
112524,-0.50450000,-0.06192171
112525,-0.51000000,-0.08896797
112526,-0.50550000,-0.10818505
112527,-0.49750000,-0.11245552
112528,-0.48250000,-0.09893238
112529,-0.46500000,-0.08683274
112530,-0.44400000,-0.07829181
112531,-0.42200000,-0.08113879
112532,-0.39800000,-0.08042705
112533,-0.37500000,-0.06334520
112534,-0.35400000,-0.04056940
112535,-0.33600000,-0.03060498
112536,-0.32050000,-0.02348754
112537,-0.30800000,-0.00284698
112538,-0.29850000,0.03131673
112539,-0.29200000,0.07686833
112540,-0.28900000,0.12811388
112541,-0.28900000,0.16797153
112542,-0.29100000,0.18718861
112543,-0.29200000,0.18861210
112544,-0.29300000,0.17793594
112545,-0.29000000,0.15587189
112546,-0.27750000,0.12170819
112547,-0.25750000,0.08896797
112548,-0.22400000,0.06690391
112549,-0.17700000,0.04555160
112550,-0.11500000,0.02704626
112551,-0.04100000,0.01992883
112552,0.03950000,0.01992883
112553,0.12450000,0.02491103
112554,0.20600000,0.02562278
112555,0.28350000,0.02562278
112556,0.34950000,0.03487544
112557,0.40000000,0.05124555
112558,0.43450000,0.06049822
112559,0.45100000,0.04697509
112560,0.45450000,0.02846975
112561,0.44050000,0.01992883
112562,0.41550000,0.01637011
112563,0.38000000,0.00000000
112564,0.33500000,-0.02348754
112565,0.28150000,-0.05480427
112566,0.22300000,-0.07971530
112567,0.16000000,-0.08825623
112568,0.09200000,-0.08469751
112569,0.02300000,-0.07971530
112570,-0.04500000,-0.09750890
112571,-0.11400000,-0.13167260
112572,-0.18000000,-0.11601423
112573,-0.24200000,0.00711744
112574,-0.29950000,0.18718861
112575,-0.34850000,0.29822064
112576,-0.39150000,0.27259786
112577,-0.42600000,0.16298932
112578,-0.45250000,0.05124555
112579,-0.46900000,-0.02277580
112580,-0.47850000,-0.07188612
112581,-0.47950000,-0.10320285
112582,-0.47350000,-0.11032028
112583,-0.46150000,-0.10676157
112584,-0.44650000,-0.09893238
112585,-0.42500000,-0.09252669
112586,-0.40250000,-0.08896797
112587,-0.37700000,-0.08967972
112588,-0.35000000,-0.08540925
112589,-0.32650000,-0.06334520
112590,-0.30500000,-0.03558719
112591,-0.28450000,-0.00854093
112592,-0.26750000,0.00996441
112593,-0.25450000,0.02277580
112594,-0.24600000,0.03701068
112595,-0.24050000,0.07330961
112596,-0.23700000,0.11601423
112597,-0.23600000,0.14661922
112598,-0.23950000,0.17010676
112599,-0.24050000,0.17651246
112600,-0.24050000,0.16797153
112601,-0.23300000,0.14590747
112602,-0.21800000,0.12028470
112603,-0.19200000,0.08540925
112604,-0.15350000,0.05266904
112605,-0.10100000,0.03416370
112606,-0.03400000,0.02277580
112607,0.04200000,0.01992883
112608,0.12700000,0.01992883
112609,0.21500000,0.01992883
112610,0.29750000,0.01992883
112611,0.37300000,0.02206406
112612,0.43500000,0.02846975
112613,0.48050000,0.03772242
112614,0.51150000,0.04056940
112615,0.52350000,0.03131673
112616,0.52000000,0.01779359
112617,0.50400000,0.00711744
112618,0.47400000,-0.00142349
112619,0.43300000,-0.02846975
112620,0.38500000,-0.05622776
112621,0.32700000,-0.06975089
112622,0.26550000,-0.07615658
112623,0.19800000,-0.08612100
112624,0.12800000,-0.09323843
112625,0.05600000,-0.09039146
112626,-0.01800000,-0.11032028
112627,-0.08800000,-0.14661922
112628,-0.15650000,-0.11387900
112629,-0.22200000,0.03701068
112630,-0.28000000,0.21992883
112631,-0.33050000,0.29750890
112632,-0.37450000,0.23772242
112633,-0.41100000,0.11530249
112634,-0.43800000,0.01779359
112635,-0.45550000,-0.04412811
112636,-0.46400000,-0.09181495
112637,-0.46700000,-0.11459075
112638,-0.46150000,-0.11530249
112639,-0.45100000,-0.11814947
112640,-0.43400000,-0.12455516
112641,-0.41350000,-0.11743772
112642,-0.39100000,-0.10249110
112643,-0.36700000,-0.09110320
112644,-0.34350000,-0.07758007
112645,-0.32100000,-0.05266904
112646,-0.29950000,-0.03345196
112647,-0.28250000,-0.01921708
112648,-0.26100000,-0.00569395
112649,-0.24900000,0.01209964
112650,-0.24100000,0.04412811
112651,-0.23550000,0.08825623
112652,-0.23450000,0.13380783
112653,-0.23550000,0.17010676
112654,-0.23900000,0.18505338
112655,-0.24000000,0.17864769
112656,-0.23800000,0.15871886
112657,-0.23000000,0.12669039
112658,-0.21350000,0.09395018
112659,-0.18250000,0.05765125
112660,-0.14050000,0.03274021
112661,-0.08200000,0.02064057
112662,-0.01100000,0.01494662
112663,0.06950000,0.01779359
112664,0.15900000,0.01992883
112665,0.24850000,0.01281139
112666,0.33250000,0.00925267
112667,0.40550000,0.01494662
112668,0.46650000,0.03060498
112669,0.51300000,0.04199288
112670,0.53950000,0.03985765
112671,0.54900000,0.03345196
112672,0.54350000,0.02846975
112673,0.52250000,0.01708185
112674,0.48950000,-0.00498221
112675,0.44650000,-0.03914591
112676,0.39450000,-0.06690391
112677,0.33600000,-0.08540925
112678,0.26950000,-0.09181495
112679,0.20000000,-0.09608541
112680,0.12700000,-0.09608541
112681,0.05400000,-0.09323843
112682,-0.02100000,-0.12028470
112683,-0.09400000,-0.14448399
112684,-0.16250000,-0.06405694
112685,-0.22700000,0.12384342
112686,-0.28450000,0.29181495
112687,-0.33500000,0.32241993
112688,-0.37850000,0.21992883
112689,-0.41050000,0.07900356
112690,-0.43550000,-0.00925267
112691,-0.45250000,-0.06476868
112692,-0.46000000,-0.10533808
112693,-0.46000000,-0.12740214
112694,-0.45250000,-0.13665480
112695,-0.44000000,-0.13024911
112696,-0.42350000,-0.10604982
112697,-0.40150000,-0.08967972
112698,-0.37700000,-0.08042705
112699,-0.35300000,-0.07544484
112700,-0.32950000,-0.06263345
112701,-0.30650000,-0.04555160
112702,-0.28650000,-0.03131673
112703,-0.26750000,-0.01494662
112704,-0.25350000,0.00142349
112705,-0.24350000,0.02348754
112706,-0.23550000,0.06334520
112707,-0.23250000,0.11459075
112708,-0.23250000,0.14946619
112709,-0.23350000,0.16868327
112710,-0.23700000,0.17508897
112711,-0.23800000,0.16583630
112712,-0.24450000,0.13736655
112713,-0.23200000,0.10249110
112714,-0.20850000,0.07330961
112715,-0.17250000,0.05551601
112716,-0.11950000,0.03629893
112717,-0.05400000,0.02277580
112718,0.02350000,0.01779359
112719,0.11250000,0.01992883
112720,0.20250000,0.01921708
112721,0.29250000,0.01565836
112722,0.37450000,0.02277580
112723,0.44550000,0.03131673
112724,0.50050000,0.03345196
112725,0.53650000,0.03131673
112726,0.55650000,0.03131673
112727,0.56000000,0.02846975
112728,0.54650000,0.02277580
112729,0.52200000,0.01423488
112730,0.48150000,-0.00711744
112731,0.43400000,-0.03487544
112732,0.37650000,-0.06405694
112733,0.31350000,-0.08754448
112734,0.24500000,-0.09181495
112735,0.17300000,-0.08896797
112736,0.09650000,-0.09252669
112737,0.02000000,-0.11387900
112738,-0.05650000,-0.14590747
112739,-0.12950000,-0.12170819
112740,-0.20050000,0.01281139
112741,-0.26550000,0.20711744
112742,-0.32200000,0.32669039
112743,-0.37150000,0.29608541
112744,-0.41300000,0.16583630
112745,-0.44450000,0.03060498
112746,-0.46500000,-0.05622776
112747,-0.47850000,-0.09822064
112748,-0.48050000,-0.11174377
112749,-0.47700000,-0.11387900
112750,-0.46700000,-0.10249110
112751,-0.44900000,-0.09395018
112752,-0.42900000,-0.09395018
112753,-0.40400000,-0.09110320
112754,-0.37800000,-0.08113879
112755,-0.35350000,-0.07758007
112756,-0.32750000,-0.07046263
112757,-0.30500000,-0.05195730
112758,-0.28600000,-0.02704626
112759,-0.26900000,-0.00569395
