point,rri,ECGshift,PPGGshift
3150072,0.752,29,29
3150166,0.768,29,29
3150262,0.752,29,29
3150356,0.784,29,29
3150454,0.704,29,29
3150542,0.816,29,29
3150644,0.784,29,29
3150742,0.808,29,29
3150843,0.736,29,29
3150935,0.824,29,29
3151038,0.800,29,29
3151138,0.688,29,29
3151224,0.760,29,29
3151319,0.904,29,29
3151432,0.784,29,29
3151530,0.864,29,29
3151638,0.360,29,29
3151683,0.296,29,29
3151720,0.816,29,29
3151822,0.824,29,29
3151925,0.776,29,29
3152022,0.776,29,29
3152119,0.760,29,29
3152214,0.720,29,29
3152304,0.776,29,29
3152401,0.736,29,29
3152493,0.744,29,29
3152586,0.632,29,29
3152665,0.320,29,29
3152705,0.360,29,29
3152750,0.608,29,29
3152826,0.768,29,29
3152922,0.904,29,29
3153035,0.840,29,29
3153140,0.800,29,29
3153240,0.800,29,29
3153340,0.744,29,29
3153433,1.400,29,29
3153608,1.328,29,29
3153774,1.224,29,29
3153927,0.688,29,29
3154013,0.696,29,29
3154100,0.776,29,29
3154197,0.336,29,29
3154239,0.376,29,29
3154286,0.752,29,29
3154380,0.736,29,29
3154472,0.800,29,29
3154572,1.176,29,29
3154719,0.728,29,29
3154810,0.872,29,29
3154919,0.624,29,29
3154997,0.560,29,29
3155067,0.960,29,29
3155187,0.504,29,29
3155250,0.272,29,29
3155284,0.704,29,29
3155372,1.096,29,29
3155509,0.520,29,29
3155574,0.968,29,29
3155695,0.896,29,29
3155807,1.152,29,29
3155951,1.048,29,29
3156082,0.736,29,29
3156174,0.808,29,29
3156275,0.928,29,29
3156391,1.024,29,29
3156519,0.872,29,29
3156628,0.896,29,29
3156740,0.816,29,29
3156842,0.728,29,29
3156933,0.808,29,29
3157034,0.792,29,29
3157133,0.800,29,29
3157233,0.752,29,29
3157327,0.736,29,29
3157419,0.728,29,29
3157510,0.760,29,29
3157605,0.736,29,29
3157697,0.736,29,29
3157789,0.728,29,29
3157880,0.712,29,29
3157969,0.744,29,29
3158062,0.728,29,29
3158153,0.688,29,29
3158239,0.728,29,29
3158330,0.752,29,29
3158424,0.728,29,29
3158515,0.624,29,29
3158593,0.760,29,29
3158688,0.752,29,29
3158782,0.664,29,29
3158865,0.720,29,29
3158955,0.752,29,29
3159049,0.744,29,29
3159142,0.704,29,29
3159230,0.712,29,29
3159319,0.728,29,29
3159410,0.728,29,29
3159501,0.480,29,29
3159561,0.272,29,29
3159595,0.664,29,29
3159678,1.120,29,29
3159818,1.112,29,29
3159957,0.264,29,29
3159990,0.536,29,29
3160057,0.656,29,29
3160139,0.832,29,29
3160243,0.760,29,29
3160338,0.624,29,29
3160416,0.920,29,29
3160531,0.656,29,29
3160613,0.808,29,29
3160714,2.960,29,29
3161084,0.696,29,29
3161171,0.632,29,29
3161250,0.640,29,29
3161330,1.136,29,29
3161472,1.112,29,29
