point,rri,ECGshift,PPGGshift
112586,0.792,31,31
112685,0.896,31,31
112797,0.800,31,31
112897,0.912,31,31
113011,0.792,31,31
113110,0.920,31,31
113225,0.712,31,31
113314,0.888,31,31
113425,0.888,31,31
113536,0.856,31,31
113643,0.792,31,31
113742,0.864,31,31
113850,0.856,31,31
113957,0.888,31,31
114068,0.816,31,31
114170,0.832,31,31
114274,0.824,31,31
114377,0.864,31,31
114485,0.808,31,31
114586,0.816,31,31
114688,0.808,31,31
114789,0.856,31,31
114896,0.792,31,31
114995,0.888,31,31
115106,0.880,31,31
115216,0.736,31,31
115308,0.872,31,31
115417,0.816,31,31
115519,0.840,31,31
115624,0.832,31,31
115728,0.816,31,31
115830,0.832,31,31
115934,0.832,31,31
116038,0.808,31,31
116139,0.832,31,31
116243,0.832,31,31
116347,0.824,31,31
116450,0.824,31,31
116553,0.832,31,31
116657,0.824,31,31
116760,0.824,31,31
116863,0.824,31,31
116966,0.816,31,31
117068,0.832,31,31
117172,0.816,31,31
117274,0.832,31,31
117378,0.824,31,31
117481,0.816,31,31
117583,0.824,31,31
117686,0.816,31,31
117788,0.840,31,31
117893,0.840,31,31
117998,0.832,31,31
118102,0.824,31,31
118205,0.832,31,31
118309,0.840,31,31
118414,0.832,31,31
118518,0.840,31,31
118623,0.832,31,31
118727,0.840,31,31
118832,0.824,31,31
118935,0.832,31,31
119039,0.840,31,31
119144,0.816,31,31
119246,0.840,31,31
119351,0.824,31,31
119454,0.832,31,31
119558,0.824,31,31
119661,0.824,31,31
119764,0.824,31,31
119867,0.816,31,31
119969,0.824,31,31
120072,0.792,31,31
120171,0.848,31,31
120277,0.832,31,31
120381,0.824,31,31
120484,0.816,31,31
120586,0.800,31,31
120686,0.840,31,31
120791,0.824,31,31
120894,0.824,31,31
120997,0.824,31,31
121100,0.824,31,31
121203,0.824,31,31
121306,0.824,31,31
121409,0.832,31,31
121513,0.832,31,31
121617,0.824,31,31
121720,0.840,31,31
121825,0.816,31,31
121927,0.824,31,31
122030,0.816,31,31
122132,0.824,31,31
122235,0.832,31,31
122339,0.840,31,31
122444,0.800,31,31
122544,0.816,31,31
