point,rri,ECGshift,PPGGshift
187567,0.656,24,24
187649,0.656,24,24
187731,0.648,24,24
187812,0.640,24,24
187892,0.664,24,24
187975,0.640,24,24
188055,0.656,24,24
188137,0.648,24,24
188218,0.656,24,24
188300,0.656,24,24
188382,0.632,24,24
188461,0.664,24,24
188544,0.624,24,24
188622,0.648,24,24
188703,0.648,24,24
188784,0.664,24,24
188867,0.656,24,24
188949,0.656,24,24
189031,0.640,24,24
189111,0.632,24,24
189190,0.632,24,24
189269,0.640,24,24
189349,0.648,24,24
189430,0.632,24,24
189509,0.640,24,24
189589,0.656,24,24
189671,0.640,24,24
189751,0.632,24,24
189830,0.640,24,24
189910,0.640,24,24
189990,0.648,24,24
190071,0.632,24,24
190150,0.648,24,24
190231,0.648,24,24
190312,0.656,24,24
190394,0.656,24,24
190476,0.640,24,24
190556,0.648,24,24
190637,0.624,24,24
190715,0.640,24,24
190795,0.632,24,24
190874,0.648,24,24
190955,0.648,24,24
191036,0.656,24,24
191118,0.656,24,24
191200,0.648,24,24
191281,0.640,24,24
191361,0.640,24,24
191441,0.664,24,24
191524,0.648,24,24
191605,0.648,24,24
191686,0.648,24,24
191767,0.672,24,24
191851,0.656,24,24
191933,0.648,24,24
192014,0.640,24,24
192094,0.648,24,24
192175,0.632,24,24
192254,0.640,24,24
192334,0.648,24,24
192415,0.632,24,24
192494,0.656,24,24
192576,0.656,24,24
192658,0.656,24,24
192740,0.648,24,24
192821,0.656,24,24
192903,0.648,24,24
192984,0.632,24,24
193063,0.640,24,24
193143,0.640,24,24
193223,0.656,24,24
193305,0.672,24,24
193389,0.664,24,24
193472,0.656,24,24
193554,0.656,24,24
193636,0.656,24,24
193718,0.656,24,24
193800,0.648,24,24
193881,0.648,24,24
193962,0.664,24,24
194045,0.744,24,24
194138,0.552,24,24
194207,0.616,24,24
194284,0.632,24,24
194363,0.624,24,24
194441,0.632,24,24
194520,0.632,24,24
194599,1.224,24,24
194752,0.712,24,24
194841,0.616,24,24
194918,0.648,24,24
194999,0.648,24,24
195080,0.600,24,24
195155,0.648,24,24
195236,0.568,24,24
195307,0.656,24,24
195389,0.680,24,24
195474,0.648,24,24
195555,0.664,24,24
195638,0.672,24,24
195722,0.664,24,24
195805,0.648,24,24
195886,0.664,24,24
195969,0.648,24,24
196050,0.656,24,24
196132,0.664,24,24
196215,0.656,24,24
196297,0.680,24,24
196382,0.672,24,24
196466,0.656,24,24
196548,0.656,24,24
196630,0.656,24,24
196712,0.656,24,24
196794,0.648,24,24
196875,0.664,24,24
196958,0.664,24,24
197041,0.624,24,24
197119,0.688,24,24
197205,0.664,24,24
197288,0.640,24,24
197368,0.640,24,24
197448,0.640,24,24
197528,0.640,24,24
197608,0.632,24,24
197687,0.664,24,24
197770,0.664,24,24
197853,0.648,24,24
197934,0.640,24,24
198014,0.624,24,24
198092,0.664,24,24
198175,0.648,24,24
198256,0.640,24,24
198336,0.640,24,24
198416,0.680,24,24
198501,0.648,24,24
198582,0.664,24,24
198665,0.648,24,24
198746,0.648,24,24
198827,0.656,24,24
198909,0.656,24,24
198991,0.656,24,24
199073,0.648,24,24
199154,0.664,24,24
199237,0.672,24,24
199321,0.672,24,24
199405,0.648,24,24
199486,0.656,24,24
199568,0.640,24,24
199648,0.656,24,24
199730,0.656,24,24
199812,0.664,24,24
199895,0.664,24,24
199978,0.664,24,24
200061,0.656,24,24
200143,0.640,24,24
200223,0.616,24,24
200300,0.656,24,24
200382,0.624,24,24
200460,0.656,24,24
200542,0.624,24,24
200620,0.648,24,24
200701,0.664,24,24
200784,0.664,24,24
200867,0.648,24,24
200948,0.640,24,24
201028,0.656,24,24
201110,0.656,24,24
201192,0.640,24,24
201272,0.648,24,24
201353,0.664,24,24
201436,0.632,24,24
201515,0.712,24,24
201604,0.648,24,24
201685,0.656,24,24
201767,0.648,24,24
201848,0.632,24,24
201927,0.648,24,24
202008,0.248,24,24
202039,3.024,24,24
202417,0.656,24,24
202499,0.664,24,24
202582,0.656,24,24
202664,0.648,24,24
202745,0.656,24,24
202827,0.664,24,24
202910,0.680,24,24
202995,0.672,24,24
203079,0.656,24,24
203161,0.680,24,24
203246,0.664,24,24
203329,0.648,24,24
203410,0.656,24,24
203492,0.656,24,24
203574,0.672,24,24
203658,0.680,24,24
203743,0.672,24,24
203827,0.672,24,24
203911,0.648,24,24
203992,0.640,24,24
204072,0.656,24,24
204154,0.664,24,24
204237,0.648,24,24
204318,0.656,24,24
204400,0.656,24,24
204482,0.664,24,24
204565,0.664,24,24
204648,0.648,24,24
204729,0.664,24,24
204812,0.656,24,24
204894,0.648,24,24
204975,0.656,24,24
205057,0.656,24,24
205139,0.664,24,24
205222,0.680,24,24
205307,0.672,24,24
205391,0.664,24,24
205474,0.656,24,24
205556,0.656,24,24
205638,0.656,24,24
205720,0.656,24,24
205802,0.648,24,24
205883,0.664,24,24
205966,0.664,24,24
206049,0.656,24,24
206131,0.632,24,24
206210,0.688,24,24
206296,0.680,24,24
206381,0.664,24,24
206464,0.672,24,24
206548,0.656,24,24
206630,0.704,24,24
206718,0.696,24,24
206805,0.656,24,24
206887,0.664,24,24
206970,0.656,24,24
207052,0.680,24,24
207137,0.664,24,24
207220,0.656,24,24
207302,0.648,24,24
207383,0.688,24,24
207469,0.672,24,24
207553,0.664,24,24
207636,0.648,24,24
207717,0.656,24,24
207799,0.648,24,24
207880,0.656,24,24
207962,0.656,24,24
208044,0.664,24,24
208127,0.688,24,24
208213,0.672,24,24
208297,0.656,24,24
208379,0.664,24,24
208462,0.656,24,24
208544,0.656,24,24
208626,0.656,24,24
208708,0.648,24,24
208789,0.656,24,24
208871,0.640,24,24
208951,0.672,24,24
209035,0.672,24,24
209119,0.656,24,24
209201,0.648,24,24
209282,0.656,24,24
209364,0.664,24,24
209447,0.656,24,24
209529,0.648,24,24
209610,0.672,24,24
209694,0.672,24,24
209778,0.672,24,24
209862,0.640,24,24
209942,0.648,24,24
210023,0.648,24,24
210104,0.656,24,24
210186,0.656,24,24
210268,0.640,24,24
210348,0.672,24,24
210432,0.672,24,24
210516,0.664,24,24
210599,0.648,24,24
210680,0.656,24,24
210762,0.648,24,24
210843,0.656,24,24
210925,0.656,24,24
211007,0.648,24,24
211088,0.672,24,24
211172,0.672,24,24
211256,0.656,24,24
211338,0.640,24,24
211418,0.656,24,24
211500,0.648,24,24
211581,0.664,24,24
211664,0.656,24,24
211746,0.632,24,24
211825,0.664,24,24
211908,0.680,24,24
211993,0.672,24,24
212077,0.656,24,24
212159,0.656,24,24
212241,0.640,24,24
212321,0.664,24,24
212404,0.640,24,24
212484,0.664,24,24
212567,0.664,24,24
212650,0.672,24,24
212734,0.672,24,24
212818,0.632,24,24
212897,0.688,24,24
212983,0.656,24,24
213065,0.672,24,24
213149,0.656,24,24
213231,0.672,24,24
213315,0.672,24,24
213399,0.672,24,24
213483,0.680,24,24
213568,0.664,24,24
213651,0.656,24,24
213733,0.672,24,24
213817,0.664,24,24
213900,0.648,24,24
213981,0.664,24,24
214064,0.664,24,24
214147,0.680,24,24
214232,0.664,24,24
214315,0.648,24,24
214396,0.672,24,24
214480,0.664,24,24
214563,0.648,24,24
214644,0.664,24,24
214727,0.640,24,24
214807,0.680,24,24
214892,0.664,24,24
214975,0.664,24,24
215058,0.632,24,24
215137,0.688,24,24
215223,0.624,24,24
215301,0.680,24,24
215386,0.656,24,24
215468,0.624,24,24
215546,0.696,24,24
215633,0.648,24,24
215714,0.696,24,24
215801,0.656,24,24
215883,0.664,24,24
215966,0.640,24,24
216046,0.656,24,24
216128,0.656,24,24
216210,0.680,24,24
216295,0.680,24,24
216380,0.688,24,24
216466,0.680,24,24
216551,0.648,24,24
216632,0.656,24,24
216714,0.656,24,24
216796,0.664,24,24
216879,0.656,24,24
216961,0.664,24,24
217044,0.632,24,24
217123,0.696,24,24
217210,0.672,24,24
217294,0.656,24,24
217376,0.616,24,24
217453,0.672,24,24
217537,0.656,24,24
217619,1.296,24,24
217781,0.688,24,24
217867,0.640,24,24
217947,0.648,24,24
218028,0.648,24,24
218109,0.656,24,24
218191,0.608,24,24
218267,1.304,24,24
218430,0.688,24,24
218516,0.632,24,24
218595,0.664,24,24
218678,0.624,24,24
218756,0.656,24,24
218838,0.648,24,24
218919,0.632,24,24
218998,0.632,24,24
219077,0.656,24,24
219159,0.640,24,24
219239,0.656,24,24
219321,0.664,24,24
219404,0.664,24,24
219487,0.640,24,24
219567,0.664,24,24
219650,0.640,24,24
219730,0.664,24,24
219813,0.648,24,24
219894,0.640,24,24
219974,0.656,24,24
220056,0.672,24,24
220140,0.648,24,24
220221,0.648,24,24
220302,0.640,24,24
220382,0.640,24,24
220462,0.656,24,24
220544,0.656,24,24
220626,0.656,24,24
220708,0.656,24,24
220790,0.648,24,24
220871,0.688,24,24
220957,0.640,24,24
221037,0.656,24,24
221119,0.656,24,24
221201,0.672,24,24
221285,0.632,24,24
221364,0.664,24,24
221447,0.640,24,24
221527,0.672,24,24
221611,0.656,24,24
221693,0.640,24,24
221773,0.664,24,24
221856,0.632,24,24
221935,0.648,24,24
222016,0.656,24,24
222098,0.688,24,24
222184,0.640,24,24
222264,0.664,24,24
222347,0.656,24,24
222429,0.656,24,24
222511,0.632,24,24
222590,0.664,24,24
222673,0.616,24,24
222750,0.664,24,24
222833,0.656,24,24
222915,0.664,24,24
222998,0.672,24,24
223082,0.656,24,24
223164,0.640,24,24
223244,0.664,24,24
223327,0.656,24,24
223409,0.648,24,24
223490,0.664,24,24
223573,0.656,24,24
223655,0.664,24,24
223738,0.672,24,24
223822,0.648,24,24
223903,0.680,24,24
223988,0.704,24,24
224076,0.656,24,24
224158,0.680,24,24
224243,0.680,24,24
224328,0.648,24,24
224409,0.696,24,24
224496,0.688,24,24
224582,0.648,24,24
224663,0.712,24,24
224752,0.632,24,24
224831,0.680,24,24
224916,0.688,24,24
225002,0.632,24,24
225081,0.696,24,24
225168,0.664,24,24
225251,0.688,24,24
225337,0.664,24,24
225420,0.688,24,24
225506,0.672,24,24
225590,0.656,24,24
225672,0.656,24,24
225754,0.648,24,24
225835,0.648,24,24
225916,0.664,24,24
225999,0.680,24,24
226084,0.648,24,24
226165,0.656,24,24
226247,0.632,24,24
226326,0.696,24,24
226413,0.640,24,24
226493,0.672,24,24
226577,0.656,24,24
226659,0.640,24,24
226739,0.704,24,24
226827,0.672,24,24
226911,0.664,24,24
226994,0.664,24,24
227077,0.648,24,24
227158,0.648,24,24
227239,0.656,24,24
227321,0.640,24,24
227401,0.632,24,24
227480,0.680,24,24
227565,0.680,24,24
227650,0.640,24,24
227730,0.680,24,24
227815,0.656,24,24
227897,0.648,24,24
227978,0.656,24,24
228060,0.664,24,24
228143,0.656,24,24
228225,0.664,24,24
228308,0.680,24,24
228393,0.648,24,24
228474,0.664,24,24
228557,0.696,24,24
228644,0.640,24,24
228724,0.656,24,24
228806,0.688,24,24
228892,0.648,24,24
228973,0.640,24,24
229053,0.672,24,24
229137,0.680,24,24
229222,0.656,24,24
229304,0.648,24,24
229385,0.616,24,24
229462,0.688,24,24
229548,0.632,24,24
229627,1.312,24,24
229791,0.720,24,24
229881,0.648,24,24
229962,0.624,24,24
230040,0.664,24,24
230123,0.648,24,24
230204,0.648,24,24
230285,0.664,24,24
230368,0.664,24,24
230451,0.664,24,24
230534,0.648,24,24
230615,0.696,24,24
230702,0.672,24,24
230786,0.664,24,24
230869,0.616,24,24
230946,0.704,24,24
231034,0.648,24,24
231115,0.664,24,24
231198,0.680,24,24
231283,0.688,24,24
231369,0.656,24,24
231451,0.664,24,24
231534,0.648,24,24
231615,0.640,24,24
231695,0.712,24,24
231784,0.560,24,24
231854,0.688,24,24
231940,0.672,24,24
232024,0.632,24,24
232103,0.608,24,24
232179,0.632,24,24
232258,0.616,24,24
232335,0.632,24,24
232414,0.640,24,24
232494,0.656,24,24
232576,0.624,24,24
232654,0.680,24,24
232739,0.648,24,24
232820,0.656,24,24
232902,0.640,24,24
232982,0.656,24,24
233064,0.648,24,24
233145,0.504,24,24
233208,0.200,24,24
233233,0.608,24,24
233309,0.296,24,24
233346,0.360,24,24
233391,0.752,24,24
233485,0.304,24,24
233523,0.192,24,24
233547,0.720,24,24
233637,0.552,24,24
233706,0.680,24,24
233791,0.648,24,24
233872,0.640,24,24
233952,0.624,24,24
234030,0.616,24,24
234107,0.672,24,24
234191,0.512,24,24
234255,0.800,24,24
234355,0.608,24,24
234431,0.656,24,24
234513,0.648,24,24
234594,0.632,24,24
234673,0.640,24,24
234753,0.712,24,24
234842,0.648,24,24
234923,0.672,24,24
235007,0.688,24,24
235093,0.672,24,24
235177,0.648,24,24
235258,0.656,24,24
235340,0.672,24,24
235424,0.656,24,24
235506,0.672,24,24
235590,0.648,24,24
235671,0.696,24,24
235758,0.680,24,24
235843,0.680,24,24
235928,0.632,24,24
236007,0.688,24,24
236093,0.664,24,24
236176,0.672,24,24
236260,0.648,24,24
236341,0.672,24,24
236425,0.648,24,24
236506,0.688,24,24
236592,0.672,24,24
236676,0.648,24,24
236757,0.672,24,24
236841,0.664,24,24
236924,0.656,24,24
237006,0.656,24,24
237088,0.648,24,24
237169,0.664,24,24
237252,0.680,24,24
237337,0.656,24,24
237419,0.656,24,24
237501,0.656,24,24
237583,0.656,24,24
237665,0.640,24,24
237745,0.656,24,24
237827,0.672,24,24
237911,0.664,24,24
237994,0.688,24,24
238080,0.648,24,24
238161,0.672,24,24
238245,0.632,24,24
238324,0.680,24,24
238409,0.640,24,24
238489,0.624,24,24
238567,0.648,24,24
238648,0.640,24,24
238728,0.632,24,24
238807,0.656,24,24
238889,0.664,24,24
238972,0.624,24,24
239050,0.616,24,24
239127,0.680,24,24
239212,0.648,24,24
239293,0.640,24,24
239373,0.688,24,24
239459,0.672,24,24
239543,0.680,24,24
239628,0.592,24,24
239702,0.312,24,24
239741,0.528,24,24
239807,0.920,24,24
239922,0.808,24,24
240023,4.904,24,24
240636,0.584,24,24
240709,0.592,24,24
240783,0.576,24,24
240855,0.648,24,24
240936,0.600,24,24
241011,0.616,24,24
241088,0.576,24,24
241160,0.592,24,24
241234,0.640,24,24
241314,0.584,24,24
241387,0.584,24,24
241460,0.520,24,24
241525,0.680,24,24
241610,0.328,24,24
241651,0.208,24,24
241677,0.632,24,24
241756,0.600,24,24
241831,0.408,24,24
241882,0.160,24,24
241902,0.584,24,24
241975,0.576,24,24
242047,0.592,24,24
242121,0.568,24,24
242192,0.584,24,24
242265,0.576,24,24
242337,0.560,24,24
242407,0.624,24,24
242485,0.584,24,24
242558,0.552,24,24
242627,0.584,24,24
242700,0.624,24,24
242778,0.608,24,24
242854,0.600,24,24
242929,0.592,24,24
243003,0.568,24,24
243074,0.600,24,24
243149,0.592,24,24
243223,0.584,24,24
243296,0.600,24,24
243371,0.640,24,24
243451,0.592,24,24
243525,0.592,24,24
243599,0.616,24,24
243676,0.648,24,24
243757,0.640,24,24
243837,0.592,24,24
243911,0.640,24,24
243991,0.688,24,24
244077,0.736,24,24
244169,0.704,24,24
244257,0.672,24,24
244341,0.832,24,24
244445,0.784,24,24
244543,0.672,24,24
244627,0.792,24,24
244726,0.840,24,24
244831,0.760,24,24
244926,0.816,24,24
245028,0.936,24,24
245145,0.904,24,24
245258,0.896,24,24
245370,0.920,24,24
245485,0.984,24,24
245608,0.992,24,24
245732,1.024,24,24
245860,1.120,24,24
246000,1.048,24,24
246131,1.184,24,24
246279,1.160,24,24
246424,1.160,24,24
246569,1.208,24,24
246720,1.200,24,24
246870,1.304,24,24
247033,1.112,24,24
247172,1.248,24,24
247328,1.232,24,24
247482,1.240,24,24
247637,1.240,24,24
247792,1.248,24,24
247948,1.304,24,24
248111,1.176,24,24
248258,1.144,24,24
248401,1.096,24,24
248538,1.248,24,24
248694,1.152,24,24
248838,1.144,24,24
248981,1.168,24,24
249127,1.080,24,24
249262,1.096,24,24
249399,1.096,24,24
249536,1.216,24,24
249688,1.176,24,24
249835,1.240,24,24
249990,1.088,24,24
250126,1.064,24,24
250259,1.072,24,24
250393,1.064,24,24
250526,1.080,24,24
250661,1.080,24,24
250796,1.024,24,24
250924,1.088,24,24
251060,1.048,24,24
251191,1.056,24,24
251323,1.032,24,24
251452,1.048,24,24
251583,1.008,24,24
251709,1.024,24,24
251837,1.056,24,24
251969,1.040,24,24
252099,1.056,24,24
252231,1.048,24,24
252362,1.008,24,24
252488,1.048,24,24
252619,1.032,24,24
252748,1.008,24,24
252874,1.048,24,24
253005,1.048,24,24
253136,1.032,24,24
253265,1.040,24,24
253395,1.040,24,24
253525,1.056,24,24
253657,0.984,24,24
253780,1.008,24,24
253906,0.960,24,24
254026,0.944,24,24
254144,0.944,24,24
254262,0.976,24,24
254384,0.992,24,24
254508,1.008,24,24
254634,1.064,24,24
254767,1.040,24,24
254897,1.072,24,24
255031,1.000,24,24
255156,0.976,24,24
255278,0.736,24,24
255370,0.896,24,24
255482,0.728,24,24
255573,0.672,24,24
255657,0.744,24,24
255750,0.808,24,24
255851,0.792,24,24
255950,0.744,24,24
256043,0.704,24,24
256131,0.688,24,24
256217,0.664,24,24
256300,0.656,24,24
256382,0.672,24,24
256466,0.720,24,24
256556,0.728,24,24
256647,0.720,24,24
256737,0.688,24,24
256823,0.656,24,24
256905,0.656,24,24
256987,0.656,24,24
257069,0.656,24,24
257151,0.680,24,24
257236,0.720,24,24
257326,0.744,24,24
257419,0.736,24,24
257511,0.680,24,24
257596,0.664,24,24
257679,0.648,24,24
257760,0.672,24,24
257844,0.704,24,24
257932,0.752,24,24
258026,0.792,24,24
258125,0.768,24,24
258221,0.712,24,24
258310,0.688,24,24
258396,0.664,24,24
258479,0.664,24,24
258562,0.680,24,24
258647,0.720,24,24
258737,0.768,24,24
258833,0.752,24,24
258927,0.728,24,24
259018,0.688,24,24
259104,0.672,24,24
259188,0.680,24,24
259273,0.680,24,24
259358,0.704,24,24
259446,0.744,24,24
259539,0.768,24,24
259635,0.736,24,24
259727,0.688,24,24
259813,0.664,24,24
259896,0.648,24,24
259977,0.656,24,24
260059,0.656,24,24
260141,0.680,24,24
260226,0.680,24,24
260311,0.760,24,24
260406,0.696,24,24
260493,0.664,24,24
260576,0.656,24,24
260658,0.648,24,24
260739,0.640,24,24
260819,0.632,24,24
260898,0.648,24,24
260979,0.688,24,24
261065,0.672,24,24
261149,0.672,24,24
261233,0.664,24,24
261316,0.656,24,24
261398,0.664,24,24
261481,0.672,24,24
261565,0.680,24,24
261650,0.728,24,24
261741,0.736,24,24
261833,0.720,24,24
261923,0.696,24,24
262010,0.680,24,24
262095,0.680,24,24
262180,0.672,24,24
262264,0.664,24,24
262347,0.672,24,24
262431,0.704,24,24
262519,0.744,24,24
262612,0.696,24,24
262699,0.672,24,24
262783,0.664,24,24
262866,0.664,24,24
262949,0.680,24,24
263034,0.680,24,24
263119,0.696,24,24
263206,0.728,24,24
263297,0.688,24,24
263383,0.672,24,24
263467,0.624,24,24
263545,0.624,24,24
263623,0.624,24,24
263701,0.624,24,24
263779,0.624,24,24
263857,0.616,24,24
263934,0.632,24,24
264013,0.656,24,24
264095,0.656,24,24
264177,0.640,24,24
264257,0.632,24,24
264336,0.640,24,24
264416,0.632,24,24
264495,0.632,24,24
264574,0.640,24,24
264654,0.664,24,24
264737,0.672,24,24
264821,0.656,24,24
264903,0.632,24,24
264982,0.640,24,24
265062,0.640,24,24
265142,0.640,24,24
265222,0.648,24,24
265303,0.640,24,24
265383,0.656,24,24
