point,rri,ECGshift,PPGGshift
112510,0.768,25,25
112606,0.784,25,25
112704,0.784,25,25
112802,0.792,25,25
112901,0.784,25,25
112999,0.768,25,25
113095,0.792,25,25
113194,0.792,25,25
113293,0.776,25,25
113390,0.784,25,25
113488,0.792,25,25
113587,0.776,25,25
113684,0.784,25,25
113782,0.776,25,25
113879,0.784,25,25
113977,0.784,25,25
114075,0.784,25,25
114173,0.776,25,25
114270,0.792,25,25
114369,0.792,25,25
114468,0.776,25,25
114565,0.776,25,25
114662,0.784,25,25
114760,0.792,25,25
114859,0.776,25,25
114956,0.792,25,25
115055,0.768,25,25
115151,0.784,25,25
115249,0.776,25,25
115346,0.776,25,25
115443,0.784,25,25
115541,0.792,25,25
115640,0.776,25,25
115737,0.784,25,25
115835,0.760,25,25
115930,0.808,25,25
116031,0.776,25,25
116128,0.784,25,25
116226,0.784,25,25
116324,0.792,25,25
116423,0.776,25,25
116520,0.784,25,25
116618,0.784,25,25
116716,0.784,25,25
116814,0.784,25,25
116912,0.784,25,25
117010,0.784,25,25
117108,0.784,25,25
117206,0.792,25,25
117305,0.776,25,25
117402,0.784,25,25
117500,0.784,25,25
117598,0.784,25,25
117696,0.792,25,25
117795,0.784,25,25
117893,0.792,25,25
117992,0.784,25,25
118090,0.784,25,25
118188,0.784,25,25
118286,0.792,25,25
118385,0.784,25,25
118483,0.784,25,25
118581,0.784,25,25
118679,0.784,25,25
118777,0.792,25,25
118876,0.784,25,25
118974,0.784,25,25
119072,0.784,25,25
119170,0.784,25,25
119268,0.768,25,25
119364,0.800,25,25
119464,0.792,25,25
119563,0.784,25,25
119661,0.784,25,25
119759,0.784,25,25
119857,0.784,25,25
119955,0.792,25,25
120054,0.776,25,25
120151,0.784,25,25
120249,0.784,25,25
120347,0.792,25,25
120446,0.776,25,25
120543,0.784,25,25
120641,0.776,25,25
120738,0.792,25,25
120837,0.792,25,25
120936,0.784,25,25
121034,0.792,25,25
121133,0.784,25,25
121231,0.784,25,25
121329,0.792,25,25
121428,0.784,25,25
121526,0.792,25,25
121625,0.776,25,25
121722,0.792,25,25
121821,0.792,25,25
121920,0.784,25,25
122018,0.776,25,25
122115,0.808,25,25
122216,0.784,25,25
122314,0.792,25,25
122413,0.784,25,25
122511,0.792,25,25
122610,0.800,25,25
122710,0.776,25,25
122807,0.792,25,25
122906,0.784,25,25
123004,0.792,25,25
123103,0.792,25,25
123202,0.784,25,25
