'sample interval','PLETH','II'
'0.008 sec','mV','mV'
112501,0.30750000,-0.02000000
112502,0.35100000,0.00250000
112503,0.38150000,0.02500000
112504,0.39150000,0.03900000
112505,0.38850000,0.03900000
112506,0.37500000,0.01550000
112507,0.35450000,0.00000000
112508,0.32100000,0.01500000
112509,0.28350000,0.04050000
112510,0.23650000,0.05100000
112511,0.18600000,0.04950000
112512,0.12500000,0.05050000
112513,0.06750000,0.04850000
112514,0.01050000,0.03850000
112515,-0.04350000,0.03250000
112516,-0.09450000,0.02850000
112517,-0.13500000,0.02500000
112518,-0.17200000,0.01500000
112519,-0.20900000,0.00050000
112520,-0.23250000,-0.01600000
112521,-0.25950000,-0.02950000
112522,-0.27000000,-0.02650000
112523,-0.29000000,-0.02500000
112524,-0.29350000,-0.02400000
112525,-0.30350000,0.06450000
112526,-0.31350000,0.33050000
112527,-0.31350000,0.71000000
112528,-0.32400000,0.93800000
112529,-0.32700000,0.84200000
112530,-0.33400000,0.55600000
112531,-0.33750000,0.30050000
112532,-0.34750000,0.15500000
112533,-0.35100000,0.07350000
112534,-0.36100000,0.02850000
112535,-0.36100000,0.00750000
112536,-0.36750000,-0.00100000
112537,-0.37100000,-0.00200000
112538,-0.37800000,-0.00150000
112539,-0.38450000,0.00000000
112540,-0.39450000,0.00600000
112541,-0.40150000,0.01050000
112542,-0.40800000,0.00650000
112543,-0.42150000,-0.00300000
112544,-0.42850000,-0.01650000
112545,-0.44200000,-0.02300000
112546,-0.44850000,-0.02600000
112547,-0.45200000,-0.03000000
112548,-0.44850000,-0.04400000
112549,-0.44200000,-0.05600000
112550,-0.41500000,-0.05400000
112551,-0.37800000,-0.05650000
112552,-0.32050000,-0.07300000
112553,-0.25650000,-0.08050000
112554,-0.17550000,-0.07700000
112555,-0.08100000,-0.06850000
112556,0.01700000,-0.06750000
112557,0.12150000,-0.06050000
112558,0.21950000,-0.04250000
112559,0.31050000,-0.02550000
112560,0.39500000,-0.00600000
112561,0.46250000,0.01500000
112562,0.51300000,0.03150000
112563,0.55350000,0.03700000
112564,0.58050000,0.04400000
112565,0.59400000,0.07000000
112566,0.59750000,0.10650000
112567,0.58750000,0.13400000
112568,0.57050000,0.14600000
112569,0.54000000,0.15200000
112570,0.51000000,0.15000000
112571,0.46600000,0.14000000
112572,0.41850000,0.12050000
112573,0.36450000,0.08900000
112574,0.30750000,0.07600000
112575,0.25650000,0.08150000
112576,0.20250000,0.08600000
112577,0.14850000,0.09900000
112578,0.09800000,0.10850000
112579,0.04750000,0.10250000
112580,0.01050000,0.10500000
112581,-0.03000000,0.10900000
112582,-0.06050000,0.10200000
112583,-0.09100000,0.09100000
112584,-0.11450000,0.08200000
112585,-0.13800000,0.08200000
112586,-0.15500000,0.07100000
112587,-0.17200000,0.04850000
112588,-0.18550000,0.04850000
112589,-0.19550000,0.06500000
112590,-0.21250000,0.05450000
112591,-0.22950000,0.04700000
112592,-0.24600000,0.06000000
112593,-0.25950000,0.05800000
112594,-0.27300000,0.03850000
112595,-0.28650000,0.02800000
112596,-0.30350000,0.02700000
112597,-0.31350000,0.02700000
112598,-0.32700000,0.03000000
112599,-0.34050000,0.07700000
112600,-0.34750000,0.24800000
112601,-0.35750000,0.58650000
112602,-0.37100000,0.90600000
112603,-0.38100000,0.95400000
112604,-0.39450000,0.71650000
112605,-0.40800000,0.41450000
112606,-0.42500000,0.23000000
112607,-0.44200000,0.15950000
112608,-0.45900000,0.11300000
112609,-0.47900000,0.08150000
112610,-0.50250000,0.08450000
112611,-0.52650000,0.08350000
112612,-0.54300000,0.06950000
112613,-0.57000000,0.07250000
112614,-0.58700000,0.08200000
112615,-0.61050000,0.07700000
112616,-0.63450000,0.04500000
112617,-0.65100000,0.02000000
112618,-0.66800000,0.02000000
112619,-0.68150000,0.00350000
112620,-0.69150000,-0.00100000
112621,-0.69500000,0.01200000
112622,-0.69150000,0.00950000
112623,-0.68150000,0.00300000
112624,-0.73150000,0.01050000
112625,-0.69150000,0.02050000
112626,-0.62950000,0.01150000
112627,-0.54950000,0.00300000
112628,-0.45150000,0.02200000
112629,-0.33850000,0.04350000
112630,-0.21100000,0.05600000
112631,-0.08700000,0.06700000
112632,0.04000000,0.07550000
112633,0.15300000,0.09200000
112634,0.25500000,0.11300000
112635,0.34600000,0.12900000
112636,0.42250000,0.13950000
112637,0.47700000,0.14800000
112638,0.51700000,0.15450000
112639,0.53900000,0.15700000
112640,0.54600000,0.16250000
112641,0.53900000,0.17300000
112642,0.52050000,0.18350000
112643,0.49150000,0.19150000
112644,0.45150000,0.19650000
112645,0.39350000,0.19000000
112646,0.33150000,0.17800000
112647,0.26600000,0.17700000
112648,0.19650000,0.17850000
112649,0.12050000,0.17050000
112650,0.05100000,0.19450000
112651,-0.02150000,0.30900000
112652,-0.08350000,0.54500000
112653,-0.14900000,0.83150000
112654,-0.20000000,0.96550000
112655,-0.24750000,0.84500000
112656,-0.29500000,0.59750000
112657,-0.33100000,0.37600000
112658,-0.36400000,0.24950000
112659,-0.39300000,0.19100000
112660,-0.41150000,0.16100000
112661,-0.43300000,0.14750000
112662,-0.45150000,0.13350000
112663,-0.46600000,0.11900000
112664,-0.48050000,0.11800000
112665,-0.49500000,0.12800000
112666,-0.50250000,0.14700000
112667,-0.51700000,0.16900000
112668,-0.53150000,0.17650000
112669,-0.53500000,0.15950000
112670,-0.54950000,0.14150000
112671,-0.55700000,0.13800000
112672,-0.56400000,0.13500000
112673,-0.57150000,0.12900000
112674,-0.58600000,0.11800000
112675,-0.59700000,0.10250000
112676,-0.61150000,0.08750000
112677,-0.61500000,0.07300000
112678,-0.62250000,0.06000000
112679,-0.62250000,0.05450000
112680,-0.60800000,0.05500000
112681,-0.58600000,0.05850000
112682,-0.54950000,0.06350000
112683,-0.49850000,0.07600000
112684,-0.43650000,0.09150000
112685,-0.37500000,0.11550000
112686,-0.30200000,0.14350000
112687,-0.22550000,0.16350000
112688,-0.11900000,0.17300000
112689,-0.06950000,0.17700000
112690,-0.02000000,0.18450000
112691,0.01350000,0.19500000
112692,0.04000000,0.20100000
112693,0.05300000,0.20800000
112694,0.05000000,0.22500000
112695,0.04000000,0.24700000
112696,0.01650000,0.25300000
112697,-0.01300000,0.24200000
112698,-0.05300000,0.23550000
112699,-0.09950000,0.24100000
112700,-0.14900000,0.24800000
112701,-0.20550000,0.24300000
112702,-0.25500000,0.23650000
112703,-0.31150000,0.23500000
112704,-0.36450000,0.23200000
112705,-0.41050000,0.22800000
112706,-0.45050000,0.23350000
112707,-0.48700000,0.23700000
112708,-0.52000000,0.23000000
112709,-0.54650000,0.21750000
112710,-0.57300000,0.20450000
112711,-0.58950000,0.19200000
112712,-0.60300000,0.21850000
112713,-0.61600000,0.35700000
112714,-0.62250000,0.64000000
112715,-0.62950000,0.94750000
112716,-0.62950000,1.02300000
112717,-0.62600000,0.85750000
112718,-0.62250000,0.55050000
112719,-0.62250000,0.33600000
112720,-0.61950000,0.24500000
112721,-0.60600000,0.20000000
112722,-0.59950000,0.17800000
112723,-0.59600000,0.17600000
112724,-0.58600000,0.17550000
112725,-0.58300000,0.17200000
112726,-0.57950000,0.17650000
112727,-0.57650000,0.18150000
112728,-0.57650000,0.18800000
112729,-0.57950000,0.19300000
112730,-0.57950000,0.19250000
112731,-0.58300000,0.18750000
112732,-0.58600000,0.17550000
112733,-0.58600000,0.16200000
112734,-0.57950000,0.15300000
112735,-0.56650000,0.14600000
112736,-0.54300000,0.14200000
112737,-0.50000000,0.13200000
112738,-0.44700000,0.12050000
112739,-0.37100000,0.10950000
112740,-0.27800000,0.10300000
112741,-0.17550000,0.09700000
112742,-0.05950000,0.09450000
112743,0.05950000,0.09850000
112744,0.17900000,0.10350000
112745,0.28850000,0.11500000
112746,0.39100000,0.13550000
112747,0.47700000,0.15400000
112748,0.55650000,0.18450000
112749,0.61300000,0.23350000
112750,0.65250000,0.26750000
112751,0.67900000,0.26150000
112752,0.69550000,0.23700000
112753,0.70250000,0.23700000
112754,0.69900000,0.25450000
112755,0.68250000,0.26400000
112756,0.66600000,0.26250000
112757,0.63950000,0.25850000
112758,0.60300000,0.26550000
112759,0.56300000,0.27200000
112760,0.52000000,0.26400000
112761,0.46700000,0.25750000
112762,0.41400000,0.26250000
112763,0.35800000,0.25600000
112764,0.29800000,0.25150000
112765,0.24500000,0.30800000
112766,0.19200000,0.49600000
112767,0.13900000,0.79500000
112768,0.08950000,0.99800000
112769,0.05000000,0.92950000
112770,0.01000000,0.68150000
112771,-0.02300000,0.46150000
112772,-0.05300000,0.34050000
112773,-0.07950000,0.25000000
112774,-0.09600000,0.19100000
112775,-0.11250000,0.17500000
112776,-0.12900000,0.15550000
112777,-0.13550000,0.15100000
112778,-0.14250000,0.14650000
112779,-0.15250000,0.14450000
112780,-0.15900000,0.16750000
112781,-0.16200000,0.16150000
112782,-0.17550000,0.12850000
112783,-0.18550000,0.12050000
112784,-0.20200000,0.13100000
112785,-0.21500000,0.12150000
112786,-0.23500000,0.11000000
112787,-0.25500000,0.10950000
112788,-0.27150000,0.09450000
112789,-0.29150000,0.06150000
112790,-0.31450000,0.04350000
112791,-0.32450000,0.03300000
112792,-0.33100000,0.01650000
112793,-0.32800000,0.02350000
112794,-0.31800000,0.02700000
112795,-0.29450000,0.01850000
112796,-0.26150000,0.03050000
112797,-0.21500000,0.06150000
112798,-0.16200000,0.07350000
112799,-0.10250000,0.07750000
112800,-0.03950000,0.10700000
112801,0.02350000,0.12600000
112802,0.08300000,0.13550000
112803,0.13250000,0.15750000
112804,0.17250000,0.17350000
112805,0.20200000,0.17750000
112806,0.21550000,0.18400000
112807,0.21850000,0.18350000
112808,0.20900000,0.17550000
112809,0.18900000,0.18150000
112810,0.15900000,0.18200000
112811,0.12250000,0.16500000
112812,0.07300000,0.15850000
112813,0.02350000,0.16400000
112814,-0.02650000,0.16800000
112815,-0.08250000,0.16550000
112816,-0.14550000,0.16200000
112817,-0.20200000,0.19050000
112818,-0.25500000,0.32000000
112819,-0.30450000,0.59300000
112820,-0.35450000,0.89750000
112821,-0.39750000,1.00150000
112822,-0.42700000,0.83450000
112823,-0.46350000,0.55750000
112824,-0.48700000,0.34650000
112825,-0.50350000,0.24750000
112826,-0.52000000,0.19750000
112827,-0.53650000,0.17000000
112828,-0.54000000,0.16350000
112829,-0.55000000,0.15850000
112830,-0.55650000,0.15350000
112831,-0.56300000,0.15600000
112832,-0.56650000,0.16200000
112833,-0.57300000,0.16050000
112834,-0.57650000,0.16000000
112835,-0.58300000,0.16050000
112836,-0.58600000,0.15850000
112837,-0.59600000,0.15700000
112838,-0.59600000,0.15700000
112839,-0.59600000,0.15500000
112840,-0.59950000,0.14600000
112841,-0.59300000,0.13650000
112842,-0.58600000,0.12550000
112843,-0.56650000,0.10750000
112844,-0.54000000,0.08500000
112845,-0.49700000,0.07350000
112846,-0.44700000,0.07950000
112847,-0.38400000,0.09150000
112848,-0.31150000,0.10600000
112849,-0.23500000,0.12050000
112850,-0.15250000,0.13000000
112851,-0.06600000,0.14200000
112852,0.01350000,0.16000000
112853,0.08300000,0.17450000
112854,0.13900000,0.18150000
112855,0.18250000,0.19200000
112856,0.21850000,0.21300000
112857,0.22850000,0.23100000
112858,0.23200000,0.23750000
112859,0.22200000,0.24000000
112860,0.19900000,0.24300000
112861,0.16900000,0.24650000
112862,0.12600000,0.25250000
112863,0.08300000,0.26050000
112864,0.02650000,0.26150000
112865,-0.03300000,0.25150000
112866,-0.09250000,0.23450000
112867,-0.15550000,0.22300000
112868,-0.21850000,0.21850000
112869,-0.27800000,0.21500000
112870,-0.33100000,0.20700000
112871,-0.38400000,0.20000000
112872,-0.43050000,0.19650000
112873,-0.47350000,0.18350000
112874,-0.50650000,0.17850000
112875,-0.53650000,0.18400000
112876,-0.55650000,0.19100000
112877,-0.57650000,0.19150000
112878,-0.59300000,0.18600000
112879,-0.60600000,0.18950000
112880,-0.60850000,0.19850000
112881,-0.61600000,0.19900000
112882,-0.62300000,0.19950000
112883,-0.62650000,0.20750000
112884,-0.63400000,0.21600000
112885,-0.63400000,0.21550000
112886,-0.63400000,0.25250000
112887,-0.63750000,0.39150000
112888,-0.63400000,0.65850000
112889,-0.63750000,0.94300000
112890,-0.63400000,1.00900000
112891,-0.63750000,0.82100000
112892,-0.64100000,0.53750000
112893,-0.64450000,0.33700000
112894,-0.65200000,0.24700000
112895,-0.65550000,0.21100000
112896,-0.65900000,0.20000000
112897,-0.67000000,0.19850000
112898,-0.67700000,0.19250000
112899,-0.68400000,0.19400000
112900,-0.69150000,0.19550000
112901,-0.69850000,0.18750000
112902,-0.70600000,0.17750000
112903,-0.71300000,0.17650000
112904,-0.71650000,0.17900000
112905,-0.72000000,0.17500000
112906,-0.71650000,0.16600000
112907,-0.71650000,0.16550000
112908,-0.70600000,0.16150000
112909,-0.68800000,0.14800000
112910,-0.65200000,0.13100000
112911,-0.59800000,0.11750000
112912,-0.53300000,0.10850000
112913,-0.43950000,0.09850000
112914,-0.33100000,0.08600000
112915,-0.21250000,0.08000000
112916,-0.07550000,0.08400000
112917,0.06150000,0.08550000
112918,0.19450000,0.08400000
112919,0.32050000,0.08900000
112920,0.43950000,0.10250000
112921,0.53300000,0.12850000
112922,0.61250000,0.16150000
112923,0.67700000,0.18750000
112924,0.72400000,0.20550000
112925,0.75650000,0.20900000
112926,0.76700000,0.21150000
112927,0.77100000,0.22150000
112928,0.76350000,0.23450000
112929,0.74550000,0.24550000
112930,0.71700000,0.24800000
112931,0.68100000,0.23850000
112932,0.63750000,0.21400000
112933,0.59100000,0.19550000
112934,0.53650000,0.19050000
112935,0.48250000,0.19600000
112936,0.41800000,0.20300000
112937,0.36050000,0.20900000
112938,0.29900000,0.22500000
112939,0.24150000,0.22150000
112940,0.18750000,0.18000000
112941,0.13000000,0.13950000
112942,0.08650000,0.16200000
112943,0.04350000,0.30550000
112944,0.01100000,0.58800000
112945,-0.01050000,0.87950000
112946,-0.03600000,0.95750000
112947,-0.04650000,0.79000000
112948,-0.06450000,0.53750000
112949,-0.07200000,0.33350000
112950,-0.07900000,0.22450000
112951,-0.08650000,0.17850000
112952,-0.09350000,0.15250000
112953,-0.09350000,0.13450000
112954,-0.10450000,0.12000000
112955,-0.10800000,0.09600000
112956,-0.11850000,0.07400000
112957,-0.12950000,0.07200000
112958,-0.14050000,0.07950000
112959,-0.15100000,0.07350000
112960,-0.16900000,0.06850000
112961,-0.18350000,0.06150000
112962,-0.19450000,0.04050000
112963,-0.21600000,0.02800000
112964,-0.23050000,0.00600000
112965,-0.25200000,-0.01700000
112966,-0.25900000,-0.02050000
112967,-0.26650000,-0.02150000
112968,-0.26300000,-0.02700000
112969,-0.25200000,-0.04850000
112970,-0.23050000,-0.06700000
112971,-0.19100000,-0.05900000
112972,-0.14050000,-0.04650000
112973,-0.07550000,-0.04450000
112974,-0.00350000,-0.03850000
112975,0.07200000,-0.01650000
112976,0.15850000,-0.00200000
112977,0.24150000,0.00250000
112978,0.31000000,0.02550000
112979,0.37450000,0.04650000
112980,0.43250000,0.04800000
112981,0.47200000,0.05250000
112982,0.50450000,0.06000000
112983,0.51850000,0.05200000
112984,0.51850000,0.04750000
112985,0.51150000,0.05350000
112986,0.49000000,0.05450000
112987,0.45750000,0.04350000
112988,0.41800000,0.03900000
112989,0.36400000,0.05050000
112990,0.30250000,0.05500000
112991,0.23400000,0.06200000
112992,0.16200000,0.07000000
112993,0.08650000,0.06000000
112994,0.01100000,0.05900000
112995,-0.06100000,0.06500000
112996,-0.12950000,0.06550000
112997,-0.19450000,0.06550000
112998,-0.25200000,0.05350000
112999,-0.30250000,0.04200000
113000,-0.34550000,0.04500000
113001,-0.38150000,0.05650000
113002,-0.41400000,0.07250000
113003,-0.43550000,0.08650000
113004,-0.45000000,0.09050000
113005,-0.47150000,0.08800000
113006,-0.47900000,0.13500000
113007,-0.48600000,0.30850000
113008,-0.45150000,0.62000000
113009,-0.45800000,0.90400000
113010,-0.46500000,0.92700000
113011,-0.46800000,0.67650000
113012,-0.47800000,0.36350000
113013,-0.48150000,0.17200000
113014,-0.48800000,0.09200000
113015,-0.49150000,0.04150000
113016,-0.49800000,0.00700000
113017,-0.50150000,-0.00900000
113018,-0.51150000,-0.01750000
113019,-0.51450000,-0.01150000
113020,-0.52150000,-0.00250000
