point,rri,ECGshift,PPGGshift
112577,0.880,26,26
112687,0.888,26,26
112798,0.856,26,26
112905,0.888,26,26
113016,0.792,26,26
113115,0.952,26,26
113234,0.864,26,26
113342,0.832,26,26
113446,0.928,26,26
113562,0.864,26,26
113670,0.872,26,26
113779,0.880,26,26
113889,0.872,26,26
113998,0.864,26,26
114106,0.288,26,26
114142,0.568,26,26
114213,0.928,26,26
114329,0.824,26,26
114432,0.232,26,26
114461,0.656,26,26
114543,0.816,26,26
114645,0.288,26,26
114681,0.256,26,26
114713,0.376,26,26
114760,0.824,26,26
114863,0.920,26,26
114978,0.856,26,26
115085,0.848,26,26
115191,0.896,26,26
115303,0.872,26,26
115412,0.880,26,26
115522,0.872,26,26
115631,0.864,26,26
115739,0.880,26,26
115849,0.864,26,26
115957,0.816,26,26
116059,0.392,26,26
116108,0.512,26,26
116172,0.808,26,26
116273,0.864,26,26
116381,0.872,26,26
116490,0.872,26,26
116599,0.856,26,26
116706,0.856,26,26
116813,0.880,26,26
116923,0.840,26,26
117028,0.928,26,26
117144,0.864,26,26
117252,0.840,26,26
117357,0.936,26,26
117474,0.864,26,26
117582,0.896,26,26
117694,0.872,26,26
117803,0.880,26,26
117913,0.856,26,26
118020,0.888,26,26
118131,0.856,26,26
118238,0.736,26,26
118330,0.176,26,26
118352,0.816,26,26
118454,0.872,26,26
118563,0.848,26,26
118669,0.864,26,26
118777,0.880,26,26
118887,0.840,26,26
118992,0.872,26,26
119101,0.832,26,26
119205,0.896,26,26
119317,0.808,26,26
119418,0.944,26,26
119536,0.880,26,26
119646,0.792,26,26
119745,0.944,26,26
119863,0.864,26,26
119971,0.880,26,26
120081,0.840,26,26
120186,0.832,26,26
120290,0.888,26,26
120401,0.880,26,26
120511,0.856,26,26
120618,0.896,26,26
120730,0.856,26,26
120837,0.936,26,26
120954,0.880,26,26
121064,0.848,26,26
121170,0.912,26,26
121284,0.896,26,26
121396,0.904,26,26
121509,0.808,26,26
121610,0.896,26,26
121722,0.880,26,26
121832,0.936,26,26
121949,0.888,26,26
122060,0.864,26,26
122168,0.880,26,26
122278,0.904,26,26
122391,0.848,26,26
122497,0.904,26,26
122610,0.864,26,26
122718,0.880,26,26
122828,0.888,26,26
122939,0.848,26,26
123045,0.920,26,26
123160,0.872,26,26
123269,0.832,26,26
123373,0.920,26,26
123488,0.920,26,26
123603,0.888,26,26
123714,0.888,26,26
123825,0.864,26,26
123933,0.928,26,26
124049,0.856,26,26
124156,0.904,26,26
124269,0.856,26,26
124376,0.920,26,26
124491,0.848,26,26
124597,0.944,26,26
124715,0.848,26,26
124821,0.920,26,26
124936,0.856,26,26
125043,0.856,26,26
125150,0.896,26,26
125262,0.856,26,26
125369,0.904,26,26
125482,0.816,26,26
125584,0.912,26,26
125698,0.888,26,26
125809,0.872,26,26
125918,0.840,26,26
126023,0.944,26,26
126141,0.912,26,26
126255,0.904,26,26
126368,0.880,26,26
126478,0.896,26,26
126590,0.912,26,26
126704,0.872,26,26
126813,0.880,26,26
126923,0.536,26,26
126990,0.384,26,26
127038,0.864,26,26
127146,0.856,26,26
127253,0.896,26,26
127365,0.832,26,26
127469,0.888,26,26
127580,0.888,26,26
127691,0.936,26,26
127808,0.864,26,26
127916,0.872,26,26
128025,0.912,26,26
128139,0.904,26,26
128252,0.896,26,26
128364,0.864,26,26
128472,0.904,26,26
128585,0.864,26,26
128693,0.904,26,26
128806,0.864,26,26
128914,0.896,26,26
129026,0.880,26,26
129136,0.888,26,26
129247,0.904,26,26
129360,0.880,26,26
129470,0.936,26,26
129587,0.880,26,26
129697,0.896,26,26
129809,0.888,26,26
129920,0.944,26,26
130038,0.864,26,26
130146,0.944,26,26
130264,0.912,26,26
130378,0.896,26,26
130490,0.888,26,26
130601,0.856,26,26
130708,0.928,26,26
130824,0.896,26,26
130936,0.920,26,26
131051,0.672,26,26
131135,0.248,26,26
131166,0.840,26,26
131271,0.880,26,26
131381,0.808,26,26
131482,0.888,26,26
131593,0.888,26,26
131704,0.880,26,26
131814,0.880,26,26
131924,0.824,26,26
132027,0.744,26,26
132120,0.240,26,26
132150,0.448,26,26
132206,0.336,26,26
132248,0.848,26,26
132354,0.888,26,26
132465,0.912,26,26
132579,0.864,26,26
132687,0.864,26,26
132795,0.864,26,26
132903,0.928,26,26
133019,0.928,26,26
133135,0.880,26,26
133245,0.840,26,26
133350,0.904,26,26
133463,0.960,26,26
133583,0.856,26,26
133690,0.912,26,26
133804,0.872,26,26
133913,0.880,26,26
134023,0.896,26,26
134135,0.880,26,26
134245,0.816,26,26
134347,0.920,26,26
134462,0.832,26,26
134566,0.968,26,26
134687,0.912,26,26
134801,0.872,26,26
134910,0.888,26,26
135021,0.896,26,26
135133,0.896,26,26
135245,0.880,26,26
135355,0.864,26,26
135463,0.856,26,26
135570,0.952,26,26
135689,0.880,26,26
135799,0.896,26,26
135911,0.896,26,26
136023,0.856,26,26
136130,0.880,26,26
136240,0.944,26,26
136358,0.880,26,26
136468,0.880,26,26
136578,0.936,26,26
136695,0.872,26,26
136804,0.896,26,26
136916,0.888,26,26
137027,0.896,26,26
137139,0.864,26,26
137247,0.920,26,26
137362,0.864,26,26
137470,0.904,26,26
137583,0.872,26,26
137692,0.888,26,26
137803,0.904,26,26
137916,0.880,26,26
138026,0.904,26,26
138139,0.896,26,26
138251,0.744,26,26
138344,0.840,26,26
138449,0.200,26,26
138474,0.352,26,26
138518,0.328,26,26
138559,0.232,26,26
138588,0.768,26,26
138684,0.960,26,26
138804,0.880,26,26
138914,0.888,26,26
139025,0.808,26,26
139126,0.768,26,26
139222,1.016,26,26
139349,0.744,26,26
139442,0.880,26,26
139552,1.024,26,26
139680,0.928,26,26
139796,0.896,26,26
139908,0.864,26,26
140016,0.904,26,26
140129,0.888,26,26
140240,0.912,26,26
140354,0.816,26,26
140456,0.752,26,26
140550,0.248,26,26
140581,0.832,26,26
140685,0.920,26,26
140800,0.904,26,26
140913,0.712,26,26
141002,0.224,26,26
141030,0.656,26,26
141112,1.136,26,26
141254,0.848,26,26
141360,0.912,26,26
141474,0.888,26,26
141585,0.872,26,26
141694,0.232,26,26
141723,0.528,26,26
141789,0.720,26,26
141879,0.256,26,26
141911,0.896,26,26
142023,0.856,26,26
142130,0.960,26,26
142250,0.416,26,26
142302,0.344,26,26
142345,0.904,26,26
142458,0.864,26,26
142566,0.880,26,26
142676,0.888,26,26
142787,0.864,26,26
142895,0.912,26,26
143009,0.864,26,26
143117,0.664,26,26
143200,0.256,26,26
143232,0.896,26,26
143344,0.880,26,26
143454,0.920,26,26
143569,0.872,26,26
143678,0.544,26,26
143746,0.368,26,26
143792,0.896,26,26
143904,0.896,26,26
144016,0.912,26,26
144130,0.904,26,26
144243,0.880,26,26
144353,0.928,26,26
144469,0.864,26,26
144577,0.944,26,26
144695,0.904,26,26
144808,0.904,26,26
144921,0.696,26,26
145008,0.240,26,26
145038,0.856,26,26
145145,0.888,26,26
145256,0.920,26,26
145371,0.912,26,26
145485,0.904,26,26
145598,0.856,26,26
145705,0.752,26,26
145799,0.248,26,26
145830,0.824,26,26
145933,0.928,26,26
146049,0.944,26,26
146167,0.896,26,26
146279,0.712,26,26
146368,0.248,26,26
146399,0.864,26,26
146507,0.920,26,26
146622,0.904,26,26
146735,0.912,26,26
146849,0.768,26,26
146945,1.024,26,26
147073,0.944,26,26
147191,0.904,26,26
147304,0.928,26,26
147420,0.912,26,26
147534,0.912,26,26
147648,0.912,26,26
147762,0.936,26,26
147879,0.904,26,26
147992,0.912,26,26
148106,0.912,26,26
148220,0.912,26,26
148334,0.656,26,26
148416,0.248,26,26
148447,0.928,26,26
148563,0.912,26,26
148677,0.920,26,26
148792,0.864,26,26
148900,1.000,26,26
149025,0.928,26,26
149141,0.888,26,26
149252,0.416,26,26
149304,0.520,26,26
149369,0.904,26,26
149482,0.920,26,26
149597,0.928,26,26
149713,0.904,26,26
149826,0.576,26,26
149898,1.248,26,26
150054,0.912,26,26
150168,0.616,26,26
150245,0.304,26,26
150283,0.832,26,26
150387,0.920,26,26
150502,0.992,26,26
150626,0.920,26,26
150741,0.896,26,26
150853,0.888,26,26
150964,0.928,26,26
151080,0.904,26,26
151193,0.920,26,26
151308,0.896,26,26
151420,0.904,26,26
151533,0.952,26,26
151652,0.944,26,26
151770,0.864,26,26
151878,1.048,26,26
152009,0.952,26,26
152128,0.888,26,26
152239,0.976,26,26
152361,0.952,26,26
152480,0.960,26,26
152600,0.840,26,26
152705,0.976,26,26
152827,0.976,26,26
152949,0.944,26,26
153067,0.392,26,26
153116,0.552,26,26
153185,0.680,26,26
153270,0.240,26,26
153300,0.896,26,26
153412,0.912,26,26
153526,0.920,26,26
153641,0.712,26,26
153730,1.128,26,26
153871,0.936,26,26
153988,0.952,26,26
154107,0.944,26,26
154225,0.952,26,26
154344,0.944,26,26
154462,0.984,26,26
154585,0.952,26,26
154704,0.960,26,26
154824,0.976,26,26
154946,0.936,26,26
155063,0.936,26,26
155180,0.936,26,26
155297,0.944,26,26
155415,0.936,26,26
155532,0.936,26,26
155649,0.944,26,26
155767,0.944,26,26
155885,0.944,26,26
156003,0.936,26,26
156120,0.920,26,26
156235,0.928,26,26
156351,0.912,26,26
156465,0.920,26,26
156580,0.912,26,26
156694,0.928,26,26
156810,0.928,26,26
156926,0.952,26,26
157045,0.936,26,26
157162,0.936,26,26
157279,0.944,26,26
157397,0.912,26,26
157511,0.952,26,26
157630,0.928,26,26
157746,0.928,26,26
157862,0.920,26,26
157977,0.912,26,26
158091,0.944,26,26
158209,0.968,26,26
158330,0.696,26,26
158417,0.248,26,26
158448,0.936,26,26
158565,0.896,26,26
158677,0.944,26,26
158795,1.032,26,26
158924,0.984,26,26
159047,0.960,26,26
159167,0.928,26,26
159283,0.928,26,26
159399,0.856,26,26
159506,1.024,26,26
159634,0.936,26,26
159751,0.872,26,26
159860,0.664,26,26
159943,0.416,26,26
159995,0.936,26,26
160112,0.960,26,26
160232,0.944,26,26
160350,0.632,26,26
160429,0.304,26,26
160467,0.600,26,26
160542,0.352,26,26
160586,0.944,26,26
160704,0.752,26,26
160798,0.240,26,26
160828,0.640,26,26
160908,0.280,26,26
160943,0.896,26,26
161055,0.776,26,26
161152,0.248,26,26
161183,0.608,26,26
161259,0.344,26,26
161302,0.744,26,26
161395,0.560,26,26
161465,0.488,26,26
161526,0.960,26,26
161646,0.904,26,26
161759,0.952,26,26
161878,0.936,26,26
161995,0.840,26,26
162100,1.048,26,26
162231,0.624,26,26
162309,0.304,26,26
162347,0.984,26,26
162470,0.760,26,26
162565,0.200,26,26
162590,0.696,26,26
162677,0.248,26,26
162708,0.864,26,26
162816,0.968,26,26
162937,0.984,26,26
163060,0.936,26,26
163177,0.968,26,26
163298,0.920,26,26
163413,0.960,26,26
163533,0.424,26,26
163586,0.544,26,26
163654,0.936,26,26
163771,0.624,26,26
163849,0.344,26,26
163892,0.864,26,26
164000,0.904,26,26
164113,0.184,26,26
164136,0.856,26,26
164243,1.000,26,26
164368,0.648,26,26
164449,0.328,26,26
164490,0.912,26,26
164604,0.944,26,26
164722,0.928,26,26
164838,0.952,26,26
164957,0.728,26,26
165048,0.240,26,26
165078,0.896,26,26
165190,0.928,26,26
165306,0.896,26,26
165418,0.960,26,26
165538,0.944,26,26
165656,0.616,26,26
165733,0.344,26,26
165776,0.928,26,26
165892,0.936,26,26
166009,0.960,26,26
166129,0.808,26,26
166230,1.048,26,26
166361,0.784,26,26
166459,0.264,26,26
166492,0.928,26,26
166608,0.960,26,26
166728,0.960,26,26
166848,0.960,26,26
166968,0.968,26,26
167089,0.968,26,26
167210,0.928,26,26
167326,0.968,26,26
167447,0.952,26,26
167566,0.608,26,26
167642,0.256,26,26
167674,1.056,26,26
167806,0.944,26,26
167924,0.864,26,26
168032,0.776,26,26
168129,0.288,26,26
168165,0.912,26,26
168279,0.952,26,26
168398,0.896,26,26
168510,1.064,26,26
168643,0.984,26,26
168766,0.952,26,26
168885,0.912,26,26
168999,0.664,26,26
169082,0.208,26,26
169108,1.112,26,26
169247,0.968,26,26
169368,0.384,26,26
169416,0.560,26,26
169486,0.624,26,26
169564,0.328,26,26
169605,0.976,26,26
169727,0.944,26,26
169845,0.920,26,26
169960,1.000,26,26
170085,0.952,26,26
170204,0.592,26,26
170278,0.280,26,26
170313,0.984,26,26
170436,1.056,26,26
170568,0.968,26,26
170689,0.992,26,26
170813,1.040,26,26
170943,0.992,26,26
171067,0.992,26,26
171191,0.592,26,26
171265,0.224,26,26
171293,1.120,26,26
171433,0.584,26,26
171506,0.392,26,26
171555,0.776,26,26
171652,0.920,26,26
171767,0.224,26,26
171795,0.712,26,26
171884,0.248,26,26
171915,0.832,26,26
172019,1.056,26,26
172151,0.928,26,26
172267,0.952,26,26
172386,0.864,26,26
172494,1.016,26,26
172621,0.952,26,26
172740,0.784,26,26
172838,0.216,26,26
172865,0.504,26,26
172928,0.224,26,26
