point,rri,ECGshift,PPGGshift
75014,0.840,28,28
75119,0.832,28,28
75223,0.872,28,28
75332,0.840,28,28
75437,0.848,28,28
75543,0.840,28,28
75648,0.848,28,28
75754,0.864,28,28
75862,0.872,28,28
75971,0.872,28,28
76080,0.784,28,28
76178,0.872,28,28
76287,0.824,28,28
76390,0.920,28,28
76505,0.808,28,28
76606,0.872,28,28
76715,0.840,28,28
76820,0.872,28,28
76929,0.832,28,28
77033,0.880,28,28
77143,0.840,28,28
77248,0.856,28,28
77355,0.856,28,28
77462,0.848,28,28
77568,0.856,28,28
77675,0.864,28,28
77783,0.840,28,28
77888,0.888,28,28
77999,0.824,28,28
78102,0.872,28,28
78211,0.816,28,28
78313,0.856,28,28
78420,0.848,28,28
78526,0.848,28,28
78632,0.848,28,28
78738,0.848,28,28
78844,0.856,28,28
78951,0.864,28,28
79059,0.840,28,28
79164,0.856,28,28
79271,0.816,28,28
79373,0.880,28,28
79483,0.832,28,28
79587,0.840,28,28
79692,0.832,28,28
79796,0.840,28,28
79901,0.832,28,28
80005,0.832,28,28
80109,0.848,28,28
80215,0.816,28,28
80317,0.824,28,28
80420,0.832,28,28
80524,0.840,28,28
80629,0.832,28,28
80733,0.840,28,28
80838,0.848,28,28
80944,0.808,28,28
81045,0.856,28,28
81152,0.848,28,28
81258,0.856,28,28
81365,0.824,28,28
81468,0.848,28,28
81574,0.800,28,28
81674,0.848,28,28
81780,0.864,28,28
81888,0.832,28,28
81992,0.864,28,28
82100,0.784,28,28
82198,0.824,28,28
82301,0.840,28,28
82406,0.832,28,28
82510,0.856,28,28
82617,0.800,28,28
82717,0.816,28,28
82819,0.840,28,28
82924,0.856,28,28
83031,0.840,28,28
83136,0.784,28,28
83234,0.832,28,28
83338,0.880,28,28
83448,0.832,28,28
83552,0.800,28,28
83652,0.832,28,28
83756,0.856,28,28
83863,0.824,28,28
83966,0.824,28,28
84069,0.896,28,28
84181,0.840,28,28
84286,0.832,28,28
84390,0.848,28,28
84496,0.840,28,28
84601,0.856,28,28
84708,0.912,28,28
84822,0.808,28,28
84923,0.848,28,28
85029,0.848,28,28
85135,0.872,28,28
85244,0.840,28,28
85349,0.896,28,28
85461,0.808,28,28
85562,0.856,28,28
85669,0.856,28,28
85776,0.832,28,28
85880,0.840,28,28
85985,0.856,28,28
86092,0.848,28,28
86198,0.824,28,28
86301,0.832,28,28
86405,0.832,28,28
86509,0.880,28,28
86619,0.880,28,28
86729,0.800,28,28
86829,0.848,28,28
86935,0.856,28,28
87042,0.840,28,28
87147,0.936,28,28
87264,0.856,28,28
87371,0.848,28,28
87477,0.888,28,28
87588,0.824,28,28
87691,0.912,28,28
87805,0.824,28,28
87908,0.936,28,28
88025,0.792,28,28
88124,0.856,28,28
88231,0.856,28,28
88338,0.864,28,28
88446,0.848,28,28
88552,0.848,28,28
88658,0.840,28,28
88763,0.856,28,28
88870,0.872,28,28
88979,0.824,28,28
89082,0.856,28,28
89189,0.896,28,28
89301,0.808,28,28
89402,0.872,28,28
89511,0.832,28,28
89615,0.888,28,28
89726,0.816,28,28
89828,0.848,28,28
89934,0.832,28,28
90038,0.840,28,28
90143,0.848,28,28
90249,0.840,28,28
90354,0.856,28,28
90461,0.888,28,28
90572,0.808,28,28
90673,0.840,28,28
90778,0.848,28,28
90884,0.864,28,28
90992,0.840,28,28
91097,0.864,28,28
91205,0.848,28,28
91311,0.856,28,28
91418,0.832,28,28
91522,0.904,28,28
91635,0.792,28,28
91734,0.872,28,28
91843,0.832,28,28
91947,0.832,28,28
92051,0.840,28,28
92156,0.856,28,28
92263,0.840,28,28
92368,0.848,28,28
92474,0.840,28,28
92579,0.840,28,28
92684,0.840,28,28
92789,0.848,28,28
92895,0.840,28,28
93000,0.824,28,28
93103,0.824,28,28
93206,0.848,28,28
93312,0.856,28,28
93419,0.800,28,28
93519,0.840,28,28
93624,0.848,28,28
93730,0.808,28,28
93831,0.848,28,28
93937,0.840,28,28
94042,0.856,28,28
94149,0.856,28,28
94256,0.816,28,28
94358,0.872,28,28
94467,0.832,28,28
94571,0.888,28,28
94682,0.872,28,28
94791,0.880,28,28
94901,0.792,28,28
95000,0.864,28,28
95108,0.856,28,28
95215,0.912,28,28
95329,0.880,28,28
95439,0.824,28,28
95542,0.848,28,28
95648,0.824,28,28
95751,0.832,28,28
95855,0.936,28,28
95972,0.840,28,28
96077,0.816,28,28
96179,0.848,28,28
96285,0.872,28,28
96394,0.904,28,28
96507,0.808,28,28
96608,0.848,28,28
96714,0.856,28,28
96821,0.848,28,28
96927,0.904,28,28
97040,0.800,28,28
97140,0.864,28,28
97248,0.856,28,28
97355,0.848,28,28
97461,0.872,28,28
97570,0.840,28,28
97675,0.880,28,28
97785,0.872,28,28
97894,0.848,28,28
98000,0.864,28,28
98108,0.848,28,28
98214,0.872,28,28
98323,0.872,28,28
98432,0.848,28,28
98538,0.888,28,28
98649,0.880,28,28
98759,0.792,28,28
98858,0.888,28,28
98969,0.832,28,28
99073,0.848,28,28
99179,0.848,28,28
99285,0.840,28,28
99390,0.840,28,28
99495,0.936,28,28
99612,0.800,28,28
99712,0.824,28,28
99815,0.856,28,28
99922,0.864,28,28
100030,0.816,28,28
100132,0.904,28,28
100245,0.832,28,28
100349,0.888,28,28
100460,0.848,28,28
100566,0.800,28,28
100666,0.904,28,28
100779,0.800,28,28
100879,0.856,28,28
100986,0.856,28,28
101093,0.848,28,28
101199,0.872,28,28
101308,0.920,28,28
101423,0.848,28,28
101529,0.864,28,28
101637,0.808,28,28
101738,0.864,28,28
101846,0.912,28,28
101960,0.824,28,28
102063,0.880,28,28
102173,0.864,28,28
102281,0.864,28,28
102389,0.848,28,28
102495,0.848,28,28
102601,0.920,28,28
102716,0.848,28,28
102822,0.816,28,28
102924,0.864,28,28
103032,0.840,28,28
103137,0.848,28,28
103243,0.872,28,28
103352,0.864,28,28
103460,0.840,28,28
103565,0.864,28,28
103673,0.840,28,28
103778,0.864,28,28
103886,0.856,28,28
103993,0.872,28,28
104102,0.832,28,28
104206,0.848,28,28
104312,0.848,28,28
104418,0.880,28,28
104528,0.832,28,28
104632,0.872,28,28
104741,0.840,28,28
104846,0.848,28,28
104952,0.848,28,28
105058,0.920,28,28
105173,0.840,28,28
105278,0.840,28,28
105383,0.856,28,28
105490,0.848,28,28
105596,0.800,28,28
105696,0.872,28,28
105805,0.848,28,28
105911,0.840,28,28
106016,0.856,28,28
106123,0.848,28,28
106229,0.840,28,28
106334,0.864,28,28
106442,0.928,28,28
106558,0.784,28,28
106656,0.856,28,28
106763,0.864,28,28
106871,0.816,28,28
106973,0.856,28,28
107080,0.920,28,28
107195,0.800,28,28
107295,0.872,28,28
107404,0.824,28,28
107507,0.912,28,28
107621,0.832,28,28
107725,0.936,28,28
107842,0.784,28,28
107940,0.832,28,28
108044,0.936,28,28
108161,0.872,28,28
108270,0.872,28,28
108379,0.840,28,28
108484,0.880,28,28
108594,0.808,28,28
108695,0.912,28,28
108809,0.832,28,28
108913,0.856,28,28
109020,0.856,28,28
109127,0.792,28,28
109226,0.880,28,28
109336,0.856,28,28
109443,0.816,28,28
109545,0.856,28,28
109652,0.864,28,28
109760,0.880,28,28
109870,0.800,28,28
109970,0.872,28,28
110079,0.928,28,28
110195,0.848,28,28
110301,0.792,28,28
110400,0.848,28,28
110506,0.920,28,28
110621,0.864,28,28
110729,0.832,28,28
110833,0.864,28,28
110941,0.864,28,28
111049,0.792,28,28
111148,0.856,28,28
111255,0.872,28,28
111364,0.888,28,28
111475,0.880,28,28
111585,0.840,28,28
111690,0.848,28,28
111796,0.848,28,28
111902,0.920,28,28
112017,0.864,28,28
112125,0.888,28,28
112236,0.840,28,28
112341,0.824,28,28
112444,0.856,28,28
112551,0.872,28,28
112660,0.840,28,28
112765,0.864,28,28
112873,0.824,28,28
112976,0.864,28,28
113084,0.824,28,28
113187,0.872,28,28
113296,0.832,28,28
113400,0.840,28,28
113505,0.840,28,28
113610,0.904,28,28
113723,0.864,28,28
113831,0.776,28,28
113928,0.912,28,28
114042,0.848,28,28
114148,0.792,28,28
114247,0.856,28,28
114354,0.880,28,28
114464,0.856,28,28
114571,0.840,28,28
114676,0.904,28,28
114789,0.856,28,28
114896,0.928,28,28
115012,0.808,28,28
115113,0.864,28,28
115221,0.872,28,28
115330,0.936,28,28
115447,0.848,28,28
115553,0.904,28,28
115666,0.840,28,28
115771,0.816,28,28
115873,0.928,28,28
115989,0.816,28,28
116091,0.912,28,28
116205,0.888,28,28
116316,0.824,28,28
116419,0.824,28,28
116522,0.880,28,28
116632,0.816,28,28
116734,0.864,28,28
116842,0.848,28,28
116948,0.848,28,28
117054,0.848,28,28
117160,0.920,28,28
117275,0.856,28,28
117382,0.840,28,28
117487,0.840,28,28
117592,0.856,28,28
117699,0.856,28,28
117806,0.960,28,28
