'sample interval','PLETH','II'
'0.008 sec','mV','mV'
112501,-0.53850000,0.33122029
112502,-0.53850000,0.81774960
112503,-0.54250000,1.11251981
112504,-0.54050000,0.82884311
112505,-0.54250000,0.22820919
112506,-0.54050000,-0.13153724
112507,-0.54050000,-0.17432647
112508,-0.54250000,-0.12202853
112509,-0.54050000,-0.09350238
112510,-0.54250000,-0.08240887
112511,-0.54050000,-0.08082409
112512,-0.53850000,-0.07606973
112513,-0.54050000,-0.06814580
112514,-0.53650000,-0.05863708
112515,-0.53650000,-0.05863708
112516,-0.53500000,-0.05546751
112517,-0.53100000,-0.05229794
112518,-0.52900000,-0.04437401
112519,-0.52500000,-0.03486529
112520,-0.52100000,-0.02377179
112521,-0.51700000,-0.02218700
112522,-0.51300000,-0.02852615
112523,-0.50700000,-0.03328051
112524,-0.50300000,-0.02377179
112525,-0.49500000,-0.01109350
112526,-0.48900000,-0.00158479
112527,-0.48350000,0.00475436
112528,-0.47550000,0.01426307
112529,-0.46750000,0.02852615
112530,-0.45750000,0.04437401
112531,-0.44950000,0.04437401
112532,-0.43350000,0.04437401
112533,-0.41400000,0.05546751
112534,-0.38600000,0.05863708
112535,-0.35250000,0.06656101
112536,-0.30900000,0.06973059
112537,-0.25550000,0.07448494
112538,-0.19400000,0.08557845
112539,-0.12700000,0.09033281
112540,-0.05150000,0.09667195
112541,0.02350000,0.10301109
112542,0.10300000,0.10142631
112543,0.17800000,0.10301109
112544,0.24950000,0.09667195
112545,0.31100000,0.09033281
112546,0.36650000,0.07606973
112547,0.41400000,0.06180666
112548,0.45150000,0.05071315
112549,0.48100000,0.04437401
112550,0.50100000,0.04278922
112551,0.51500000,0.03328051
112552,0.52300000,0.03328051
112553,0.52300000,0.02852615
112554,0.51900000,0.02060222
112555,0.51100000,0.02218700
112556,0.50100000,0.02694136
112557,0.48300000,0.03328051
112558,0.46350000,0.03486529
112559,0.44350000,0.03486529
112560,0.42200000,0.02852615
112561,0.39400000,0.02060222
112562,0.36250000,0.01584786
112563,0.33050000,0.00950872
112564,0.29300000,0.01426307
112565,0.25550000,0.02218700
112566,0.21400000,0.02060222
112567,0.17050000,0.01109350
112568,0.12650000,0.00000000
112569,0.08300000,-0.00158479
112570,0.04150000,-0.00950872
112571,0.00000000,-0.01267829
112572,-0.03750000,-0.01267829
112573,-0.06950000,-0.02218700
112574,-0.09900000,-0.02377179
112575,-0.12500000,-0.01743265
112576,-0.14650000,-0.01267829
112577,-0.16450000,-0.01267829
112578,-0.18000000,-0.01267829
112579,-0.19400000,-0.01743265
112580,-0.20800000,-0.01901743
112581,-0.21800000,-0.00792393
112582,-0.22800000,0.00000000
112583,-0.23750000,0.00000000
112584,-0.24950000,0.00000000
112585,-0.25550000,-0.00950872
112586,-0.26750000,-0.01267829
112587,-0.27550000,-0.01267829
112588,-0.28900000,-0.00633914
112589,-0.29700000,0.00000000
112590,-0.30900000,0.01426307
112591,-0.31900000,0.03328051
112592,-0.32900000,0.04437401
112593,-0.34050000,0.04912837
112594,-0.35050000,0.06339144
112595,-0.36050000,0.07923930
112596,-0.37250000,0.09350238
112597,-0.38400000,0.10301109
112598,-0.39400000,0.08557845
112599,-0.40600000,0.05863708
112600,-0.41800000,0.04437401
112601,-0.42800000,0.02852615
112602,-0.43550000,0.01426307
112603,-0.44350000,-0.00633914
112604,-0.44850000,-0.02218700
112605,-0.45450000,-0.02218700
112606,-0.46250000,-0.01267829
112607,-0.46650000,-0.02535658
112608,-0.47250000,-0.05705230
112609,-0.47650000,0.00792393
112610,-0.47850000,0.29001585
112611,-0.48450000,0.77337559
112612,-0.48850000,1.13629160
112613,-0.49050000,0.94136292
112614,-0.49400000,0.34072900
112615,-0.49400000,-0.08240887
112616,-0.49800000,-0.15055468
112617,-0.49800000,-0.10142631
112618,-0.50000000,-0.07290016
112619,-0.50000000,-0.06814580
112620,-0.50200000,-0.05863708
112621,-0.50200000,-0.05388273
112622,-0.50400000,-0.04595880
112623,-0.50400000,-0.04120444
112624,-0.50200000,-0.03486529
112625,-0.50000000,-0.03486529
112626,-0.50000000,-0.03328051
112627,-0.49800000,-0.02377179
112628,-0.49600000,-0.01267829
112629,-0.49250000,-0.01901743
112630,-0.48850000,-0.03328051
112631,-0.48650000,-0.02852615
112632,-0.48250000,-0.01109350
112633,-0.47650000,0.00000000
112634,-0.47250000,0.00633914
112635,-0.46850000,0.02060222
112636,-0.46050000,0.03169572
112637,-0.45250000,0.03486529
112638,-0.44650000,0.04437401
112639,-0.43450000,0.04912837
112640,-0.42700000,0.05705230
112641,-0.41100000,0.06180666
112642,-0.38900000,0.06973059
112643,-0.36700000,0.07923930
112644,-0.33350000,0.07923930
112645,-0.29400000,0.08557845
