'sample interval','PLETH','II'
'0.008 sec','mV','mV'
112501,-0.34000000,0.09851852
112502,-0.35000000,0.09851852
112503,-0.36050000,0.10222222
112504,-0.37450000,0.09851852
112505,-0.38650000,0.10666667
112506,-0.40300000,0.11037037
112507,-0.41900000,0.09851852
112508,-0.43700000,0.09851852
112509,-0.45550000,0.08222222
112510,-0.47550000,0.07407407
112511,-0.49400000,0.05777778
112512,-0.51000000,0.04518519
112513,-0.51800000,0.03333333
112514,-0.52200000,0.01703704
112515,-0.52000000,0.01259259
112516,-0.51000000,0.00148148
112517,-0.49200000,0.00148148
112518,-0.46550000,-0.00666667
112519,-0.43300000,-0.01481481
112520,-0.39250000,-0.01481481
112521,-0.35400000,-0.01851852
112522,-0.31150000,-0.01851852
112523,-0.26700000,-0.01481481
112524,-0.22450000,-0.01851852
112525,-0.18650000,-0.01851852
112526,-0.15400000,-0.01481481
112527,-0.12350000,-0.01481481
112528,-0.09700000,-0.01481481
112529,-0.07300000,-0.01481481
112530,-0.05700000,-0.01481481
112531,-0.04650000,-0.00222222
112532,-0.04600000,0.00148148
112533,-0.04400000,0.00148148
112534,-0.04800000,0.00148148
112535,-0.05200000,0.00148148
112536,-0.06200000,0.00148148
112537,-0.07400000,0.00148148
112538,-0.08800000,0.00148148
112539,-0.10600000,0.00148148
112540,-0.12400000,0.00148148
112541,-0.14000000,0.00148148
112542,-0.16200000,0.00148148
112543,-0.17800000,0.00148148
112544,-0.19200000,0.00148148
112545,-0.20600000,0.00148148
112546,-0.21400000,0.00148148
112547,-0.21400000,0.00148148
112548,-0.20600000,0.00148148
112549,-0.19400000,0.00888889
112550,-0.17200000,0.02074074
112551,-0.13800000,0.04148148
112552,-0.09200000,0.06148148
112553,-0.04200000,0.05777778
112554,0.01800000,0.05777778
112555,0.08200000,0.04148148
112556,0.15000000,0.01703704
112557,0.21600000,0.02074074
112558,0.28000000,0.02888889
112559,0.33800000,0.03333333
112560,0.39000000,0.00888889
112561,0.43600000,-0.01481481
112562,0.47200000,-0.03481481
112563,0.50200000,-0.04740741
112564,0.51600000,-0.04296296
112565,0.52600000,-0.03111111
112566,0.52400000,-0.03111111
112567,0.51200000,-0.03111111
112568,0.49400000,-0.03111111
112569,0.46600000,-0.03111111
112570,0.43200000,-0.03111111
112571,0.39200000,-0.04740741
112572,0.34800000,-0.07185185
112573,0.30200000,-0.04740741
112574,0.25400000,0.20000000
112575,0.20600000,0.24444444
112576,0.15600000,-0.31555556
112577,0.10800000,-0.64074074
112578,0.06200000,-0.58370370
112579,0.01800000,-0.29925926
112580,-0.02400000,-0.04296296
112581,-0.06600000,0.00148148
112582,-0.10400000,0.01259259
112583,-0.13800000,0.00888889
112584,-0.17000000,0.02074074
112585,-0.19600000,0.03333333
112586,-0.22000000,0.04962963
112587,-0.24200000,0.06148148
112588,-0.26000000,0.07777778
112589,-0.27800000,0.08222222
112590,-0.29000000,0.08222222
112591,-0.30200000,0.09037037
112592,-0.31200000,0.09407407
112593,-0.32200000,0.09851852
112594,-0.33200000,0.09851852
112595,-0.34200000,0.09851852
112596,-0.35700000,0.10666667
112597,-0.37100000,0.11037037
112598,-0.38700000,0.11037037
112599,-0.40300000,0.10666667
112600,-0.42050000,0.10222222
112601,-0.44050000,0.08592593
112602,-0.45850000,0.08222222
112603,-0.47850000,0.07777778
112604,-0.49400000,0.04962963
112605,-0.50600000,0.04518519
112606,-0.51000000,0.03333333
112607,-0.51000000,0.02518519
112608,-0.49800000,0.00888889
112609,-0.48250000,0.00148148
112610,-0.46050000,0.00148148
112611,-0.42650000,-0.01037037
112612,-0.39100000,-0.01481481
112613,-0.34950000,-0.01851852
112614,-0.31150000,-0.02666667
112615,-0.26800000,-0.01851852
112616,-0.22650000,-0.02296296
112617,-0.19050000,-0.02296296
