'sample interval','PLETH','II'
'0.008 sec','mV','mV'
112501,-0.59000000,0.62017804
112502,-0.58500000,0.49851632
112503,-0.56100000,0.39317507
112504,-0.53650000,0.27893175
112505,-0.50250000,0.19732938
112506,-0.45850000,0.13204748
112507,-0.41450000,0.09050445
112508,-0.35100000,0.04154303
112509,-0.29250000,0.03412463
112510,-0.23400000,0.00296736
112511,-0.17550000,0.00296736
112512,-0.12700000,0.00296736
112513,-0.08800000,-0.02077151
112514,-0.05850000,0.00296736
112515,-0.03900000,-0.02077151
112516,-0.03900000,-0.02077151
112517,-0.04900000,-0.01335312
112518,-0.07350000,-0.02967359
112519,-0.10750000,-0.02967359
112520,-0.15150000,-0.02967359
112521,-0.19500000,-0.05341246
112522,-0.24400000,-0.06231454
112523,-0.29250000,-0.06231454
112524,-0.33650000,-0.05341246
112525,-0.38550000,-0.03709199
112526,-0.42450000,-0.02967359
112527,-0.45850000,-0.04599407
112528,-0.48750000,-0.01335312
112529,-0.51200000,-0.01335312
112530,-0.52200000,-0.05341246
112531,-0.53150000,-0.02967359
112532,-0.54150000,-0.02967359
112533,-0.53650000,-0.00445104
112534,-0.53150000,-0.06231454
112535,-0.52650000,-0.04599407
112536,-0.51700000,-0.02967359
112537,-0.50700000,-0.02967359
112538,-0.49750000,-0.06231454
112539,-0.49250000,-0.02967359
112540,-0.47800000,0.03412463
112541,-0.46800000,0.36795252
112542,-0.45850000,0.66023739
112543,-0.44850000,0.30267062
112544,-0.44850000,0.02670623
112545,-0.43900000,-0.16765579
112546,-0.43400000,-0.20029674
112547,-0.43400000,-0.07863501
112548,-0.42450000,0.00296736
112549,-0.42900000,-0.02967359
112550,-0.42900000,-0.06231454
112551,-0.42900000,-0.04599407
112552,-0.43400000,-0.05341246
112553,-0.43400000,-0.05341246
112554,-0.43400000,-0.06231454
112555,-0.43900000,-0.08605341
112556,-0.43900000,-0.10237389
112557,-0.43900000,-0.15133531
112558,-0.44850000,-0.14391691
112559,-0.44850000,-0.10237389
112560,-0.44850000,-0.02967359
112561,-0.45850000,0.00296736
112562,-0.45850000,0.00296736
112563,-0.45850000,0.06676558
112564,-0.45350000,0.12314540
112565,-0.45850000,0.14836795
112566,-0.45350000,0.18842730
112567,-0.45350000,0.22997033
112568,-0.44400000,0.26261128
112569,-0.42900000,0.26261128
112570,-0.40500000,0.26261128
112571,-0.36600000,0.23738872
112572,-0.31200000,0.19732938
112573,-0.24900000,0.13204748
112574,-0.16100000,0.06676558
112575,-0.06850000,0.01780415
112576,0.04350000,0.00296736
112577,0.14600000,0.00296736
112578,0.25800000,0.00296736
112579,0.36050000,0.00296736
112580,0.44350000,0.00296736
112581,0.51150000,0.00296736
112582,0.56550000,0.00296736
112583,0.59450000,0.00296736
112584,0.61400000,0.00296736
112585,0.61400000,0.00296736
112586,0.59950000,0.00296736
112587,0.58000000,0.00296736
112588,0.55050000,0.00296736
112589,0.51150000,-0.02077151
112590,0.47250000,-0.02967359
112591,0.43350000,-0.02967359
112592,0.39000000,-0.05341246
112593,0.33150000,-0.04599407
112594,0.27750000,-0.03709199
112595,0.22400000,-0.01335312
112596,0.16550000,0.00296736
112597,0.10700000,0.00296736
112598,0.05350000,0.00296736
112599,-0.00500000,0.00296736
112600,-0.05400000,0.00296736
112601,-0.09750000,0.00296736
112602,-0.13200000,0.00296736
112603,-0.15600000,0.00296736
112604,-0.18550000,0.00296736
112605,-0.19500000,-0.02967359
112606,-0.21450000,-0.02967359
112607,-0.21950000,-0.02967359
112608,-0.21450000,-0.02967359
112609,-0.21950000,-0.02967359
112610,-0.22450000,-0.02967359
112611,-0.22450000,-0.02967359
112612,-0.22450000,-0.02967359
112613,-0.22450000,0.00296736
112614,-0.22450000,0.00296736
