point,rri,ECGshift,PPGGshift
1140019,0.592,21,21
1140093,0.592,21,21
1140167,0.576,21,21
1140239,0.592,21,21
1140313,0.584,21,21
1140386,0.744,21,21
1140479,0.688,21,21
1140565,0.520,21,21
1140630,0.656,21,21
1140712,0.624,21,21
1140790,0.616,21,21
1140867,0.536,21,21
1140934,0.664,21,21
1141017,0.600,21,21
1141092,0.664,21,21
1141175,0.536,21,21
1141242,0.600,21,21
1141317,0.632,21,21
1141396,0.640,21,21
1141476,0.536,21,21
1141543,0.648,21,21
1141624,0.616,21,21
1141701,0.536,21,21
1141768,0.648,21,21
1141849,0.560,21,21
1141919,0.520,21,21
1141984,0.648,21,21
1142065,0.648,21,21
1142146,0.736,21,21
1142238,0.696,21,21
1142325,0.528,21,21
1142391,0.736,21,21
1142483,0.640,21,21
1142563,0.680,21,21
1142648,0.568,21,21
1142719,0.608,21,21
1142795,0.520,21,21
1142860,0.264,21,21
1142893,0.640,21,21
1142973,0.776,21,21
1143070,0.696,21,21
1143157,0.592,21,21
1143231,0.592,21,21
1143305,0.656,21,21
1143387,0.768,21,21
1143483,0.712,21,21
1143572,0.760,21,21
1143667,0.752,21,21
1143761,0.640,21,21
1143841,0.584,21,21
1143914,0.712,21,21
1144003,0.784,21,21
1144101,0.616,21,21
1144178,0.736,21,21
1144270,0.744,21,21
1144363,0.736,21,21
1144455,0.520,21,21
1144520,0.736,21,21
1144612,0.584,21,21
1144685,0.632,21,21
1144764,0.688,21,21
1144850,0.592,21,21
1144924,0.632,21,21
1145003,0.520,21,21
1145068,0.552,21,21
1145137,0.648,21,21
1145218,0.656,21,21
1145300,0.728,21,21
1145391,0.560,21,21
1145461,0.640,21,21
1145541,0.600,21,21
1145616,0.768,21,21
1145712,0.584,21,21
1145785,0.664,21,21
1145868,0.632,21,21
1145947,0.760,21,21
1146042,0.792,21,21
1146141,0.776,21,21
1146238,0.568,21,21
1146309,0.616,21,21
1146386,0.544,21,21
1146454,0.696,21,21
1146541,0.784,21,21
1146639,0.728,21,21
1146730,0.616,21,21
1146807,0.712,21,21
1146896,1.432,21,21
1147075,0.664,21,21
1147158,0.664,21,21
1147241,0.720,21,21
1147331,0.840,21,21
1147436,0.568,21,21
1147507,0.608,21,21
1147583,0.672,21,21
1147667,0.520,21,21
1147732,0.728,21,21
1147823,0.704,21,21
1147911,0.688,21,21
1147997,0.688,21,21
1148083,0.576,21,21
1148155,0.696,21,21
1148242,0.672,21,21
1148326,0.760,21,21
1148421,0.664,21,21
1148504,0.608,21,21
1148580,0.672,21,21
1148664,0.248,21,21
1148695,0.528,21,21
1148761,0.648,21,21
1148842,0.568,21,21
1148913,0.568,21,21
1148984,0.672,21,21
1149068,0.528,21,21
1149134,0.576,21,21
1149206,0.584,21,21
1149279,0.592,21,21
1149353,0.592,21,21
1149427,0.760,21,21
1149522,0.592,21,21
1149596,0.664,21,21
1149679,0.696,21,21
1149766,0.656,21,21
1149848,0.608,21,21
1149924,1.264,21,21
1150082,0.552,21,21
1150151,0.744,21,21
1150244,0.648,21,21
1150325,0.712,21,21
1150414,0.760,21,21
1150509,0.688,21,21
1150595,0.672,21,21
1150679,0.720,21,21
1150769,0.672,21,21
1150853,0.608,21,21
1150929,0.616,21,21
1151006,1.336,21,21
1151173,0.520,21,21
1151238,0.704,21,21
1151326,0.656,21,21
1151408,0.600,21,21
1151483,0.696,21,21
1151570,0.632,21,21
1151649,0.736,21,21
1151741,0.560,21,21
1151811,0.560,21,21
1151881,0.744,21,21
1151974,0.784,21,21
1152072,0.704,21,21
1152160,0.680,21,21
1152245,0.784,21,21
1152343,0.632,21,21
1152422,0.664,21,21
1152505,0.704,21,21
1152593,0.784,21,21
1152691,0.792,21,21
1152790,0.560,21,21
1152860,0.504,21,21
1152923,0.496,21,21
1152985,0.512,21,21
1153049,0.584,21,21
1153122,0.792,21,21
1153221,0.528,21,21
1153287,0.688,21,21
1153373,0.808,21,21
1153474,0.576,21,21
1153546,0.504,21,21
1153609,0.688,21,21
1153695,0.568,21,21
1153766,0.736,21,21
1153858,0.784,21,21
1153956,0.808,21,21
1154057,0.600,21,21
1154132,0.600,21,21
1154207,0.632,21,21
1154286,0.680,21,21
1154371,0.600,21,21
1154446,0.544,21,21
1154514,0.696,21,21
1154601,0.664,21,21
1154684,0.704,21,21
1154772,0.568,21,21
1154843,0.616,21,21
1154920,0.648,21,21
1155001,0.480,21,21
1155061,0.328,21,21
1155102,1.496,21,21
1155289,1.456,21,21
1155471,0.688,21,21
1155557,0.624,21,21
1155635,0.624,21,21
1155713,0.648,21,21
1155794,0.624,21,21
1155872,0.568,21,21
1155943,0.752,21,21
1156037,0.632,21,21
1156116,0.552,21,21
1156185,0.736,21,21
1156277,0.808,21,21
1156378,0.680,21,21
1156463,0.632,21,21
1156542,0.608,21,21
1156618,0.680,21,21
1156703,0.560,21,21
1156773,0.784,21,21
1156871,0.584,21,21
1156944,0.584,21,21
1157017,0.800,21,21
1157117,0.856,21,21
1157224,0.680,21,21
1157309,0.568,21,21
1157380,0.688,21,21
1157466,0.608,21,21
1157542,0.712,21,21
1157631,0.592,21,21
1157705,0.640,21,21
1157785,0.768,21,21
1157881,0.704,21,21
1157969,0.768,21,21
1158065,0.720,21,21
1158155,0.840,21,21
1158260,0.552,21,21
1158329,0.544,21,21
