'sample interval','PLETH','II'
'0.008 sec','mV','mV'
112576,-0.74050000,0.02072344
112577,-0.72250000,0.01469480
112578,-0.71100000,0.01055011
112579,-0.70700000,0.00527506
112580,-0.70100000,0.00489827
112581,-0.70100000,0.00000000
112582,-0.70500000,-0.00565185
112583,-0.70900000,-0.00791258
112584,-0.71300000,-0.00979653
112585,-0.71500000,-0.00715901
112586,-0.71900000,-0.00715901
112587,-0.71900000,-0.01582517
112588,-0.72100000,-0.01846270
112589,-0.72100000,-0.01130369
112590,-0.71500000,-0.00715901
112591,-0.71100000,-0.01318764
112592,-0.70300000,-0.01243406
112593,-0.69750000,-0.00602864
112594,-0.68950000,-0.00075358
112595,-0.68000000,0.00527506
112596,-0.67000000,0.00753580
112597,-0.65850000,0.00301432
112598,-0.64850000,0.00376790
112599,-0.63850000,0.01055011
112600,-0.62900000,0.01055011
112601,-0.62100000,0.01055011
112602,-0.61350000,0.01055011
112603,-0.60750000,0.00904295
112604,-0.59950000,0.00226074
112605,-0.59600000,-0.00791258
112606,-0.59200000,-0.01356443
112607,-0.58800000,-0.01017332
112608,-0.58600000,-0.01130369
112609,-0.58200000,-0.02147702
112610,-0.58200000,-0.02223060
112611,-0.58000000,-0.01318764
112612,-0.58200000,-0.01469480
112613,-0.58000000,-0.01921628
112614,-0.58000000,-0.01582517
112615,-0.58000000,-0.01394122
112616,-0.58200000,-0.01544838
112617,-0.58400000,-0.01921628
112618,-0.58200000,-0.02298417
112619,-0.58600000,-0.01356443
112620,-0.58800000,0.02223060
112621,-0.58600000,0.06932931
112622,-0.58800000,0.11793519
112623,-0.58800000,0.18839488
112624,-0.58800000,0.24642050
112625,-0.58800000,0.23813112
112626,-0.58600000,0.18387340
112627,-0.58400000,0.12886209
112628,-0.58400000,0.09231349
112629,-0.58200000,0.06970610
112630,-0.57800000,0.04408440
112631,-0.57450000,0.00866616
112632,-0.57050000,-0.02072344
112633,-0.56850000,-0.03692540
112634,-0.56250000,-0.04107008
112635,-0.55850000,-0.04107008
112636,-0.55300000,-0.03880934
112637,-0.54700000,-0.03730219
112638,-0.54100000,-0.03428787
112639,-0.53500000,-0.03051997
112640,-0.52950000,-0.03014318
112641,-0.52350000,-0.02976639
112642,-0.51750000,-0.02825923
112643,-0.51200000,-0.03165034
112644,-0.50400000,-0.03617182
112645,-0.50200000,-0.03993971
112646,-0.49400000,-0.04559156
112647,-0.48650000,-0.04973625
112648,-0.48050000,-0.05350414
112649,-0.46700000,-0.05802562
112650,-0.45300000,-0.06179352
112651,-0.43350000,-0.06556142
112652,-0.40650000,-0.06141673
112653,-0.37100000,-0.05764883
112654,-0.33200000,-0.05388093
112655,-0.28350000,-0.04709872
112656,-0.22450000,-0.03767898
112657,-0.16400000,-0.02750565
112658,-0.09750000,-0.01695554
112659,-0.03350000,-0.00527506
112660,0.03700000,0.00301432
112661,0.10350000,0.00527506
112662,0.16400000,0.00150716
112663,0.22250000,0.00113037
112664,0.27350000,0.00640543
112665,0.32000000,0.00828937
112666,0.35950000,0.01092690
112667,0.39250000,0.01318764
112668,0.42000000,0.01356443
112669,0.43950000,0.01318764
112670,0.45100000,0.01092690
112671,0.46100000,0.01055011
112672,0.46100000,0.00904295
112673,0.46100000,0.00753580
112674,0.45100000,0.00263753
112675,0.44150000,-0.00527506
112676,0.42400000,-0.01092690
112677,0.40250000,-0.01092690
112678,0.38100000,-0.01243406
112679,0.35950000,-0.01544838
112680,0.33400000,-0.01507159
