'sample interval','PLETH','II'
'0.008 sec','mV','mV'
112501,-0.38250000,0.06493955
112502,-0.39600000,0.06873921
112503,-0.41300000,0.07253886
112504,-0.42650000,0.08393782
112505,-0.44050000,0.08773748
112506,-0.44700000,0.09153713
112507,-0.46100000,0.09326425
112508,-0.45750000,0.09533679
112509,-0.45750000,0.08946459
112510,-0.44700000,0.09913644
112511,-0.43000000,0.10293610
112512,-0.40300000,0.10086356
112513,-0.36850000,0.09326425
112514,-0.32750000,0.08186528
112515,-0.27650000,0.06666667
112516,-0.22500000,0.05146805
112517,-0.16700000,0.03454231
112518,-0.10900000,0.02107081
112519,-0.04750000,0.02314335
112520,0.01700000,0.01934370
112521,0.07500000,0.00794473
112522,0.13000000,0.00414508
112523,0.18100000,0.00069085
112524,0.22900000,-0.00103627
112525,0.27000000,-0.01623489
112526,0.30400000,-0.00690846
112527,0.33450000,0.00069085
112528,0.35850000,0.00587219
112529,0.38250000,0.00794473
112530,0.39600000,0.00414508
112531,0.41000000,0.00794473
112532,0.41650000,0.01554404
112533,0.42350000,0.01727116
112534,0.42350000,0.01554404
112535,0.42000000,0.00967185
112536,0.41300000,0.00794473
112537,0.40300000,0.00794473
112538,0.38950000,0.00069085
112539,0.37900000,0.00414508
112540,0.36550000,0.00414508
112541,0.34850000,0.00967185
112542,0.33100000,0.01174439
112543,0.32100000,0.00587219
112544,0.30050000,0.00967185
112545,0.28350000,0.00967185
112546,0.27000000,0.00414508
112547,0.25250000,0.00241796
112548,0.23900000,0.00069085
112549,0.22550000,0.00034542
112550,0.20500000,0.01554404
112551,0.18450000,0.01554404
112552,0.17100000,0.01554404
112553,0.15050000,0.02487047
112554,0.13000000,0.01934370
112555,0.10950000,-0.05630397
112556,0.08900000,-0.13195164
112557,0.06500000,-0.21519862
112558,0.03750000,-0.28911917
112559,0.01700000,-0.35336788
112560,-0.00650000,-0.30431779
112561,-0.03400000,-0.25492228
112562,-0.05800000,-0.21347150
112563,-0.08200000,-0.16234888
112564,-0.10900000,-0.08082902
112565,-0.13300000,0.00034542
112566,-0.15700000,0.03454231
112567,-0.17750000,0.03246978
112568,-0.20500000,0.04006908
112569,-0.22500000,0.04594128
112570,-0.24250000,0.04766839
112571,-0.26950000,0.07046632
