'sample interval','PLETH','II'
'0.008 sec','mV','mV'
112501,-0.27300000,-0.05048860
112502,-0.21500000,-0.06840391
112503,-0.15100000,-0.06840391
112504,-0.08100000,-0.06840391
112505,-0.01450000,-0.06840391
112506,0.05250000,-0.06840391
112507,0.11050000,-0.05048860
112508,0.16300000,-0.03257329
112509,0.20950000,-0.00488599
112510,0.24150000,0.00325733
112511,0.26200000,0.00325733
112512,0.27900000,0.00325733
112513,0.28500000,0.01954397
112514,0.28200000,0.00325733
112515,0.27050000,0.00325733
112516,0.25600000,0.00325733
112517,0.23550000,-0.03257329
112518,0.20950000,-0.06840391
112519,0.17750000,-0.10423453
112520,0.14250000,-0.10423453
112521,0.11050000,-0.10423453
112522,0.07300000,-0.10423453
112523,0.03500000,-0.11237785
112524,0.00000000,-0.13029316
112525,-0.03450000,0.00162866
112526,-0.06950000,0.46579805
112527,-0.09550000,1.10912052
112528,-0.12200000,0.88599349
112529,-0.14200000,0.16286645
112530,-0.15650000,-0.03257329
112531,-0.17400000,-0.10423453
112532,-0.18600000,-0.10423453
112533,-0.20050000,-0.14006515
112534,-0.20600000,-0.14006515
112535,-0.21800000,-0.14006515
112536,-0.22050000,-0.14006515
112537,-0.22950000,-0.14006515
112538,-0.23500000,-0.10423453
112539,-0.23500000,-0.10423453
112540,-0.24400000,-0.09446254
112541,-0.24950000,-0.06840391
112542,-0.24950000,-0.04071661
112543,-0.25850000,0.00325733
112544,-0.26150000,0.01140065
112545,-0.27000000,0.04560261
112546,-0.27600000,0.08143322
112547,-0.28450000,0.10912052
112548,-0.29350000,0.12703583
112549,-0.29900000,0.12703583
112550,-0.30800000,0.09934853
112551,-0.31100000,0.07328990
112552,-0.31650000,0.07328990
112553,-0.31100000,0.03745928
112554,-0.29900000,0.00325733
112555,-0.27900000,0.00325733
112556,-0.24700000,-0.02280130
112557,-0.20300000,-0.03257329
112558,-0.15100000,-0.03257329
112559,-0.08700000,-0.05863192
112560,-0.02000000,-0.05863192
112561,0.05550000,-0.06840391
112562,0.12700000,-0.05863192
112563,0.19450000,-0.03257329
112564,0.25400000,-0.03257329
112565,0.30450000,-0.00488599
112566,0.34150000,0.00325733
112567,0.37250000,0.00325733
112568,0.39200000,0.00325733
112569,0.40350000,0.03745928
112570,0.40900000,0.01140065
112571,0.40050000,0.00325733
112572,0.39500000,0.00325733
112573,0.37800000,-0.02280130
112574,0.35800000,-0.05048860
112575,0.33000000,-0.09446254
112576,0.30450000,-0.10423453
112577,0.27350000,-0.10423453
112578,0.23700000,-0.10423453
112579,0.20600000,-0.11237785
112580,0.16650000,-0.14820847
112581,0.13550000,-0.11237785
112582,0.09850000,0.18078176
112583,0.07050000,0.91205212
112584,0.04250000,1.31433225
112585,0.01400000,0.59120521
112586,-0.00850000,0.05537459
112587,-0.02800000,-0.07654723
112588,-0.04800000,-0.10423453
112589,-0.06200000,-0.12214984
112590,-0.07900000,-0.15798046
112591,-0.08750000,-0.16612378
112592,-0.09850000,-0.17589577
112593,-0.10450000,-0.15798046
112594,-0.11300000,-0.14006515
112595,-0.12100000,-0.10423453
112596,-0.12400000,-0.10423453
112597,-0.12950000,-0.10423453
112598,-0.13800000,-0.07654723
112599,-0.14400000,-0.02280130
112600,-0.14650000,0.00325733
112601,-0.15250000,0.05537459
112602,-0.15800000,0.09120521
112603,-0.16650000,0.14495114
112604,-0.17750000,0.15309446
112605,-0.18350000,0.18078176
112606,-0.18900000,0.13517915
112607,-0.19750000,0.12703583
112608,-0.20000000,0.10912052
112609,-0.20000000,0.08143322
112610,-0.19150000,0.00325733
112611,-0.17500000,0.00325733
112612,-0.14650000,-0.05048860
112613,-0.10450000,-0.02280130
112614,-0.05900000,-0.05863192
112615,0.00000000,-0.05048860
112616,0.05950000,-0.07654723
112617,0.13000000,-0.10423453
112618,0.19450000,-0.10423453
112619,0.25650000,-0.03257329
112620,0.31600000,-0.05863192
112621,0.35800000,-0.05048860
112622,0.39750000,-0.07654723
112623,0.42300000,-0.00488599
112624,0.44300000,-0.02280130
112625,0.44550000,0.01954397
112626,0.57200000,-0.00488599
112627,0.55450000,-0.02280130
112628,0.52900000,-0.02280130
112629,0.49500000,-0.04071661
112630,0.45250000,-0.05048860
112631,0.40100000,-0.08631922
112632,0.34150000,-0.14006515
112633,0.28600000,-0.14006515
112634,0.22200000,-0.18403909
112635,0.15800000,-0.15798046
112636,0.08550000,-0.15798046
112637,0.02600000,-0.20195440
112638,-0.03400000,-0.08631922
112639,-0.09350000,0.37622150
112640,-0.15350000,1.12703583
112641,-0.20050000,1.11726384
112642,-0.24700000,0.27850163
112643,-0.29400000,-0.03257329
112644,-0.32850000,-0.10423453
112645,-0.35800000,-0.14006515
112646,-0.38800000,-0.17589577
112647,-0.40500000,-0.21986971
112648,-0.42200000,-0.24755700
112649,-0.43900000,-0.22964169
112650,-0.44750000,-0.20195440
112651,-0.45600000,-0.19381107
112652,-0.46050000,-0.15798046
112653,-0.46500000,-0.14006515
112654,-0.47750000,-0.12214984
112655,-0.47750000,-0.07654723
112656,-0.48200000,-0.05863192
112657,-0.49050000,-0.00488599
112658,-0.49450000,0.01140065
112659,-0.50300000,0.05537459
112660,-0.51150000,0.08143322
112661,-0.52850000,0.12703583
112662,-0.54600000,0.09120521
112663,-0.55850000,0.08143322
112664,-0.57150000,0.07328990
112665,-0.58400000,0.01954397
112666,-0.58000000,0.00325733
112667,-0.58000000,-0.00488599
112668,-0.56300000,-0.03257329
112669,-0.54600000,-0.04071661
112670,-0.52000000,-0.05863192
112671,-0.49050000,-0.09446254
112672,-0.46050000,-0.10423453
112673,-0.42650000,-0.09446254
112674,-0.39200000,-0.06840391
112675,-0.35400000,-0.05863192
112676,-0.32400000,-0.05863192
112677,-0.28550000,-0.07654723
112678,-0.24700000,-0.06840391
112679,-0.19600000,-0.03257329
112680,-0.15750000,0.00325733
112681,-0.11500000,0.00325733
112682,-0.07250000,0.00325733
112683,-0.04250000,0.03745928
112684,-0.01700000,0.03745928
112685,-0.00400000,0.00325733
112686,0.00000000,0.00325733
112687,-0.00850000,-0.05863192
112688,-0.02550000,-0.05048860
112689,-0.05550000,-0.10423453
112690,-0.05050000,-0.10423453
112691,-0.08000000,-0.10423453
112692,-0.11800000,-0.13029316
112693,-0.15150000,-0.14006515
112694,-0.18500000,-0.15798046
112695,-0.21450000,0.00162866
112696,-0.24000000,0.52931596
112697,-0.26100000,1.18078176
112698,-0.27750000,0.87785016
112699,-0.29000000,0.10912052
112700,-0.29450000,-0.03257329
112701,-0.29450000,-0.10423453
112702,-0.29850000,-0.11237785
112703,-0.29850000,-0.13029316
112704,-0.29000000,-0.18403909
112705,-0.29450000,-0.15798046
112706,-0.29000000,-0.14006515
112707,-0.28600000,-0.14006515
112708,-0.28600000,-0.12214984
112709,-0.28600000,-0.11237785
112710,-0.28600000,-0.09446254
112711,-0.29450000,-0.07654723
112712,-0.29850000,-0.04071661
112713,-0.29850000,0.00325733
112714,-0.29850000,0.00325733
112715,-0.30300000,0.04560261
112716,-0.30700000,0.09120521
112717,-0.30300000,0.11726384
112718,-0.31550000,0.11726384
112719,-0.31950000,0.12703583
112720,-0.32800000,0.09934853
112721,-0.34050000,0.06351792
112722,-0.35750000,0.06351792
112723,-0.35750000,0.00325733
112724,-0.35300000,0.00325733
112725,-0.34050000,-0.01465798
112726,-0.31100000,-0.03257329
112727,-0.27750000,-0.04071661
112728,-0.21850000,-0.05863192
112729,-0.15150000,-0.06840391
112730,-0.08000000,-0.07654723
112731,0.00400000,-0.05863192
112732,0.07950000,-0.04071661
112733,0.15950000,-0.07654723
112734,0.23100000,-0.01465798
112735,0.28150000,0.00325733
112736,0.33200000,0.00325733
112737,0.37400000,0.00325733
112738,0.39050000,0.06351792
112739,0.40350000,0.06351792
112740,0.39900000,0.02768730
112741,0.38250000,0.01140065
112742,0.35700000,-0.00488599
112743,0.32350000,-0.03257329
112744,0.28550000,-0.06840391
112745,0.23950000,-0.10423453
112746,0.19300000,-0.10423453
112747,0.13450000,-0.10423453
112748,0.07550000,-0.10423453
112749,0.01650000,-0.14006515
112750,-0.04650000,-0.16612378
112751,-0.10550000,-0.11237785
112752,-0.16400000,0.19869707
112753,-0.22700000,0.93973941
112754,-0.34450000,1.26058632
112755,-0.40100000,0.50162866
112756,-0.45750000,0.03745928
112757,-0.50950000,-0.08631922
112758,-0.55200000,-0.11237785
112759,-0.59450000,-0.14006515
112760,-0.61800000,-0.17589577
112761,-0.64150000,-0.16612378
112762,-0.66050000,-0.16612378
112763,-0.67000000,-0.14820847
112764,-0.67500000,-0.12214984
112765,-0.67500000,-0.10423453
112766,-0.67950000,-0.11237785
112767,-0.67500000,-0.10423453
112768,-0.67500000,-0.10423453
112769,-0.67000000,-0.06840391
112770,-0.67000000,-0.02280130
112771,-0.67000000,0.01954397
112772,-0.67500000,0.03745928
112773,-0.67950000,0.07328990
112774,-0.68900000,0.09934853
112775,-0.69350000,0.09120521
112776,-0.69850000,0.08143322
112777,-0.69850000,0.07328990
112778,-0.69850000,0.02768730
112779,-0.69350000,0.00325733
112780,-0.67950000,0.00325733
112781,-0.64150000,-0.03257329
112782,-0.59000000,-0.06840391
112783,-0.51900000,-0.05048860
112784,-0.43400000,-0.08631922
112785,-0.32550000,-0.10423453
112786,-0.20750000,-0.10423453
112787,-0.08000000,-0.06840391
112788,0.04700000,-0.06840391
112789,0.17000000,-0.06840391
112790,0.28300000,-0.06840391
112791,0.38200000,-0.05863192
112792,0.46250000,-0.03257329
112793,0.53300000,-0.02280130
112794,0.58050000,0.00325733
112795,0.61800000,0.01140065
112796,0.63700000,0.00325733
112797,0.64200000,-0.00488599
112798,0.63700000,-0.01465798
112799,0.61800000,-0.03257329
112800,0.59450000,-0.10423453
112801,0.55700000,-0.10423453
112802,0.51450000,-0.11237785
112803,0.46700000,-0.14006515
112804,0.42000000,-0.13029316
112805,0.37300000,-0.15798046
112806,0.32100000,-0.14820847
112807,0.27850000,-0.14006515
112808,0.23100000,0.10097720
112809,0.18900000,0.77035831
112810,0.14650000,1.26058632
112811,0.10400000,0.68892508
112812,0.06150000,0.07328990
112813,0.02350000,-0.06840391
112814,-0.01400000,-0.10423453
112815,-0.05200000,-0.14006515
112816,-0.08500000,-0.17589577
112817,-0.11800000,-0.18403909
112818,-0.14650000,-0.17589577
112819,-0.16800000,-0.15798046
112820,-0.18950000,-0.11237785
112821,-0.19850000,-0.10423453
112822,-0.21550000,-0.10423453
112823,-0.23300000,-0.09446254
112824,-0.24150000,-0.06840391
112825,-0.25850000,-0.05048860
112826,-0.27150000,-0.01465798
112827,-0.29300000,0.00325733
112828,-0.30600000,0.04560261
112829,-0.32350000,0.09934853
112830,-0.34050000,0.09120521
112831,-0.35350000,0.10912052
112832,-0.37100000,0.09934853
112833,-0.38800000,0.06351792
112834,-0.39250000,0.05537459
112835,-0.39650000,0.02768730
112836,-0.39650000,0.00325733
112837,-0.37950000,-0.00488599
112838,-0.34050000,-0.01465798
112839,-0.29300000,-0.05048860
112840,-0.22400000,-0.06840391
112841,-0.14650000,-0.05863192
112842,-0.05150000,-0.08631922
112843,0.04750000,-0.08631922
112844,0.14650000,-0.07654723
112845,0.24600000,-0.06840391
112846,0.32800000,-0.06840391
112847,0.40550000,-0.08631922
112848,0.47000000,-0.03257329
112849,0.52200000,-0.00488599
112850,0.55650000,0.00325733
112851,0.57350000,0.00325733
112852,0.57800000,0.00325733
112853,0.57350000,-0.02280130
112854,0.55200000,-0.05048860
112855,0.53050000,-0.06840391
112856,0.48750000,-0.10423453
112857,0.44850000,-0.12214984
112858,0.39250000,-0.12214984
112859,0.33650000,-0.13029316
112860,0.28050000,-0.12214984
112861,0.21550000,-0.11237785
112862,0.14650000,-0.14820847
112863,0.09050000,-0.18403909
112864,0.03450000,0.04723127
112865,-0.02600000,0.59120521
112866,-0.07750000,1.27035831
112867,-0.12500000,1.09120521
112868,-0.16800000,0.26058632
112869,-0.20250000,-0.05048860
112870,-0.23300000,-0.08631922
112871,-0.26300000,-0.09446254
112872,-0.28050000,-0.10423453
112873,-0.30200000,-0.18403909
112874,-0.32350000,-0.19381107
112875,-0.34050000,-0.14820847
112876,-0.35350000,-0.13029316
112877,-0.37100000,-0.10423453
112878,-0.38800000,-0.12214984
112879,-0.40550000,-0.08631922
112880,-0.42250000,-0.05863192
112881,-0.43550000,-0.02280130
112882,-0.46050000,0.00325733
112883,-0.47750000,0.02768730
112884,-0.49900000,0.01140065
112885,-0.51600000,0.05537459
112886,-0.53700000,0.15309446
112887,-0.56300000,0.10912052
112888,-0.58400000,0.10912052
112889,-0.60100000,0.07328990
112890,-0.62250000,0.02768730
112891,-0.64400000,0.05537459
112892,-0.64800000,-0.03257329
112893,-0.65250000,-0.03257329
112894,-0.63950000,-0.01465798
112895,-0.61400000,-0.05048860
112896,-0.57550000,-0.08631922
112897,-0.51600000,-0.10423453
112898,-0.44350000,-0.10423453
112899,-0.35800000,-0.08631922
112900,-0.26400000,-0.08631922
112901,-0.17050000,-0.10423453
112902,-0.07250000,-0.10423453
112903,0.02150000,-0.13029316
112904,0.09850000,-0.12214984
112905,0.17100000,-0.07654723
112906,0.22200000,-0.06840391
112907,0.26900000,-0.04071661
112908,0.28600000,0.00325733
112909,0.29900000,-0.01465798
112910,0.29900000,-0.04071661
112911,0.29050000,-0.01465798
112912,0.26900000,-0.06840391
112913,0.23900000,-0.10423453
112914,0.20050000,-0.11237785
112915,0.15800000,-0.15798046
112916,0.10700000,-0.13029316
112917,0.06000000,-0.14006515
112918,0.01300000,-0.14006515
112919,-0.04250000,-0.14820847
112920,-0.09350000,-0.14006515
112921,-0.13200000,0.05537459
112922,-0.17900000,0.56514658
112923,-0.21300000,1.13517915
112924,-0.24700000,0.92182410
112925,-0.27300000,0.14495114
112926,-0.29850000,-0.07654723
112927,-0.31950000,-0.13029316
112928,-0.33250000,-0.14006515
112929,-0.34100000,-0.14006515
112930,-0.34950000,-0.12214984
112931,-0.35800000,-0.13029316
112932,-0.35800000,-0.13029316
112933,-0.36250000,-0.12214984
112934,-0.35800000,-0.10423453
112935,-0.35800000,-0.10423453
112936,-0.35400000,-0.10423453
112937,-0.35400000,-0.05863192
112938,-0.34950000,-0.02280130
112939,-0.34950000,-0.00488599
112940,-0.35400000,0.00325733
112941,-0.35800000,0.05537459
112942,-0.36650000,0.09120521
112943,-0.37500000,0.10912052
112944,-0.38800000,0.11726384
112945,-0.39650000,0.10912052
112946,-0.39450000,0.09120521
112947,-0.40350000,0.07328990
112948,-0.42150000,0.03745928
112949,-0.43050000,0.01954397
112950,-0.42600000,0.00325733
112951,-0.40800000,-0.01465798
112952,-0.38550000,-0.00488599
112953,-0.33200000,-0.05048860
112954,-0.27350000,-0.07654723
112955,-0.19300000,-0.09446254
112956,-0.11200000,-0.07654723
112957,-0.01350000,-0.06840391
112958,0.08950000,-0.05048860
112959,0.19300000,-0.05048860
112960,0.28250000,-0.03257329
112961,0.36300000,0.00325733
112962,0.43050000,-0.01465798
112963,0.48400000,0.00162866
112964,0.52000000,0.01954397
112965,0.54250000,0.01140065
112966,0.55600000,0.01954397
112967,0.54700000,0.00325733
112968,0.53800000,0.00325733
112969,0.50650000,-0.02280130
112970,0.48000000,-0.06840391
112971,0.43950000,-0.10423453
112972,0.39450000,-0.08631922
112973,0.34500000,-0.10423453
112974,0.29600000,-0.12214984
112975,0.23750000,-0.12214984
112976,0.18400000,-0.15798046
112977,0.13900000,-0.01465798
112978,0.08950000,0.44788274
112979,0.04500000,1.10912052
112980,0.00900000,0.92182410
112981,-0.02700000,0.19869707
112982,-0.05850000,-0.02280130
112983,-0.08100000,-0.06840391
112984,-0.10300000,-0.09446254
112985,-0.11650000,-0.14006515
112986,-0.12550000,-0.16612378
112987,-0.13900000,-0.13029316
112988,-0.14350000,-0.12214984
112989,-0.14800000,-0.14006515
112990,-0.14800000,-0.10423453
112991,-0.15250000,-0.10423453
112992,-0.14800000,-0.09446254
112993,-0.14800000,-0.07654723
112994,-0.14800000,-0.04071661
112995,-0.14350000,-0.02280130
112996,-0.14800000,0.01140065
112997,-0.15250000,0.04560261
112998,-0.16150000,0.09934853
112999,-0.16600000,0.12703583
113000,-0.17950000,0.14495114
113001,-0.18400000,0.14495114
