'sample interval','PLETH','II'
'0.008 sec','mV','mV'
112501,-0.30800000,-0.05328798
112502,-0.29250000,-0.05328798
112503,-0.27500000,-0.04761905
112504,-0.25900000,-0.04081633
112505,-0.24450000,-0.04761905
112506,-0.23300000,-0.06575964
112507,-0.22450000,-0.09070295
112508,-0.21800000,-0.11564626
112509,-0.21650000,-0.14739229
112510,-0.21900000,-0.14739229
112511,-0.22150000,-0.14739229
112512,-0.22950000,-0.14739229
112513,-0.23900000,-0.14739229
112514,-0.24950000,-0.14739229
112515,-0.26250000,-0.16553288
112516,-0.27650000,-0.15306122
112517,-0.29150000,0.16893424
112518,-0.30800000,1.02721088
112519,-0.32450000,1.31859410
112520,-0.33950000,-0.04195011
112521,-0.35700000,-0.53854875
112522,-0.37250000,-0.37755102
112523,-0.38850000,-0.18480726
112524,-0.39950000,-0.13492063
112525,-0.41350000,-0.10997732
112526,-0.42450000,-0.10317460
112527,-0.43700000,-0.09750567
112528,-0.44750000,-0.09070295
112529,-0.45700000,-0.07823129
112530,-0.46300000,-0.08503401
112531,-0.46900000,-0.06575964
112532,-0.47350000,-0.05328798
112533,-0.47650000,-0.04761905
112534,-0.47750000,-0.04761905
112535,-0.47650000,-0.02267574
112536,-0.47600000,-0.01020408
112537,-0.47350000,0.00226757
112538,-0.47000000,0.00226757
112539,-0.46550000,0.02607710
112540,-0.46050000,0.04421769
112541,-0.45500000,0.05668934
112542,-0.44900000,0.07596372
112543,-0.44200000,0.09410431
112544,-0.43100000,0.11337868
112545,-0.41450000,0.13832200
112546,-0.39000000,0.15646259
112547,-0.35250000,0.18820862
112548,-0.30250000,0.20068027
112549,-0.23750000,0.22562358
112550,-0.15600000,0.25056689
112551,-0.06300000,0.25056689
112552,0.03750000,0.25056689
112553,0.14250000,0.23809524
112554,0.24300000,0.22562358
112555,0.33650000,0.19387755
112556,0.41400000,0.17573696
112557,0.47350000,0.15079365
112558,0.51350000,0.11337868
112559,0.53350000,0.06349206
112560,0.53550000,0.03174603
112561,0.52150000,0.00226757
112562,0.49450000,-0.03514739
112563,0.45800000,-0.07256236
112564,0.41450000,-0.09750567
112565,0.36600000,-0.11564626
112566,0.31650000,-0.14058957
112567,0.26400000,-0.14739229
112568,0.21250000,-0.14739229
112569,0.16150000,-0.14739229
112570,0.11200000,-0.14739229
112571,0.06350000,-0.14058957
112572,0.01650000,-0.12244898
112573,-0.02650000,-0.12244898
112574,-0.06850000,-0.12811791
112575,-0.10900000,-0.12811791
112576,-0.14650000,-0.13492063
112577,-0.18300000,-0.14058957
112578,-0.21750000,-0.14739229
112579,-0.24850000,-0.14739229
112580,-0.27900000,-0.14739229
112581,-0.30500000,-0.14739229
112582,-0.32950000,-0.14739229
112583,-0.34950000,-0.14739229
112584,-0.36300000,-0.14739229
112585,-0.37200000,-0.14739229
112586,-0.37700000,-0.14739229
112587,-0.37550000,-0.14739229
112588,-0.37550000,-0.14058957
112589,-0.36500000,-0.09750567
112590,-0.35200000,-0.07256236
112591,-0.33650000,-0.06009070
112592,-0.32100000,-0.04761905
112593,-0.30550000,-0.04081633
112594,-0.29150000,-0.04761905
112595,-0.27900000,-0.06009070
112596,-0.27100000,-0.07823129
112597,-0.26400000,-0.10997732
112598,-0.26150000,-0.14739229
112599,-0.26250000,-0.14739229
112600,-0.26650000,-0.14739229
112601,-0.27250000,-0.14739229
112602,-0.28150000,-0.14739229
112603,-0.29250000,-0.14739229
112604,-0.30550000,-0.14739229
112605,-0.31850000,-0.18480726
112606,-0.33400000,-0.04081633
112607,-0.34950000,0.54875283
112608,-0.36500000,1.45578231
112609,-0.38150000,0.57369615
112610,-0.39800000,-0.42630385
112611,-0.41450000,-0.48299320
112612,-0.42900000,-0.25283447
112613,-0.44300000,-0.15306122
112614,-0.45750000,-0.11564626
112615,-0.46950000,-0.10997732
112616,-0.48100000,-0.09750567
112617,-0.49050000,-0.09750567
112618,-0.49800000,-0.09750567
112619,-0.50600000,-0.07823129
112620,-0.51200000,-0.06575964
112621,-0.51550000,-0.07256236
112622,-0.51900000,-0.04761905
112623,-0.52050000,-0.04761905
112624,-0.51950000,-0.03514739
112625,-0.51800000,-0.02267574
112626,-0.51550000,0.00226757
112627,-0.51100000,0.00226757
112628,-0.50650000,0.00226757
112629,-0.50050000,0.02607710
112630,-0.49550000,0.05102041
112631,-0.48850000,0.06916100
112632,-0.48150000,0.08843537
112633,-0.47200000,0.10657596
112634,-0.45900000,0.13151927
112635,-0.43850000,0.15079365
112636,-0.40900000,0.16893424
112637,-0.36600000,0.20068027
112638,-0.30900000,0.20634921
112639,-0.23650000,0.23809524
112640,-0.15000000,0.24376417
112641,-0.05450000,0.25056689
112642,0.04950000,0.23809524
112643,0.15300000,0.22562358
112644,0.24850000,0.20068027
112645,0.33400000,0.18140590
112646,0.40300000,0.15646259
112647,0.45250000,0.13151927
112648,0.48350000,0.08163265
112649,0.49450000,0.05102041
112650,0.48850000,0.00793651
112651,0.46950000,-0.01587302
112652,0.44050000,-0.05328798
112653,0.40150000,-0.09070295
112654,0.35900000,-0.10997732
112655,0.31250000,-0.12811791
112656,0.26250000,-0.13492063
112657,0.21350000,-0.14739229
112658,0.16400000,-0.14739229
112659,0.11400000,-0.14739229
112660,0.06550000,-0.13492063
112661,0.02100000,-0.13492063
112662,-0.02400000,-0.12244898
112663,-0.06650000,-0.12244898
112664,-0.10800000,-0.11564626
112665,-0.14600000,-0.12244898
112666,-0.18200000,-0.12244898
112667,-0.21850000,-0.14058957
112668,-0.25200000,-0.13492063
112669,-0.28500000,-0.14739229
112670,-0.31400000,-0.14058957
112671,-0.34100000,-0.14739229
112672,-0.36400000,-0.14058957
112673,-0.38150000,-0.14739229
112674,-0.39450000,-0.14739229
112675,-0.40300000,-0.14739229
112676,-0.40550000,-0.14739229
112677,-0.40400000,-0.13492063
112678,-0.39700000,-0.11564626
112679,-0.38650000,-0.09070295
112680,-0.37200000,-0.06009070
112681,-0.35750000,-0.04761905
112682,-0.34200000,-0.04761905
112683,-0.32550000,-0.02267574
112684,-0.31150000,-0.02834467
112685,-0.30050000,-0.03514739
112686,-0.29150000,-0.06575964
112687,-0.28650000,-0.09070295
112688,-0.28400000,-0.11564626
112689,-0.28500000,-0.14058957
112690,-0.28900000,-0.14739229
112691,-0.29500000,-0.14739229
112692,-0.30450000,-0.14739229
112693,-0.31600000,-0.12244898
112694,-0.32800000,-0.13492063
112695,-0.34100000,-0.15986395
112696,-0.35750000,-0.02834467
112697,-0.37300000,0.54195011
112698,-0.38950000,1.40589569
112699,-0.40550000,0.62244898
112700,-0.42050000,-0.35827664
112701,-0.43750000,-0.44557823
112702,-0.45250000,-0.22789116
112703,-0.46800000,-0.11564626
112704,-0.48250000,-0.07823129
112705,-0.49450000,-0.07823129
112706,-0.50650000,-0.06009070
112707,-0.51800000,-0.06009070
112708,-0.52850000,-0.04761905
112709,-0.53600000,-0.04081633
112710,-0.54200000,-0.02267574
112711,-0.54700000,-0.02834467
112712,-0.55150000,0.00226757
112713,-0.55350000,0.00226757
112714,-0.55350000,0.00226757
112715,-0.55350000,0.00226757
112716,-0.55250000,0.01927438
112717,-0.54900000,0.02607710
112718,-0.54600000,0.04421769
112719,-0.54050000,0.05668934
112720,-0.53550000,0.08843537
112721,-0.52950000,0.10090703
112722,-0.52450000,0.11904762
112723,-0.51500000,0.13832200
112724,-0.50200000,0.16326531
112725,-0.48300000,0.17573696
112726,-0.45400000,0.19387755
112727,-0.41350000,0.22562358
112728,-0.35650000,0.24376417
112729,-0.28550000,0.25056689
112730,-0.19950000,0.26303855
112731,-0.10300000,0.27551020
112732,0.00100000,0.26870748
112733,0.10550000,0.26303855
112734,0.20550000,0.24376417
112735,0.29300000,0.23129252
112736,0.36600000,0.20068027
112737,0.42100000,0.17573696
112738,0.45550000,0.13832200
112739,0.47000000,0.10657596
112740,0.46750000,0.05668934
112741,0.45100000,0.02607710
112742,0.42300000,0.00226757
112743,0.38650000,-0.01587302
112744,0.34300000,-0.04081633
112745,0.29750000,-0.06009070
112746,0.24750000,-0.08503401
112747,0.19750000,-0.09070295
112748,0.14800000,-0.09070295
112749,0.09900000,-0.09070295
112750,0.05050000,-0.08503401
112751,0.00500000,-0.07823129
112752,-0.03850000,-0.07823129
112753,-0.08150000,-0.07256236
112754,-0.12200000,-0.07256236
112755,-0.15900000,-0.07823129
112756,-0.19600000,-0.07256236
112757,-0.23100000,-0.07256236
112758,-0.26450000,-0.07256236
112759,-0.29550000,-0.07256236
112760,-0.32600000,-0.07256236
112761,-0.35150000,-0.09750567
112762,-0.37400000,-0.07256236
112763,-0.39200000,-0.08503401
112764,-0.40550000,-0.07823129
112765,-0.41250000,-0.09070295
112766,-0.41500000,-0.07256236
112767,-0.41150000,-0.07256236
112768,-0.40300000,-0.05328798
112769,-0.39100000,-0.03514739
112770,-0.37550000,-0.00340136
112771,-0.36000000,0.00226757
112772,-0.34200000,0.00226757
112773,-0.32400000,0.00226757
112774,-0.30750000,0.00226757
112775,-0.29500000,0.00226757
112776,-0.28350000,0.00226757
112777,-0.27500000,-0.02834467
112778,-0.27100000,-0.06009070
112779,-0.27000000,-0.08503401
112780,-0.27100000,-0.09750567
112781,-0.27550000,-0.07256236
112782,-0.28400000,-0.08503401
112783,-0.29450000,-0.07256236
112784,-0.30650000,-0.09070295
112785,-0.32050000,-0.11564626
112786,-0.33500000,-0.01020408
112787,-0.34950000,0.54875283
112788,-0.36600000,1.38095238
112789,-0.38150000,0.69160998
112790,-0.39800000,-0.26530612
112791,-0.41350000,-0.38888889
112792,-0.43000000,-0.20294785
112793,-0.44400000,-0.07256236
112794,-0.45850000,-0.04761905
112795,-0.47150000,-0.04761905
112796,-0.48350000,-0.04081633
112797,-0.49450000,-0.02267574
112798,-0.50500000,-0.02267574
112799,-0.51300000,-0.01020408
112800,-0.51900000,-0.00340136
112801,-0.52600000,0.00226757
112802,-0.52850000,0.00226757
112803,-0.53200000,0.00226757
112804,-0.53250000,0.00793651
112805,-0.53100000,0.01927438
112806,-0.52950000,0.05102041
112807,-0.52750000,0.05102041
112808,-0.52300000,0.07596372
112809,-0.52000000,0.08163265
112810,-0.51350000,0.10090703
112811,-0.50850000,0.11904762
112812,-0.50250000,0.15079365
112813,-0.49400000,0.15079365
112814,-0.48200000,0.17573696
112815,-0.46200000,0.19387755
112816,-0.43350000,0.21882086
112817,-0.39200000,0.23129252
112818,-0.33400000,0.25056689
112819,-0.26100000,0.26303855
112820,-0.17350000,0.28117914
112821,-0.07500000,0.27551020
112822,0.03250000,0.27551020
112823,0.14050000,0.26303855
112824,0.24350000,0.25056689
112825,0.33650000,0.23129252
112826,0.41250000,0.20068027
112827,0.47050000,0.17573696
112828,0.50750000,0.15079365
112829,0.52650000,0.11337868
112830,0.52650000,0.05668934
112831,0.51250000,0.02607710
112832,0.48600000,0.00226757
112833,0.45050000,-0.01020408
112834,0.40900000,-0.04761905
112835,0.36250000,-0.06575964
112836,0.31250000,-0.09070295
112837,0.26250000,-0.09750567
112838,0.21150000,-0.09750567
112839,0.16150000,-0.09750567
112840,0.11200000,-0.09750567
112841,0.06450000,-0.09070295
112842,0.01800000,-0.09750567
112843,-0.02600000,-0.09070295
112844,-0.06750000,-0.09070295
112845,-0.10600000,-0.09070295
112846,-0.14500000,-0.09750567
112847,-0.18150000,-0.09750567
112848,-0.21650000,-0.09750567
112849,-0.24950000,-0.09750567
112850,-0.27900000,-0.09750567
112851,-0.30750000,-0.09750567
112852,-0.33050000,-0.09750567
112853,-0.34950000,-0.09750567
112854,-0.36450000,-0.09750567
112855,-0.37150000,-0.11564626
112856,-0.37450000,-0.09750567
112857,-0.37200000,-0.09750567
112858,-0.36500000,-0.06575964
112859,-0.35500000,-0.04761905
112860,-0.34000000,-0.01587302
112861,-0.32400000,-0.02834467
112862,-0.30650000,0.00226757
112863,-0.28950000,0.00226757
112864,-0.27300000,-0.01020408
112865,-0.25900000,-0.04081633
112866,-0.24700000,-0.06009070
112867,-0.23750000,-0.10317460
112868,-0.23250000,-0.12244898
112869,-0.22950000,-0.12811791
112870,-0.22950000,-0.13492063
112871,-0.23400000,-0.12811791
112872,-0.24000000,-0.12244898
112873,-0.24850000,-0.12811791
112874,-0.25800000,-0.15306122
112875,-0.27100000,-0.10997732
112876,-0.28500000,0.23809524
112877,-0.29900000,1.13832200
112878,-0.31250000,1.11451247
112879,-0.32900000,-0.14058957
112880,-0.34300000,-0.51360544
112881,-0.35750000,-0.32086168
112882,-0.37300000,-0.16553288
112883,-0.38600000,-0.10997732
112884,-0.40050000,-0.10317460
112885,-0.41200000,-0.09750567
112886,-0.42300000,-0.09750567
112887,-0.43450000,-0.07256236
112888,-0.44400000,-0.08503401
112889,-0.45250000,-0.06009070
112890,-0.45950000,-0.05328798
112891,-0.46350000,-0.04761905
112892,-0.46800000,-0.04761905
112893,-0.47050000,-0.02834467
112894,-0.47050000,-0.02267574
112895,-0.47050000,0.00226757
112896,-0.46950000,0.00226757
112897,-0.46700000,0.01360544
112898,-0.46450000,0.02607710
112899,-0.46100000,0.05102041
112900,-0.45650000,0.07596372
112901,-0.45150000,0.08843537
112902,-0.44400000,0.10090703
112903,-0.43350000,0.12585034
112904,-0.41800000,0.15079365
112905,-0.39300000,0.15646259
112906,-0.35550000,0.19387755
112907,-0.30400000,0.20068027
112908,-0.22900000,0.22562358
112909,-0.14600000,0.23809524
112910,-0.05100000,0.25056689
112911,0.05150000,0.23809524
112912,0.15800000,0.24376417
112913,0.26200000,0.20634921
112914,0.35700000,0.18820862
112915,0.43750000,0.16326531
112916,0.49950000,0.15079365
112917,0.54200000,0.10090703
112918,0.56350000,0.06349206
112919,0.56700000,0.02040816
112920,0.55500000,0.00226757
112921,0.53050000,-0.04081633
112922,0.49600000,-0.07256236
112923,0.45500000,-0.09750567
112924,0.40750000,-0.12244898
112925,0.35700000,-0.14058957
112926,0.30550000,-0.14739229
112927,0.25350000,-0.14739229
112928,0.20200000,-0.14739229
112929,0.15250000,-0.14739229
112930,0.10250000,-0.14739229
112931,0.05500000,-0.14058957
112932,0.01000000,-0.14058957
112933,-0.03200000,-0.13492063
112934,-0.07450000,-0.14739229
112935,-0.11350000,-0.13492063
112936,-0.15200000,-0.14739229
112937,-0.18850000,-0.14739229
112938,-0.22300000,-0.14739229
112939,-0.25400000,-0.14739229
112940,-0.28150000,-0.14739229
112941,-0.30650000,-0.14739229
112942,-0.32750000,-0.14739229
112943,-0.34400000,-0.14739229
112944,-0.35350000,-0.14739229
112945,-0.35850000,-0.14739229
112946,-0.35750000,-0.14739229
112947,-0.35150000,-0.12244898
112948,-0.34100000,-0.09070295
112949,-0.32800000,-0.06575964
112950,-0.31250000,-0.07256236
112951,-0.29700000,-0.05328798
112952,-0.28000000,-0.04761905
112953,-0.26500000,-0.04761905
112954,-0.25400000,-0.07823129
112955,-0.24300000,-0.09750567
112956,-0.23650000,-0.13492063
112957,-0.23400000,-0.14739229
112958,-0.23350000,-0.15306122
112959,-0.23750000,-0.15306122
112960,-0.24350000,-0.14739229
112961,-0.25150000,-0.14739229
112962,-0.26250000,-0.14739229
112963,-0.27550000,-0.17800454
112964,-0.28950000,-0.17233560
112965,-0.30500000,0.13151927
112966,-0.32050000,0.98299320
112967,-0.33700000,1.33106576
112968,-0.35250000,-0.02947846
112969,-0.36900000,-0.54535147
112970,-0.38500000,-0.38888889
112971,-0.40150000,-0.19727891
112972,-0.41900000,-0.14058957
112973,-0.43200000,-0.12244898
112974,-0.44500000,-0.10997732
112975,-0.45700000,-0.09750567
112976,-0.46800000,-0.09750567
112977,-0.47650000,-0.09750567
112978,-0.48400000,-0.08503401
112979,-0.49000000,-0.07256236
112980,-0.49550000,-0.06009070
112981,-0.49850000,-0.04761905
112982,-0.50050000,-0.04761905
112983,-0.50050000,-0.02267574
112984,-0.49950000,-0.01020408
112985,-0.49800000,0.00226757
112986,-0.49550000,0.00226757
112987,-0.49200000,0.02607710
112988,-0.48600000,0.03174603
112989,-0.48250000,0.05668934
112990,-0.47550000,0.07596372
112991,-0.46800000,0.10090703
112992,-0.45950000,0.11904762
112993,-0.44300000,0.15079365
112994,-0.41850000,0.15646259
112995,-0.38350000,0.18820862
112996,-0.33350000,0.20068027
112997,-0.27050000,0.21882086
112998,-0.19150000,0.23809524
112999,-0.10100000,0.25056689
113000,-0.00100000,0.25056689
113001,0.10200000,0.25056689
113002,0.20200000,0.22562358
113003,0.29350000,0.20068027
113004,0.37150000,0.17573696
113005,0.43100000,0.15079365
113006,0.47200000,0.11904762
113007,0.49450000,0.06916100
113008,0.49800000,0.03174603
113009,0.48600000,0.00226757
113010,0.46100000,-0.02267574
113011,0.42750000,-0.06575964
113012,0.38650000,-0.09070295
113013,0.34150000,-0.11564626
113014,0.29350000,-0.12244898
113015,0.24300000,-0.14739229
113016,0.19400000,-0.12811791
113017,0.14350000,-0.14058957
113018,0.09400000,-0.12811791
113019,0.04800000,-0.12811791
113020,0.00150000,-0.12244898
113021,-0.04100000,-0.12244898
113022,-0.08200000,-0.11564626
113023,-0.12250000,-0.11564626
113024,-0.15850000,-0.12244898
113025,-0.19400000,-0.12811791
113026,-0.22950000,-0.13492063
113027,-0.26000000,-0.13492063
113028,-0.29100000,-0.14739229
113029,-0.31750000,-0.13492063
113030,-0.33950000,-0.14739229
113031,-0.36000000,-0.14058957
113032,-0.37400000,-0.14739229
113033,-0.38400000,-0.14058957
113034,-0.38900000,-0.14739229
113035,-0.38900000,-0.12244898
113036,-0.38650000,-0.09750567
113037,-0.37650000,-0.05328798
113038,-0.36500000,-0.04761905
113039,-0.35050000,-0.04761905
113040,-0.33450000,-0.04081633
113041,-0.31900000,-0.01587302
113042,-0.30500000,-0.02834467
113043,-0.29250000,-0.04761905
113044,-0.28200000,-0.06009070
113045,-0.27600000,-0.09070295
113046,-0.27250000,-0.12811791
113047,-0.27250000,-0.14058957
113048,-0.27600000,-0.13492063
113049,-0.28100000,-0.12811791
113050,-0.29000000,-0.11564626
113051,-0.29900000,-0.10997732
113052,-0.31100000,-0.12811791
113053,-0.32300000,-0.13492063
113054,-0.33850000,0.12585034
113055,-0.35300000,0.92176871
113056,-0.37050000,1.44897959
113057,-0.38500000,0.13832200
113058,-0.40100000,-0.47052154
113059,-0.41650000,-0.35827664
113060,-0.43300000,-0.15306122
113061,-0.44650000,-0.08503401
113062,-0.45950000,-0.04761905
113063,-0.47150000,-0.04761905
113064,-0.48250000,-0.04761905
113065,-0.49300000,-0.04081633
113066,-0.50000000,-0.01587302
113067,-0.50750000,-0.01587302
113068,-0.51350000,0.00226757
113069,-0.51600000,0.00226757
113070,-0.51850000,0.00226757
