'sample interval','PLETH','II'
'0.008 sec','mV','mV'
112501,-0.49150000,0.00323974
112502,-0.50900000,0.01565875
112503,-0.51800000,0.02807775
112504,-0.53000000,0.04535637
112505,-0.53900000,0.05129590
112506,-0.54750000,0.05075594
112507,-0.55650000,0.05831533
112508,-0.56550000,0.06317495
112509,-0.56550000,0.04265659
112510,-0.56250000,0.00809935
112511,-0.55350000,-0.02699784
112512,-0.53000000,-0.06263499
112513,-0.48850000,-0.09395248
112514,-0.43800000,-0.11393089
112515,-0.37000000,-0.12095032
112516,-0.28400000,-0.12041037
112517,-0.18350000,-0.10637149
112518,-0.08000000,-0.08045356
112519,0.02950000,-0.05939525
112520,0.13650000,-0.04913607
112521,0.23100000,-0.03941685
112522,0.32000000,-0.02645788
112523,0.38800000,-0.01781857
112524,0.43850000,-0.00971922
112525,0.46800000,-0.00431965
112526,0.48250000,-0.00053996
112527,0.48250000,0.00000000
112528,0.46800000,0.00215983
112529,0.44400000,0.01997840
112530,0.41750000,0.05561555
112531,0.38200000,0.09125270
112532,0.33750000,0.11339093
112533,0.29900000,0.14578834
112534,0.26050000,0.15874730
112535,0.21600000,0.11015119
112536,0.17500000,0.05669546
112537,0.13900000,0.03671706
112538,0.10050000,0.00215983
112539,0.06250000,-0.05075594
112540,0.03250000,-0.09557235
112541,-0.00300000,-0.11987041
112542,-0.03550000,-0.12904968
112543,-0.07100000,-0.13066955
112544,-0.10350000,-0.13066955
112545,-0.13300000,-0.13228942
112546,-0.16000000,-0.13606911
112547,-0.18650000,-0.13336933
112548,-0.21600000,-0.12257019
112549,-0.23700000,-0.11447084
112550,-0.25750000,-0.11447084
112551,-0.27550000,-0.11393089
112552,-0.28700000,-0.09719222
112553,-0.29600000,0.00809935
112554,-0.30800000,0.28131749
112555,-0.31400000,0.57667387
112556,-0.31950000,0.60853132
112557,-0.31950000,0.38714903
112558,-0.32850000,0.18574514
112559,-0.33450000,0.13930886
112560,-0.33750000,0.16468683
112561,-0.34350000,0.18250540
112562,-0.35250000,0.21976242
112563,-0.36100000,0.23650108
112564,-0.37000000,0.16144708
112565,-0.37600000,0.05129590
112566,-0.38500000,-0.02267819
112567,-0.39950000,-0.05669546
112568,-0.40850000,-0.06317495
112569,-0.41750000,-0.05831533
112570,-0.42650000,-0.05345572
112571,-0.43500000,-0.05345572
112572,-0.44400000,-0.05561555
112573,-0.45600000,-0.05885529
112574,-0.46500000,-0.05885529
112575,-0.47650000,-0.05345572
112576,-0.48550000,-0.04157667
112577,-0.49750000,-0.02753780
112578,-0.50600000,-0.00809935
112579,-0.52100000,0.01025918
112580,-0.53000000,0.02753780
112581,-0.53600000,0.04049676
112582,-0.54450000,0.04481641
112583,-0.55350000,0.04103672
112584,-0.56650000,0.03833693
112585,-0.56950000,0.03293737
112586,-0.56950000,0.01727862
112587,-0.56050000,-0.01727862
112588,-0.54350000,-0.06101512
112589,-0.51400000,-0.09611231
112590,-0.47050000,-0.12419006
112591,-0.41250000,-0.14308855
112592,-0.33400000,-0.14146868
112593,-0.24700000,-0.12095032
112594,-0.14200000,-0.10097192
112595,-0.04050000,-0.08855292
112596,0.06700000,-0.07235421
112597,0.16600000,-0.05723542
112598,0.25300000,-0.04913607
112599,0.32000000,-0.03833693
112600,0.37500000,-0.03185745
112601,0.41000000,-0.02807775
112602,0.42750000,-0.02429806
112603,0.42150000,-0.02375810
112604,0.40700000,-0.02159827
112605,0.37800000,-0.00755940
112606,0.34300000,0.02483801
112607,0.30550000,0.06479482
112608,0.25900000,0.08855292
112609,0.21250000,0.10583153
112610,0.16850000,0.12688985
112611,0.12200000,0.10097192
112612,0.08450000,0.04697624
112613,0.04650000,0.01997840
112614,0.00900000,-0.00161987
112615,-0.02000000,-0.05075594
112616,-0.04900000,-0.10583153
112617,-0.07550000,-0.14740821
112618,-0.09850000,-0.16792657
112619,-0.12200000,-0.17926566
112620,-0.14500000,-0.18952484
112621,-0.16850000,-0.19546436
112622,-0.19150000,-0.20140389
112623,-0.21200000,-0.19924406
112624,-0.22950000,-0.18844492
112625,-0.25000000,-0.18142549
112626,-0.26700000,-0.17764579
112627,-0.27900000,-0.17224622
112628,-0.29050000,-0.15442765
112629,-0.30200000,-0.08531317
112630,-0.30800000,0.10475162
112631,-0.31350000,0.37203024
112632,-0.32250000,0.48326134
112633,-0.32550000,0.33639309
112634,-0.32800000,0.15010799
112635,-0.33700000,0.09287257
112636,-0.34300000,0.11609071
112637,-0.34850000,0.13660907
112638,-0.35750000,0.15496760
112639,-0.36300000,0.17764579
112640,-0.36900000,0.12958963
112641,-0.38050000,0.00971922
112642,-0.39200000,-0.09287257
112643,-0.40400000,-0.14092873
112644,-0.41550000,-0.14092873
112645,-0.42700000,-0.12580994
112646,-0.43600000,-0.13282937
112647,-0.45050000,-0.14146868
112648,-0.46650000,-0.13714903
112649,-0.47850000,-0.13444924
112650,-0.49000000,-0.13822894
112651,-0.50150000,-0.13390929
112652,-0.51600000,-0.11447084
112653,-0.53350000,-0.08423326
112654,-0.54500000,-0.06533477
112655,-0.55650000,-0.06263499
112656,-0.56800000,-0.06101512
112657,-0.57950000,-0.05021598
112658,-0.59700000,-0.04319654
112659,-0.60850000,-0.04427646
112660,-0.61750000,-0.04427646
112661,-0.62300000,-0.05129590
112662,-0.62600000,-0.06749460
112663,-0.62600000,-0.08855292
112664,-0.62050000,-0.12742981
112665,-0.60000000,-0.16900648
112666,-0.56500000,-0.19384449
112667,-0.51300000,-0.19978402
112668,-0.44650000,-0.19654428
112669,-0.35950000,-0.18628510
112670,-0.25800000,-0.17116631
112671,-0.14500000,-0.15820734
112672,-0.02900000,-0.14200864
112673,0.08700000,-0.11825054
112674,0.19700000,-0.09827214
112675,0.29550000,-0.08585313
112676,0.37700000,-0.08099352
112677,0.44050000,-0.08477322
112678,0.48400000,-0.09017279
112679,0.51300000,-0.08315335
112680,0.51900000,-0.07127430
112681,0.51900000,-0.05831533
112682,0.50450000,-0.03401728
112683,0.47800000,-0.00107991
112684,0.44650000,0.01781857
112685,0.41150000,0.04049676
112686,0.37400000,0.08315335
112687,0.33050000,0.08261339
112688,0.28400000,0.04103672
112689,0.23750000,0.01187905
112690,0.18850000,-0.01349892
112691,0.13600000,-0.05561555
112692,0.08700000,-0.10421166
112693,0.03500000,-0.14308855
112694,-0.01150000,-0.16360691
112695,-0.06100000,-0.17008639
112696,-0.10450000,-0.16684665
112697,-0.14500000,-0.16252700
112698,-0.18550000,-0.17332613
112699,-0.21450000,-0.18628510
112700,-0.24350000,-0.18034557
112701,-0.26400000,-0.16522678
112702,-0.28100000,-0.15820734
112703,-0.29000000,-0.16090713
112704,-0.29850000,-0.16684665
112705,-0.30450000,-0.11555076
112706,-0.30450000,0.07451404
112707,-0.30150000,0.34125270
112708,-0.29850000,0.44978402
112709,-0.30450000,0.31533477
112710,-0.30450000,0.13930886
112711,-0.30150000,0.09557235
112712,-0.26800000,0.15550756
112713,-0.27100000,0.18790497
112714,-0.27650000,0.16576674
112715,-0.28150000,0.15226782
112716,-0.28450000,0.09773218
112717,-0.29250000,-0.01889849
112718,-0.29800000,-0.09611231
112719,-0.30600000,-0.12365011
112720,-0.31150000,-0.13228942
112721,-0.32250000,-0.13066955
112722,-0.32800000,-0.12149028
112723,-0.33300000,-0.11447084
112724,-0.34150000,-0.11609071
112725,-0.35200000,-0.11717063
112726,-0.36050000,-0.11285097
112727,-0.37400000,-0.10853132
112728,-0.37950000,-0.10421166
112729,-0.39300000,-0.09395248
112730,-0.40350000,-0.08639309
112731,-0.41450000,-0.07451404
112732,-0.42550000,-0.05507559
112733,-0.43600000,-0.03995680
112734,-0.45000000,-0.03617711
112735,-0.45800000,-0.03833693
112736,-0.46850000,-0.03671706
112737,-0.47700000,-0.04535637
112738,-0.48500000,-0.06911447
112739,-0.49050000,-0.09449244
112740,-0.48500000,-0.12580994
112741,-0.47950000,-0.15550756
112742,-0.45500000,-0.17332613
112743,-0.42550000,-0.18034557
112744,-0.37950000,-0.16792657
112745,-0.31950000,-0.13984881
112746,-0.24350000,-0.10097192
112747,-0.15700000,-0.05831533
112748,-0.06750000,-0.02213823
112749,0.02750000,0.00269978
112750,0.11950000,0.01835853
112751,0.20650000,0.03185745
112752,0.27950000,0.04481641
112753,0.33650000,0.05237581
112754,0.38000000,0.06101512
112755,0.40700000,0.06695464
112756,0.41500000,0.07127430
112757,0.40950000,0.09179266
112758,0.39600000,0.13336933
112759,0.37150000,0.16846652
112760,0.33650000,0.18844492
112761,0.29850000,0.22084233
112762,0.25800000,0.24568035
112763,0.20900000,0.21490281
112764,0.16000000,0.16738661
112765,0.11150000,0.14902808
112766,0.06550000,0.12203024
112767,0.01900000,0.06965443
112768,-0.02950000,0.01673866
112769,-0.06750000,-0.02105832
112770,-0.10800000,-0.03671706
112771,-0.14050000,-0.04211663
112772,-0.17050000,-0.05237581
112773,-0.19750000,-0.05561555
112774,-0.21950000,-0.05507559
112775,-0.23000000,-0.05345572
112776,-0.22300000,-0.04535637
112777,-0.22850000,-0.03779698
112778,-0.22850000,-0.02969762
112779,-0.22600000,-0.02429806
112780,-0.22000000,-0.01781857
112781,-0.21750000,0.06803456
112782,-0.20600000,0.33423326
112783,-0.19800000,0.65928726
112784,-0.19250000,0.74190065
112785,-0.18650000,0.53455724
112786,-0.18400000,0.30021598
112787,-0.18100000,0.22354212
112788,-0.17850000,0.24946004
112789,-0.18100000,0.26727862
112790,-0.18400000,0.28077754
112791,-0.18650000,0.27861771
112792,-0.19250000,0.20086393
112793,-0.19800000,0.09557235
112794,-0.20350000,0.03617711
112795,-0.21200000,0.01619870
112796,-0.22000000,0.01673866
112797,-0.22600000,0.01943844
112798,-0.23150000,0.01889849
112799,-0.23950000,0.01565875
112800,-0.24800000,0.01673866
112801,-0.25350000,0.01943844
112802,-0.26500000,0.02321814
112803,-0.27050000,0.03617711
112804,-0.27850000,0.05075594
112805,-0.28700000,0.05777538
112806,-0.29850000,0.06695464
112807,-0.30400000,0.08639309
112808,-0.31500000,0.10529158
112809,-0.32350000,0.11501080
112810,-0.33150000,0.11447084
112811,-0.34000000,0.10637149
112812,-0.34550000,0.09017279
