point,rri,ECGshift,PPGGshift
180004,0.448,12,12
180060,0.448,12,12
180116,0.448,12,12
180172,0.440,12,12
180227,0.448,12,12
180283,0.440,12,12
180338,0.440,12,12
180393,0.448,12,12
180449,0.456,12,12
180506,0.456,12,12
180563,0.440,12,12
180618,0.456,12,12
180675,0.448,12,12
180731,0.432,12,12
180785,0.464,12,12
180843,0.448,12,12
180899,0.256,12,12
180931,0.200,12,12
180956,0.416,12,12
181008,0.448,12,12
181064,0.464,12,12
181122,0.448,12,12
181178,0.456,12,12
181235,0.456,12,12
181292,0.448,12,12
181348,0.440,12,12
181403,0.456,12,12
181460,0.456,12,12
181517,0.440,12,12
181572,0.448,12,12
181628,0.456,12,12
181685,0.456,12,12
181742,0.448,12,12
181798,0.456,12,12
181855,0.448,12,12
181911,0.448,12,12
181967,0.448,12,12
182023,0.448,12,12
182079,0.448,12,12
182135,0.432,12,12
182189,0.448,12,12
182245,0.448,12,12
182301,0.440,12,12
182356,0.464,12,12
182414,0.448,12,12
182470,0.440,12,12
182525,0.448,12,12
182581,0.448,12,12
182637,0.440,12,12
182692,0.448,12,12
182748,0.432,12,12
182802,0.440,12,12
182857,0.424,12,12
182910,0.456,12,12
182967,0.416,12,12
183019,0.464,12,12
183077,0.424,12,12
183130,0.280,12,12
183165,0.192,12,12
183189,0.432,12,12
183243,0.432,12,12
183297,0.432,12,12
183351,0.448,12,12
183407,0.432,12,12
183461,0.432,12,12
183515,0.440,12,12
183570,0.328,12,12
183611,0.536,12,12
183678,0.416,12,12
183730,0.432,12,12
