'sample interval','PLETH','II'
'0.008 sec','mV','mV'
112501,0.46850000,0.01908397
112502,0.48350000,0.01068702
112503,0.49200000,0.02137405
112504,0.49600000,0.01717557
112505,0.49600000,0.01717557
112506,0.48550000,0.01068702
112507,0.47300000,0.01297710
112508,0.45600000,0.01297710
112509,0.43300000,0.01297710
112510,0.40350000,0.01297710
112511,0.37600000,0.01068702
112512,0.34700000,0.01068702
112513,0.30900000,0.00877863
112514,0.27750000,0.01717557
112515,0.24150000,0.02328244
112516,0.20600000,0.03396947
112517,0.17000000,0.04236641
112518,0.13850000,0.06335878
112519,0.10500000,0.07366412
112520,0.07550000,0.07786260
112521,0.04600000,0.06106870
112522,0.01900000,0.04656489
112523,-0.00850000,0.04007634
112524,-0.03150000,0.02137405
112525,-0.05250000,-0.00763359
112526,-0.07350000,-0.01603053
112527,-0.09050000,-0.02213740
112528,-0.10700000,-0.01603053
112529,-0.12600000,-0.02213740
112530,-0.13850000,-0.01793893
112531,-0.15350000,-0.01793893
112532,-0.16800000,-0.02213740
112533,-0.18050000,-0.04541985
112534,-0.19550000,-0.04732824
112535,-0.20800000,0.01106870
112536,-0.22050000,0.15305344
112537,-0.23350000,0.30801527
112538,-0.24400000,0.54045802
112539,-0.25450000,0.51946565
112540,-0.26700000,0.22213740
112541,-0.27950000,-0.01793893
112542,-0.29000000,-0.07671756
112543,-0.29850000,-0.08931298
112544,-0.30900000,-0.10000000
112545,-0.32150000,-0.10190840
112546,-0.33000000,-0.10610687
112547,-0.33850000,-0.09770992
112548,-0.34250000,-0.10190840
112549,-0.34900000,-0.09770992
112550,-0.35550000,-0.10000000
112551,-0.36600000,-0.09160305
112552,-0.37050000,-0.10000000
112553,-0.37900000,-0.08931298
112554,-0.38350000,-0.08931298
112555,-0.38950000,-0.08320611
112556,-0.39400000,-0.08091603
112557,-0.40050000,-0.07251908
112558,-0.40250000,-0.06641221
112559,-0.40900000,-0.05381679
112560,-0.41100000,-0.05152672
112561,-0.41550000,-0.04312977
112562,-0.41750000,-0.02862595
112563,-0.41550000,-0.02022901
112564,-0.40900000,-0.01374046
112565,-0.40050000,-0.00954198
112566,-0.38100000,-0.00114504
112567,-0.35550000,-0.00343511
112568,-0.31900000,0.01068702
112569,-0.27600000,0.00877863
112570,-0.22500000,0.01717557
112571,-0.16500000,0.01908397
112572,-0.10050000,0.02977099
112573,-0.03450000,0.02557252
112574,0.03400000,0.02748092
112575,0.10250000,0.02557252
112576,0.16700000,0.02748092
112577,0.22450000,0.01717557
112578,0.28050000,0.01717557
112579,0.32950000,0.01068702
112580,0.37650000,0.00648855
112581,0.41750000,0.00267176
112582,0.45150000,0.00267176
112583,0.48150000,0.00458015
112584,0.50500000,0.00458015
112585,0.51800000,0.00458015
112586,0.53100000,0.00458015
112587,0.53700000,0.00458015
112588,0.53500000,0.00458015
112589,0.52850000,0.00458015
112590,0.52000000,0.00267176
112591,0.50300000,0.00267176
112592,0.48150000,-0.00114504
112593,0.45800000,-0.00114504
112594,0.43000000,-0.00343511
112595,0.39800000,-0.00343511
112596,0.36400000,-0.00343511
112597,0.33150000,0.00076336
112598,0.29550000,0.00267176
112599,0.26100000,0.01488550
112600,0.22450000,0.01908397
112601,0.19250000,0.03587786
112602,0.15850000,0.04656489
112603,0.12850000,0.07175573
112604,0.09400000,0.06335878
112605,0.06400000,0.04847328
112606,0.03850000,0.03396947
112607,0.00850000,0.02557252
112608,-0.01300000,0.00267176
112609,-0.03850000,-0.01603053
112610,-0.05800000,-0.02633588
112611,-0.08150000,-0.03282443
112612,-0.11100000,-0.03282443
112613,-0.12800000,-0.03053435
112614,-0.15000000,-0.02862595
112615,-0.16950000,-0.03282443
112616,-0.18450000,-0.03702290
112617,-0.20200000,-0.06221374
112618,-0.21750000,-0.05572519
112619,-0.23250000,0.00458015
