'sample interval','PLETH','II'
'0.008 sec','mV','mV'
112501,-0.25150000,-0.04825973
112502,-0.26800000,-0.04825973
112503,-0.28100000,-0.04591986
112504,-0.29700000,-0.04679731
112505,-0.30550000,-0.05995905
112506,-0.31850000,-0.05703422
112507,-0.33200000,0.06171395
112508,-0.34550000,0.31032466
112509,-0.35900000,0.44954665
112510,-0.36700000,0.29891781
112511,-0.38050000,0.04328751
112512,-0.38850000,-0.08599006
112513,-0.40200000,-0.10617140
112514,-0.41000000,-0.09476455
112515,-0.41800000,-0.08452764
112516,-0.42600000,-0.08218777
112517,-0.43400000,-0.08014039
112518,-0.43950000,-0.07487569
112519,-0.44450000,-0.06668617
112520,-0.44750000,-0.05995905
112521,-0.45250000,-0.05352442
112522,-0.45800000,-0.04679731
112523,-0.46600000,-0.03685288
112524,-0.46850000,-0.02369114
112525,-0.47400000,-0.01316174
112526,-0.48200000,-0.00614215
112527,-0.48200000,0.00292483
112528,-0.48750000,0.01550161
112529,-0.49000000,0.02837087
112530,-0.49550000,0.04241006
112531,-0.50100000,0.05878912
112532,-0.50100000,0.07633811
112533,-0.50350000,0.09651945
112534,-0.50350000,0.11114361
112535,-0.50350000,0.12050307
112536,-0.50100000,0.12079555
112537,-0.49800000,0.11406844
112538,-0.49000000,0.10441650
112539,-0.47150000,0.09183972
112540,-0.45000000,0.07458321
112541,-0.42050000,0.05791167
112542,-0.38550000,0.04065516
112543,-0.34550000,0.02427610
112544,-0.28900000,0.01023691
112545,-0.23050000,-0.00204738
112546,-0.16600000,-0.01374671
112547,-0.09650000,-0.02135127
112548,-0.02100000,-0.02632349
112549,0.05100000,-0.02895584
112550,0.11550000,-0.02690845
112551,0.18800000,-0.02456859
112552,0.24400000,-0.02310617
112553,0.29750000,-0.02135127
112554,0.34850000,-0.01637906
112555,0.38600000,-0.01082188
112556,0.41800000,-0.00965195
112557,0.44250000,-0.00877450
112558,0.45550000,-0.00643463
112559,0.46400000,-0.00438725
112560,0.46400000,-0.00321732
112561,0.46100000,-0.00350980
112562,0.45050000,-0.00526470
112563,0.43150000,-0.00526470
112564,0.42900000,-0.00526470
112565,0.40500000,-0.00760456
112566,0.37550000,-0.01052939
112567,0.34600000,-0.01023691
112568,0.31350000,-0.01111436
112569,0.28150000,-0.01403919
112570,0.24650000,-0.01491664
112571,0.21200000,-0.01784147
112572,0.17950000,-0.01725651
112573,0.14200000,-0.00584966
112574,0.11250000,0.00731208
112575,0.07800000,0.01403919
112576,0.05100000,0.02252121
112577,0.01900000,0.03977771
112578,-0.00500000,0.05410939
112579,-0.03200000,0.04972214
112580,-0.05600000,0.02924832
112581,-0.08050000,0.00731208
112582,-0.09900000,-0.01228429
112583,-0.12050000,-0.02778590
112584,-0.14200000,-0.03831530
112585,-0.16050000,-0.04270254
112586,-0.18200000,-0.04241006
112587,-0.19550000,-0.04065516
112588,-0.21450000,-0.03977771
112589,-0.23050000,-0.03890026
112590,-0.24650000,-0.04621234
112591,-0.26000000,-0.06317637
112592,-0.27300000,-0.03509798
112593,-0.28650000,0.13512723
112594,-0.30000000,0.38344545
112595,-0.31350000,0.43755484
112596,-0.32400000,0.22433460
112597,-0.33200000,-0.00409476
112598,-0.34300000,-0.09213220
112599,-0.35350000,-0.09681193
112600,-0.36150000,-0.08306522
112601,-0.37250000,-0.07721556
112602,-0.37750000,-0.07984791
112603,-0.38600000,-0.08014039
112604,-0.39400000,-0.07516818
112605,-0.40200000,-0.06844106
112606,-0.41000000,-0.05995905
112607,-0.41250000,-0.05235449
112608,-0.42050000,-0.04621234
112609,-0.42850000,-0.03743785
112610,-0.43400000,-0.02895584
112611,-0.43950000,-0.01725651
112612,-0.44750000,-0.00350980
112613,-0.45000000,0.00760456
112614,-0.45800000,0.01520913
112615,-0.45800000,0.02661597
112616,-0.46600000,0.04328751
