point,rri,ECGshift,PPGGshift
6750038,0.408,20,20
6750089,0.440,20,20
6750144,0.488,20,20
6750205,0.648,20,20
6750286,0.448,20,20
6750342,0.360,20,20
6750387,0.648,20,20
6750468,0.560,20,20
6750538,0.424,20,20
6750591,0.488,20,20
6750652,0.544,20,20
6750720,0.536,20,20
6750787,0.440,20,20
6750842,0.512,20,20
6750906,0.552,20,20
6750975,0.600,20,20
6751050,0.632,20,20
6751129,0.496,20,20
6751191,0.528,20,20
6751257,0.648,20,20
6751338,0.512,20,20
6751402,0.736,20,20
6751494,0.632,20,20
6751573,0.408,20,20
6751624,0.616,20,20
6751701,0.488,20,20
6751762,0.376,20,20
6751809,0.408,20,20
6751860,0.440,20,20
6751915,0.856,20,20
6752022,0.560,20,20
6752092,0.408,20,20
6752143,0.576,20,20
6752215,0.744,20,20
6752308,0.632,20,20
6752387,0.616,20,20
6752464,0.464,20,20
6752522,0.368,20,20
6752568,0.376,20,20
6752615,0.416,20,20
6752667,0.416,20,20
6752719,0.480,20,20
6752779,0.624,20,20
6752857,0.624,20,20
6752935,0.696,20,20
6753022,0.384,20,20
6753070,0.512,20,20
6753134,0.416,20,20
6753186,0.392,20,20
6753235,0.704,20,20
6753323,0.528,20,20
6753389,0.376,20,20
6753436,0.392,20,20
6753485,0.536,20,20
6753552,0.760,20,20
6753647,0.488,20,20
6753708,0.344,20,20
6753751,0.464,20,20
6753809,0.440,20,20
6753864,0.472,20,20
6753923,0.456,20,20
6753980,0.672,20,20
6754064,0.472,20,20
6754123,0.600,20,20
6754198,0.536,20,20
6754265,0.408,20,20
6754316,0.432,20,20
6754370,0.608,20,20
6754446,0.584,20,20
6754519,0.536,20,20
6754586,0.520,20,20
6754651,0.592,20,20
6754725,0.544,20,20
6754793,0.464,20,20
6754851,0.448,20,20
6754907,0.424,20,20
6754960,0.472,20,20
6755019,0.800,20,20
6755119,0.576,20,20
6755191,0.448,20,20
6755247,0.472,20,20
6755306,0.360,20,20
6755351,0.648,20,20
6755432,0.944,20,20
6755550,0.576,20,20
6755622,0.392,20,20
6755671,0.384,20,20
6755719,0.408,20,20
6755770,0.624,20,20
6755848,0.760,20,20
6755943,0.472,20,20
6756002,0.368,20,20
6756048,0.424,20,20
6756101,0.432,20,20
6756155,0.408,20,20
6756206,0.680,20,20
6756291,0.544,20,20
6756359,0.480,20,20
6756419,0.416,20,20
6756471,0.784,20,20
6756569,1.312,20,20
6756733,0.528,20,20
6756799,0.448,20,20
6756855,0.448,20,20
6756911,0.448,20,20
6756967,0.368,20,20
6757013,0.520,20,20
6757078,0.488,20,20
6757139,0.432,20,20
6757193,0.424,20,20
6757246,0.448,20,20
6757302,0.584,20,20
6757375,0.624,20,20
6757453,0.472,20,20
6757512,0.496,20,20
6757574,0.584,20,20
6757647,0.584,20,20
6757720,0.560,20,20
6757790,0.536,20,20
6757857,0.472,20,20
6757916,0.432,20,20
6757970,0.408,20,20
6758021,0.688,20,20
6758107,0.600,20,20
6758182,0.640,20,20
6758262,0.504,20,20
6758325,0.368,20,20
6758371,0.392,20,20
6758420,0.552,20,20
6758489,0.584,20,20
6758562,0.416,20,20
6758614,0.368,20,20
6758660,0.440,20,20
6758715,0.440,20,20
6758770,0.408,20,20
6758821,0.392,20,20
6758870,0.392,20,20
6758919,0.368,20,20
6758965,0.368,20,20
6759011,0.440,20,20
6759066,0.776,20,20
6759163,1.016,20,20
6759290,0.688,20,20
6759376,0.560,20,20
6759446,0.640,20,20
6759526,0.560,20,20
6759596,1.024,20,20
6759724,0.544,20,20
6759792,0.552,20,20
6759861,0.512,20,20
6759925,0.616,20,20
6760002,0.584,20,20
6760075,0.608,20,20
6760151,0.672,20,20
6760235,0.496,20,20
6760297,0.552,20,20
6760366,0.664,20,20
6760449,0.536,20,20
6760516,0.672,20,20
6760600,0.584,20,20
6760673,0.632,20,20
6760752,0.480,20,20
6760812,0.376,20,20
6760859,0.664,20,20
6760942,0.800,20,20
6761042,0.384,20,20
6761090,0.368,20,20
6761136,0.696,20,20
6761223,0.592,20,20
6761297,0.496,20,20
6761359,0.480,20,20
6761419,0.496,20,20
6761481,0.464,20,20
6761539,0.520,20,20
6761604,0.472,20,20
6761663,0.384,20,20
6761711,0.384,20,20
6761759,0.400,20,20
6761809,0.656,20,20
6761891,0.456,20,20
6761948,0.520,20,20
6762013,0.456,20,20
6762070,0.344,20,20
6762113,0.616,20,20
6762190,0.528,20,20
6762256,0.720,20,20
6762346,0.584,20,20
6762419,0.456,20,20
6762476,0.480,20,20
6762536,0.552,20,20
6762605,0.504,20,20
6762668,0.432,20,20
6762722,0.424,20,20
6762775,0.464,20,20
6762833,0.488,20,20
6762894,0.400,20,20
6762944,0.504,20,20
6763007,0.624,20,20
6763085,0.520,20,20
6763150,0.440,20,20
6763205,0.424,20,20
6763258,0.400,20,20
6763308,0.664,20,20
6763391,0.480,20,20
6763451,0.472,20,20
6763510,0.488,20,20
6763571,0.384,20,20
6763619,0.400,20,20
6763669,0.392,20,20
6763718,0.456,20,20
6763775,0.456,20,20
6763832,0.480,20,20
6763892,0.592,20,20
6763966,0.520,20,20
6764031,0.440,20,20
6764086,0.584,20,20
6764159,0.480,20,20
6764219,0.680,20,20
6764304,0.576,20,20
6764376,0.720,20,20
6764466,0.520,20,20
6764531,0.400,20,20
6764581,0.456,20,20
6764638,0.528,20,20
6764704,0.504,20,20
6764767,0.400,20,20
6764817,0.680,20,20
6764902,0.512,20,20
6764966,0.368,20,20
6765012,0.552,20,20
6765081,0.792,20,20
6765180,0.560,20,20
6765250,0.872,20,20
6765359,0.536,20,20
6765426,0.528,20,20
6765492,0.464,20,20
6765550,0.328,20,20
6765591,0.632,20,20
6765670,0.600,20,20
6765745,0.560,20,20
6765815,0.528,20,20
6765881,0.432,20,20
6765935,0.408,20,20
6765986,0.392,20,20
6766035,0.352,20,20
6766079,0.408,20,20
6766130,0.448,20,20
6766186,0.520,20,20
6766251,0.536,20,20
6766318,0.488,20,20
6766379,0.576,20,20
6766451,0.584,20,20
6766524,0.688,20,20
6766610,0.576,20,20
6766682,0.536,20,20
6766749,0.712,20,20
6766838,0.480,20,20
6766898,0.384,20,20
6766946,0.528,20,20
6767012,0.608,20,20
6767088,0.456,20,20
6767145,0.368,20,20
6767191,0.400,20,20
6767241,0.384,20,20
6767289,0.408,20,20
6767340,0.896,20,20
6767452,0.536,20,20
6767519,0.376,20,20
6767566,0.424,20,20
6767619,0.520,20,20
6767684,0.504,20,20
6767747,0.496,20,20
6767809,0.400,20,20
6767859,0.416,20,20
6767911,0.736,20,20
6768003,0.848,20,20
6768109,0.384,20,20
6768157,0.488,20,20
6768218,0.424,20,20
6768271,0.624,20,20
6768349,0.664,20,20
6768432,0.832,20,20
6768536,0.480,20,20
6768596,0.712,20,20
6768685,0.504,20,20
6768748,0.480,20,20
6768808,0.472,20,20
6768867,0.416,20,20
6768919,0.432,20,20
6768973,0.512,20,20
6769037,0.608,20,20
6769113,0.360,20,20
6769158,0.216,20,20
6769185,0.560,20,20
6769255,0.472,20,20
6769314,0.424,20,20
6769367,0.664,20,20
6769450,0.608,20,20
6769526,0.760,20,20
6769621,0.376,20,20
6769668,0.632,20,20
6769747,0.440,20,20
6769802,0.352,20,20
6769846,0.392,20,20
6769895,0.704,20,20
6769983,0.616,20,20
6770060,0.408,20,20
6770111,0.456,20,20
6770168,0.416,20,20
6770220,0.360,20,20
6770265,0.368,20,20
6770311,0.648,20,20
6770392,0.456,20,20
6770449,0.584,20,20
6770522,0.568,20,20
6770593,0.528,20,20
6770659,0.512,20,20
6770723,0.416,20,20
6770775,0.432,20,20
6770829,0.424,20,20
6770882,0.712,20,20
6770971,0.536,20,20
6771038,0.344,20,20
6771081,0.400,20,20
6771131,0.600,20,20
6771206,0.472,20,20
6771265,0.424,20,20
6771318,0.752,20,20
6771412,0.640,20,20
6771492,0.480,20,20
6771552,0.528,20,20
6771618,0.440,20,20
6771673,0.360,20,20
6771718,0.536,20,20
6771785,0.760,20,20
6771880,0.592,20,20
6771954,0.728,20,20
6772045,0.472,20,20
6772104,0.768,20,20
6772200,0.616,20,20
6772277,0.376,20,20
6772324,0.496,20,20
6772386,0.552,20,20
6772455,0.840,20,20
6772560,0.656,20,20
6772642,0.504,20,20
6772705,0.456,20,20
6772762,0.488,20,20
6772823,0.568,20,20
6772894,0.752,20,20
6772988,0.496,20,20
6773050,0.512,20,20
6773114,0.600,20,20
6773189,0.536,20,20
6773256,0.608,20,20
6773332,0.496,20,20
6773394,0.392,20,20
6773443,0.472,20,20
6773502,0.616,20,20
6773579,0.488,20,20
6773640,0.400,20,20
6773690,0.608,20,20
6773766,0.648,20,20
6773847,0.568,20,20
6773918,0.368,20,20
6773964,0.408,20,20
6774015,0.696,20,20
6774102,0.496,20,20
6774164,0.376,20,20
6774211,0.408,20,20
6774262,0.456,20,20
6774319,0.440,20,20
6774374,0.408,20,20
6774425,0.552,20,20
6774494,0.496,20,20
6774556,0.400,20,20
6774606,0.360,20,20
6774651,0.376,20,20
6774698,0.424,20,20
6774751,0.608,20,20
6774827,0.568,20,20
6774898,0.400,20,20
6774948,0.368,20,20
6774994,0.488,20,20
6775055,0.656,20,20
6775137,0.472,20,20
6775196,0.384,20,20
6775244,0.400,20,20
6775294,0.368,20,20
6775340,0.424,20,20
6775393,0.400,20,20
6775443,0.384,20,20
6775491,0.392,20,20
6775540,0.472,20,20
6775599,0.584,20,20
6775672,0.496,20,20
6775734,0.448,20,20
6775790,0.448,20,20
6775846,0.472,20,20
6775905,0.536,20,20
6775972,0.408,20,20
6776023,0.496,20,20
6776085,0.392,20,20
6776134,0.432,20,20
6776188,0.384,20,20
6776236,0.424,20,20
6776289,0.624,20,20
6776367,0.576,20,20
6776439,0.536,20,20
6776506,0.464,20,20
6776564,0.456,20,20
6776621,0.552,20,20
6776690,0.488,20,20
6776751,0.416,20,20
6776803,0.680,20,20
6776888,0.488,20,20
6776949,0.432,20,20
6777003,0.472,20,20
6777062,0.464,20,20
6777120,0.568,20,20
6777191,0.520,20,20
6777256,0.536,20,20
6777323,0.456,20,20
6777380,0.440,20,20
6777435,0.480,20,20
6777495,0.536,20,20
6777562,0.400,20,20
6777612,0.320,20,20
6777652,0.368,20,20
6777698,0.464,20,20
6777756,0.920,20,20
6777871,0.560,20,20
6777941,0.376,20,20
6777988,0.456,20,20
6778045,0.680,20,20
6778130,0.520,20,20
6778195,0.440,20,20
6778250,0.632,20,20
6778329,0.496,20,20
6778391,0.424,20,20
6778444,0.400,20,20
6778494,0.464,20,20
6778552,0.416,20,20
6778604,0.488,20,20
6778665,0.600,20,20
6778740,0.760,20,20
6778835,0.744,20,20
6778928,0.448,20,20
6778984,0.416,20,20
6779036,0.520,20,20
6779101,0.616,20,20
6779178,0.608,20,20
6779254,0.512,20,20
6779318,0.456,20,20
6779375,0.392,20,20
6779424,0.392,20,20
6779473,0.592,20,20
6779547,0.696,20,20
6779634,0.424,20,20
6779687,0.392,20,20
6779736,0.480,20,20
6779796,0.400,20,20
6779846,0.440,20,20
6779901,0.656,20,20
6779983,0.608,20,20
6780059,0.416,20,20
6780111,0.600,20,20
6780186,0.520,20,20
6780251,0.432,20,20
6780305,0.480,20,20
6780365,0.400,20,20
6780415,0.384,20,20
6780463,0.464,20,20
6780521,0.392,20,20
6780570,0.408,20,20
6780621,0.336,20,20
6780663,0.392,20,20
6780712,0.416,20,20
6780764,0.760,20,20
6780859,0.656,20,20
6780941,0.536,20,20
6781008,0.584,20,20
6781081,0.584,20,20
6781154,0.456,20,20
6781211,0.392,20,20
6781260,0.352,20,20
6781304,0.544,20,20
6781372,0.528,20,20
6781438,0.472,20,20
6781497,0.768,20,20
6781593,0.680,20,20
6781678,0.712,20,20
6781767,0.456,20,20
6781824,0.360,20,20
6781869,0.488,20,20
6781930,0.688,20,20
6782016,0.480,20,20
6782076,0.424,20,20
6782129,0.504,20,20
6782192,0.552,20,20
6782261,0.632,20,20
6782340,0.552,20,20
6782409,0.672,20,20
6782493,0.560,20,20
6782563,0.552,20,20
6782632,0.496,20,20
6782694,0.464,20,20
6782752,0.520,20,20
6782817,0.464,20,20
6782875,0.728,20,20
6782966,0.432,20,20
6783020,0.592,20,20
6783094,0.552,20,20
6783163,0.568,20,20
6783234,0.648,20,20
6783315,0.496,20,20
6783377,0.528,20,20
6783443,0.616,20,20
6783520,0.576,20,20
6783592,0.544,20,20
6783660,0.496,20,20
6783722,0.640,20,20
6783802,0.584,20,20
6783875,0.416,20,20
6783927,0.560,20,20
6783997,0.824,20,20
6784100,0.608,20,20
6784176,0.592,20,20
6784250,0.864,20,20
6784358,0.752,20,20
6784452,0.472,20,20
6784511,0.408,20,20
6784562,0.600,20,20
6784637,0.512,20,20
6784701,0.408,20,20
6784752,0.656,20,20
6784834,0.552,20,20
6784903,0.568,20,20
6784974,0.496,20,20
6785036,0.520,20,20
6785101,0.576,20,20
6785173,0.624,20,20
6785251,0.544,20,20
6785319,0.632,20,20
6785398,0.584,20,20
6785471,0.880,20,20
6785581,0.496,20,20
6785643,0.368,20,20
6785689,0.408,20,20
6785740,0.560,20,20
6785810,0.608,20,20
6785886,0.456,20,20
6785943,0.448,20,20
6785999,0.672,20,20
6786083,0.672,20,20
6786167,0.504,20,20
6786230,0.560,20,20
6786300,0.536,20,20
6786367,0.392,20,20
6786416,0.560,20,20
6786486,0.456,20,20
6786543,0.696,20,20
6786630,0.648,20,20
6786711,0.512,20,20
6786775,0.480,20,20
6786835,0.376,20,20
6786882,0.672,20,20
6786966,0.792,20,20
6787065,0.464,20,20
6787123,0.376,20,20
6787170,0.424,20,20
6787223,0.728,20,20
6787314,0.488,20,20
6787375,0.464,20,20
6787433,0.736,20,20
6787525,0.480,20,20
6787585,0.440,20,20
6787640,0.424,20,20
6787693,0.376,20,20
6787740,0.472,20,20
6787799,0.472,20,20
6787858,0.744,20,20
6787951,0.528,20,20
6788017,0.488,20,20
6788078,0.736,20,20
6788170,0.752,20,20
6788264,0.712,20,20
6788353,0.640,20,20
6788433,0.752,20,20
6788527,0.512,20,20
6788591,0.416,20,20
6788643,0.544,20,20
6788711,0.480,20,20
6788771,0.456,20,20
6788828,0.448,20,20
6788884,0.664,20,20
6788967,0.496,20,20
6789029,0.600,20,20
6789104,0.520,20,20
6789169,0.528,20,20
6789235,0.568,20,20
6789306,0.432,20,20
6789360,0.424,20,20
6789413,0.400,20,20
6789463,0.384,20,20
6789511,0.736,20,20
6789603,0.520,20,20
6789668,0.376,20,20
6789715,0.408,20,20
6789766,0.376,20,20
6789813,0.624,20,20
6789891,0.544,20,20
6789959,0.504,20,20
6790022,0.464,20,20
6790080,0.624,20,20
6790158,0.544,20,20
6790226,0.912,20,20
6790340,0.472,20,20
6790399,0.392,20,20
6790448,0.608,20,20
6790524,0.536,20,20
6790591,0.504,20,20
6790654,0.488,20,20
6790715,0.416,20,20
6790767,0.424,20,20
6790820,0.488,20,20
6790881,0.624,20,20
6790959,0.480,20,20
6791019,0.352,20,20
6791063,0.496,20,20
6791125,0.720,20,20
6791215,0.592,20,20
6791289,0.488,20,20
6791350,0.432,20,20
6791404,0.456,20,20
6791461,0.680,20,20
6791546,0.544,20,20
6791614,0.376,20,20
6791661,0.728,20,20
6791752,0.544,20,20
6791820,0.416,20,20
6791872,0.472,20,20
6791931,0.392,20,20
6791980,0.424,20,20
6792033,0.424,20,20
6792086,0.440,20,20
6792141,0.552,20,20
6792210,0.520,20,20
6792275,0.552,20,20
6792344,0.584,20,20
6792417,0.600,20,20
6792492,0.424,20,20
6792545,0.464,20,20
6792603,0.664,20,20
6792686,0.472,20,20
6792745,0.368,20,20
6792791,0.376,20,20
6792838,0.384,20,20
6792886,0.552,20,20
6792955,0.488,20,20
6793016,0.440,20,20
6793071,0.576,20,20
6793143,0.664,20,20
6793226,0.768,20,20
6793322,0.456,20,20
6793379,0.472,20,20
6793438,0.536,20,20
6793505,0.536,20,20
6793572,0.648,20,20
6793653,0.440,20,20
6793708,0.344,20,20
6793751,0.648,20,20
6793832,0.480,20,20
6793892,0.440,20,20
6793947,0.512,20,20
6794011,0.568,20,20
6794082,0.432,20,20
6794136,0.416,20,20
6794188,0.408,20,20
6794239,0.360,20,20
6794284,0.568,20,20
6794355,0.584,20,20
6794428,0.528,20,20
6794494,0.496,20,20
6794556,0.456,20,20
6794613,0.416,20,20
6794665,0.568,20,20
6794736,0.432,20,20
6794790,0.376,20,20
6794837,0.392,20,20
6794886,0.680,20,20
6794971,0.728,20,20
6795062,0.640,20,20
6795142,0.464,20,20
6795200,0.384,20,20
6795248,0.408,20,20
6795299,0.504,20,20
6795362,0.464,20,20
6795420,0.680,20,20
6795505,0.584,20,20
6795578,0.480,20,20
6795638,0.448,20,20
6795694,0.448,20,20
6795750,0.400,20,20
6795800,0.584,20,20
6795873,0.488,20,20
6795934,0.360,20,20
6795979,0.424,20,20
6796032,0.632,20,20
6796111,0.600,20,20
6796186,0.456,20,20
6796243,0.456,20,20
6796300,0.432,20,20
6796354,0.424,20,20
6796407,0.688,20,20
6796493,0.520,20,20
6796558,0.352,20,20
6796602,0.424,20,20
6796655,0.384,20,20
6796703,0.328,20,20
6796744,0.376,20,20
6796791,0.456,20,20
6796848,0.408,20,20
6796899,0.416,20,20
6796951,0.408,20,20
6797002,0.400,20,20
6797052,0.512,20,20
6797116,0.424,20,20
6797169,0.712,20,20
6797258,0.520,20,20
6797323,0.408,20,20
6797374,0.408,20,20
6797425,0.384,20,20
6797473,0.696,20,20
6797560,0.624,20,20
6797638,0.504,20,20
6797701,0.584,20,20
6797774,0.456,20,20
6797831,0.472,20,20
6797890,0.656,20,20
6797972,0.592,20,20
6798046,0.464,20,20
6798104,0.384,20,20
6798152,0.424,20,20
6798205,0.408,20,20
6798256,0.416,20,20
6798308,0.432,20,20
6798362,0.432,20,20
6798416,0.448,20,20
6798472,0.416,20,20
6798524,0.384,20,20
6798572,0.696,20,20
6798659,0.472,20,20
6798718,0.376,20,20
6798765,0.696,20,20
6798852,0.560,20,20
6798922,0.424,20,20
6798975,0.496,20,20
6799037,0.416,20,20
6799089,0.304,20,20
6799127,0.752,20,20
6799221,0.512,20,20
6799285,0.368,20,20
6799331,0.624,20,20
6799409,0.512,20,20
6799473,0.384,20,20
6799521,0.392,20,20
6799570,0.432,20,20
6799624,0.408,20,20
6799675,0.408,20,20
6799726,1.208,20,20
6799877,0.640,20,20
6799957,0.552,20,20
6800026,0.600,20,20
6800101,0.528,20,20
6800167,0.456,20,20
6800224,0.520,20,20
6800289,0.464,20,20
6800347,0.632,20,20
6800426,0.584,20,20
6800499,0.528,20,20
6800565,0.784,20,20
6800663,0.640,20,20
6800743,0.384,20,20
6800791,0.680,20,20
6800876,0.784,20,20
6800974,0.480,20,20
6801034,0.632,20,20
6801113,0.528,20,20
6801179,0.480,20,20
6801239,0.552,20,20
6801308,0.488,20,20
6801369,0.568,20,20
6801440,0.440,20,20
6801495,0.552,20,20
6801564,0.560,20,20
6801634,0.584,20,20
6801707,0.432,20,20
6801761,0.392,20,20
6801810,0.448,20,20
6801866,0.424,20,20
6801919,0.584,20,20
6801992,0.504,20,20
6802055,0.440,20,20
6802110,0.432,20,20
6802164,0.680,20,20
6802249,0.720,20,20
6802339,0.568,20,20
6802410,0.408,20,20
6802461,0.448,20,20
