point,rri,ECGshift,PPGGshift
133074,0.328,19,19
133115,0.240,19,19
133145,0.656,19,19
133227,0.576,19,19
133299,0.568,19,19
133370,0.360,19,19
133415,0.240,19,19
133445,0.336,19,19
133487,0.248,19,19
133518,0.560,19,19
133588,0.568,19,19
133659,0.584,19,19
133732,0.576,19,19
133804,0.552,19,19
133873,0.568,19,19
133944,0.360,19,19
133989,0.696,19,19
134076,0.600,19,19
134151,0.552,19,19
134220,0.560,19,19
134290,0.560,19,19
134360,0.576,19,19
134432,0.568,19,19
134503,0.592,19,19
134577,0.568,19,19
134648,0.584,19,19
134721,0.592,19,19
134795,1.128,19,19
134936,0.648,19,19
135017,0.616,19,19
135094,0.608,19,19
135170,0.624,19,19
135248,0.640,19,19
135328,0.624,19,19
135406,0.656,19,19
135488,0.632,19,19
135567,0.648,19,19
135648,0.648,19,19
135729,0.648,19,19
135810,0.656,19,19
135892,0.656,19,19
135974,0.656,19,19
136056,0.664,19,19
136139,0.656,19,19
136221,0.680,19,19
136306,0.672,19,19
136390,0.672,19,19
136474,0.664,19,19
136557,0.680,19,19
136642,0.672,19,19
136726,0.680,19,19
