'sample interval','PLETH','II'
'0.008 sec','mV','mV'
112501,0.31100000,0.02995143
112502,0.32100000,0.04182407
112503,0.32600000,0.05369671
112504,0.32100000,0.07150567
112505,0.31100000,0.07744199
112506,0.29150000,0.07879115
112507,0.27650000,0.05963303
112508,0.24700000,0.05504587
112509,0.21250000,0.03130059
112510,0.17800000,0.01349164
112511,0.13850000,0.00458716
112512,0.10400000,0.00188883
112513,0.06450000,-0.00080950
112514,0.03000000,0.00053967
112515,-0.01950000,0.00053967
112516,-0.05400000,0.00458716
112517,-0.09350000,0.00323799
112518,-0.12800000,-0.03049110
112519,-0.16300000,-0.07204533
112520,-0.19250000,-0.04695089
112521,-0.22200000,-0.02617377
112522,-0.25150000,-0.06179169
112523,-0.28150000,-0.03642742
112524,-0.31100000,-0.06907717
112525,-0.33550000,-0.17835942
112526,-0.36050000,-0.11494873
112527,-0.38000000,-0.03804641
112528,-0.40450000,-0.00836481
112529,-0.42950000,0.00026983
112530,-0.44900000,-0.00080950
112531,-0.46400000,-0.00080950
112532,-0.48350000,-0.00539665
112533,-0.49850000,0.00053967
112534,-0.51350000,-0.00377766
112535,-0.53300000,-0.00377766
112536,-0.54800000,-0.00377766
112537,-0.56250000,-0.00539665
112538,-0.57250000,-0.00539665
112539,-0.59250000,-0.00377766
112540,-0.60700000,-0.00080950
112541,-0.62200000,-0.00080950
112542,-0.63200000,0.00188883
112543,-0.64650000,0.00458716
112544,-0.65650000,0.01052348
112545,-0.66150000,0.01645979
112546,-0.67150000,0.01511063
112547,-0.67650000,0.02401511
112548,-0.68100000,0.02401511
112549,-0.68100000,0.02401511
112550,-0.67650000,0.02401511
112551,-0.67150000,0.02104695
112552,-0.66150000,0.02104695
112553,-0.64150000,0.02104695
112554,-0.61700000,0.02104695
112555,-0.58250000,0.02104695
112556,-0.53800000,0.02401511
112557,-0.48850000,0.01807879
112558,-0.43450000,0.02104695
112559,-0.37000000,0.01511063
112560,-0.31600000,0.02401511
112561,-0.24200000,0.01214247
112562,-0.18250000,0.01807879
112563,-0.10850000,0.00755532
112564,-0.04450000,0.00620615
112565,0.01500000,0.00188883
112566,0.07900000,0.00620615
112567,0.13350000,0.00620615
112568,0.18300000,0.00620615
112569,0.23200000,0.01052348
112570,0.27150000,0.00755532
112571,0.30150000,0.00917431
112572,0.32600000,0.01942795
112573,0.34100000,0.02833243
112574,0.35550000,0.03723691
112575,0.35550000,0.04910955
112576,0.35550000,0.06556935
112577,0.34600000,0.07744199
112578,0.33100000,0.07150567
112579,0.31100000,0.06260119
112580,0.28650000,0.05207771
112581,0.26200000,0.03130059
112582,0.22750000,0.00620615
112583,0.19250000,0.00323799
112584,0.15800000,-0.00539665
112585,0.11850000,0.00053967
112586,0.08900000,-0.00080950
112587,0.05450000,0.00053967
112588,0.02500000,0.00188883
112589,-0.01450000,-0.00080950
112590,-0.03950000,-0.03211009
112591,-0.06900000,-0.07366433
112592,-0.10350000,-0.05288721
112593,-0.12800000,-0.03345926
112594,-0.15300000,-0.07636266
112595,-0.18250000,-0.04830005
112596,-0.20250000,-0.07501349
112597,-0.22200000,-0.18294657
112598,-0.24650000,-0.11926606
112599,-0.26650000,-0.04101457
112600,-0.28600000,-0.00971398
112601,-0.29600000,-0.00377766
112602,-0.31100000,-0.00377766
112603,-0.33050000,-0.00674582
112604,-0.34050000,-0.00242849
112605,-0.36050000,-0.00539665
112606,-0.37000000,-0.00242849
112607,-0.39000000,-0.00539665
112608,-0.40000000,-0.00242849
112609,-0.40950000,-0.00539665
112610,-0.42950000,-0.00377766
112611,-0.43450000,-0.00377766
112612,-0.44900000,-0.00539665
112613,-0.46400000,-0.00377766
112614,-0.46900000,0.00188883
112615,-0.47900000,0.00458716
112616,-0.49350000,0.01052348
112617,-0.50850000,0.00917431
112618,-0.51850000,0.01214247
112619,-0.52800000,0.01807879
112620,-0.53300000,0.02104695
112621,-0.53300000,0.01807879
112622,-0.53800000,0.02239611
112623,-0.53300000,0.01807879
112624,-0.51350000,0.01511063
112625,-0.49850000,0.01807879
112626,-0.46900000,0.01511063
112627,-0.42950000,0.01511063
112628,-0.34550000,0.01807879
112629,-0.30100000,0.01807879
112630,-0.23700000,0.01214247
112631,-0.17750000,0.01511063
112632,-0.10850000,0.01052348
112633,-0.04450000,0.01214247
112634,0.02500000,0.00620615
112635,0.08900000,0.00917431
112636,0.15300000,0.00323799
112637,0.21250000,0.00053967
112638,0.27150000,0.00053967
112639,0.32600000,0.00188883
112640,0.37050000,0.00053967
112641,0.42500000,0.00053967
112642,0.45950000,0.00323799
112643,0.48900000,0.00323799
112644,0.51350000,0.00755532
112645,0.53350000,0.01807879
112646,0.54350000,0.02995143
112647,0.54800000,0.03885591
112648,0.54800000,0.05072855
112649,0.53850000,0.06556935
112650,0.52350000,0.05963303
112651,0.49900000,0.04614139
112652,0.47400000,0.03723691
112653,0.43950000,0.02401511
112654,0.41000000,0.00188883
112655,0.37050000,-0.00539665
112656,0.33600000,-0.00971398
112657,0.29650000,-0.00971398
112658,0.26200000,-0.00971398
112659,0.23200000,-0.01133297
112660,0.19250000,-0.00539665
112661,0.15800000,-0.01268214
112662,0.12350000,-0.04695089
112663,0.09400000,-0.08661630
112664,0.06450000,-0.06314085
