point,rri,ECGshift,PPGGshift
112561,0.656,24,24
112643,0.640,24,24
112723,0.672,24,24
112807,0.728,24,24
112898,0.632,24,24
112977,0.672,24,24
113061,0.672,24,24
113145,0.664,24,24
113228,0.680,24,24
113313,0.648,24,24
113394,0.672,24,24
113478,0.664,24,24
113561,0.656,24,24
113643,0.672,24,24
113727,0.664,24,24
113810,0.672,24,24
113894,0.664,24,24
113977,0.664,24,24
114060,0.672,24,24
114144,0.672,24,24
114228,0.672,24,24
114312,0.656,24,24
114394,0.664,24,24
114477,0.672,24,24
114561,0.656,24,24
114643,0.680,24,24
114728,0.664,24,24
114811,0.672,24,24
114895,0.656,24,24
114977,0.672,24,24
115061,0.672,24,24
115145,0.664,24,24
115228,0.672,24,24
115312,0.656,24,24
115394,0.648,24,24
115475,0.688,24,24
115561,0.672,24,24
115645,0.624,24,24
115723,0.680,24,24
115808,0.696,24,24
115895,0.672,24,24
115979,0.656,24,24
116061,0.632,24,24
116140,0.680,24,24
116225,0.656,24,24
116307,0.712,24,24
116396,0.664,24,24
116479,0.664,24,24
116562,0.656,24,24
116644,0.672,24,24
116728,0.656,24,24
116810,0.656,24,24
116892,0.704,24,24
116980,0.656,24,24
117062,0.640,24,24
117142,0.704,24,24
117230,0.664,24,24
117313,0.664,24,24
117396,0.672,24,24
117480,0.656,24,24
117562,0.672,24,24
117646,0.672,24,24
117730,0.656,24,24
117812,0.680,24,24
117897,0.664,24,24
117980,0.672,24,24
118064,0.624,24,24
118142,0.728,24,24
118233,1.376,24,24
118405,0.552,24,24
118474,0.712,24,24
118563,0.680,24,24
118648,0.672,24,24
118732,0.656,24,24
118814,0.672,24,24
118898,0.656,24,24
118980,0.632,24,24
119059,0.528,24,24
119125,0.232,24,24
119154,0.648,24,24
119235,0.624,24,24
119313,1.384,24,24
119486,0.304,24,24
119524,0.328,24,24
119565,0.648,24,24
119646,0.688,24,24
119732,0.696,24,24
119819,0.600,24,24
119894,0.696,24,24
119981,0.672,24,24
120065,0.648,24,24
120146,0.624,24,24
120224,0.736,24,24
120316,0.592,24,24
120390,0.744,24,24
120483,0.664,24,24
120566,0.656,24,24
120648,0.664,24,24
120731,0.680,24,24
120816,0.688,24,24
120902,0.568,24,24
120973,0.776,24,24
121070,0.576,24,24
121142,0.744,24,24
121235,0.600,24,24
121310,0.728,24,24
121401,0.672,24,24
121485,0.632,24,24
121564,0.632,24,24
121643,0.664,24,24
121726,0.680,24,24
121811,0.704,24,24
121899,0.672,24,24
121983,0.584,24,24
122056,0.768,24,24
122152,0.648,24,24
122233,0.600,24,24
122308,0.536,24,24
122375,0.224,24,24
122403,0.384,24,24
122451,0.280,24,24
122486,0.632,24,24
122565,0.400,24,24
122615,0.296,24,24
122652,0.384,24,24
122700,0.272,24,24
122734,0.640,24,24
122814,0.608,24,24
122890,0.696,24,24
122977,0.728,24,24
123068,0.680,24,24
123153,0.656,24,24
123235,0.584,24,24
123308,0.672,24,24
123392,0.712,24,24
123481,0.664,24,24
123564,0.600,24,24
123639,0.688,24,24
123725,0.728,24,24
123816,0.608,24,24
123892,0.696,24,24
123979,0.576,24,24
124051,0.736,24,24
124143,0.696,24,24
124230,0.712,24,24
124319,0.680,24,24
124404,0.624,24,24
124482,0.600,24,24
124557,0.784,24,24
124655,0.248,24,24
124686,0.336,24,24
124728,0.720,24,24
124818,0.384,24,24
124866,0.256,24,24
124898,0.696,24,24
124985,0.432,24,24
125039,0.224,24,24
125067,0.440,24,24
125122,0.240,24,24
125152,0.384,24,24
125200,0.304,24,24
125238,0.640,24,24
125318,0.624,24,24
125396,0.696,24,24
125483,0.680,24,24
125568,0.664,24,24
125651,0.616,24,24
125728,0.384,24,24
125776,0.280,24,24
125811,0.520,24,24
125876,0.216,24,24
125903,0.400,24,24
125953,0.304,24,24
125991,0.528,24,24
126057,0.608,24,24
126133,0.704,24,24
126221,0.584,24,24
126294,0.192,24,24
126318,0.648,24,24
126399,0.408,24,24
126450,0.768,24,24
126546,0.184,24,24
126569,0.616,24,24
126646,0.384,24,24
126694,0.800,24,24
126794,0.208,24,24
126820,0.648,24,24
126901,0.680,24,24
126986,0.592,24,24
127060,0.696,24,24
127147,0.360,24,24
127192,0.296,24,24
127229,0.680,24,24
127314,0.400,24,24
127364,0.224,24,24
127392,0.560,24,24
127462,0.200,24,24
127487,0.392,24,24
127536,0.256,24,24
127568,0.648,24,24
127649,0.328,24,24
127690,1.000,24,24
127815,0.696,24,24
127902,0.208,24,24
127928,0.296,24,24
127965,0.168,24,24
127986,0.512,24,24
128050,0.832,24,24
128154,0.456,24,24
128211,0.136,24,24
128228,0.504,24,24
128291,0.232,24,24
128320,0.648,24,24
128401,0.360,24,24
128446,0.304,24,24
128484,0.656,24,24
128566,0.648,24,24
128647,0.680,24,24
128732,0.624,24,24
128810,0.664,24,24
128893,0.664,24,24
128976,0.720,24,24
129066,0.576,24,24
129138,0.744,24,24
129231,0.664,24,24
129314,0.672,24,24
129398,0.672,24,24
129482,0.648,24,24
129563,0.704,24,24
129651,0.640,24,24
129731,0.584,24,24
129804,0.768,24,24
129900,0.648,24,24
129981,0.640,24,24
130061,0.704,24,24
130149,0.656,24,24
130231,0.656,24,24
130313,0.672,24,24
130397,0.672,24,24
130481,0.680,24,24
130566,0.656,24,24
130648,0.656,24,24
130730,0.680,24,24
130815,0.608,24,24
130891,0.712,24,24
130980,0.656,24,24
131062,0.672,24,24
131146,0.664,24,24
131229,0.656,24,24
131311,0.696,24,24
131398,0.656,24,24
131480,0.688,24,24
131566,0.624,24,24
131644,0.680,24,24
131729,0.656,24,24
131811,0.664,24,24
131894,0.696,24,24
131981,1.392,24,24
132155,0.240,24,24
132185,0.352,24,24
132229,0.704,24,24
