'sample interval','PLETH','II'
'0.008 sec','mV','mV'
6750001,0.30500000,-0.00519288
6750002,0.30400000,-0.00111276
6750003,0.29850000,0.00667656
6750004,0.28900000,0.15689911
6750005,0.27550000,0.40912463
6750006,0.25850000,0.51075668
6750007,0.23850000,0.42544510
6750008,0.21500000,0.20363501
6750009,0.18900000,0.11646884
6750010,0.16150000,0.01854599
6750011,0.13250000,0.00259644
6750012,0.10200000,0.00259644
6750013,0.07150000,-0.01149852
6750014,0.04100000,-0.01965875
6750015,0.01100000,-0.04191395
6750016,-0.01800000,-0.02781899
6750017,-0.04550000,-0.01335312
6750018,-0.07150000,-0.04191395
6750019,-0.09600000,-0.05823442
6750020,-0.11850000,-0.07678042
6750021,-0.13900000,-0.08494065
6750022,-0.15750000,-0.08679525
6750023,-0.17450000,-0.06231454
6750024,-0.19000000,-0.06454006
6750025,-0.20400000,-0.04413947
6750026,-0.21650000,-0.05637982
6750027,-0.22800000,-0.05229970
6750028,-0.23850000,-0.05229970
6750029,-0.24800000,-0.02373887
6750030,-0.25700000,-0.01149852
6750031,-0.26500000,0.00074184
6750032,-0.27250000,0.00445104
6750033,-0.27950000,-0.00111276
6750034,-0.28550000,0.00667656
6750035,-0.29100000,0.00445104
6750036,-0.29500000,-0.00333828
6750037,-0.29750000,-0.00333828
6750038,-0.29700000,0.00259644
6750039,-0.29350000,-0.00333828
6750040,-0.41350000,-0.00927300
6750041,-0.39800000,-0.01743323
6750042,-0.37650000,-0.01743323
6750043,-0.34800000,-0.02373887
6750044,-0.31550000,-0.02559347
6750045,-0.27850000,-0.03375371
6750046,-0.23900000,-0.03189911
6750047,-0.19950000,-0.05229970
6750048,-0.16050000,-0.02967359
6750049,-0.12550000,-0.02559347
6750050,-0.09450000,-0.03189911
6750051,-0.06900000,-0.02781899
6750052,-0.04900000,-0.01149852
6750053,-0.03550000,0.01038576
6750054,-0.02800000,0.01038576
6750055,-0.02700000,0.02077151
6750056,-0.03050000,0.02485163
6750057,-0.04050000,0.02077151
6750058,-0.05450000,0.00445104
6750059,-0.07350000,0.03709199
6750060,-0.09600000,0.23219585
6750061,-0.12150000,0.49443620
6750062,-0.14900000,0.55786350
6750063,-0.17900000,0.36238872
6750064,-0.20900000,0.13686944
6750065,-0.23900000,0.03078635
6750066,-0.26850000,-0.02151335
