point,rri,ECGshift,PPGGshift
112510,0.528,20,20
112576,0.568,20,20
112647,0.520,20,20
112712,0.632,20,20
112791,0.472,20,20
112850,0.560,20,20
112920,0.720,20,20
113010,0.552,20,20
113079,0.544,20,20
113147,0.528,20,20
113213,0.600,20,20
113288,0.544,20,20
113356,0.848,20,20
113462,0.528,20,20
113528,0.496,20,20
113590,0.528,20,20
113656,0.648,20,20
113737,0.520,20,20
113802,0.600,20,20
113877,0.496,20,20
113939,0.408,20,20
113990,0.472,20,20
114049,0.632,20,20
114128,0.464,20,20
114186,0.672,20,20
114270,0.640,20,20
114350,0.568,20,20
114421,0.536,20,20
114488,0.616,20,20
114565,0.736,20,20
114657,0.472,20,20
114716,0.472,20,20
114775,0.512,20,20
114839,0.688,20,20
114925,0.600,20,20
115000,0.480,20,20
115060,0.480,20,20
115120,0.608,20,20
115196,0.520,20,20
115261,0.560,20,20
115331,0.512,20,20
115395,0.544,20,20
115463,0.584,20,20
115536,0.520,20,20
115601,0.696,20,20
115688,0.752,20,20
115782,0.696,20,20
115869,0.576,20,20
115941,0.696,20,20
116028,0.584,20,20
116101,0.592,20,20
116175,0.472,20,20
116234,0.720,20,20
116324,0.568,20,20
116395,0.448,20,20
116451,0.520,20,20
116516,0.584,20,20
116589,0.592,20,20
116663,0.608,20,20
116739,0.592,20,20
116813,0.696,20,20
116900,0.672,20,20
116984,0.520,20,20
117049,0.656,20,20
117131,0.608,20,20
117207,0.520,20,20
117272,0.576,20,20
117344,0.472,20,20
117403,0.664,20,20
117486,0.760,20,20
117581,0.512,20,20
117645,0.664,20,20
117728,0.384,20,20
117776,0.608,20,20
117852,0.696,20,20
117939,0.592,20,20
118013,0.696,20,20
118100,0.544,20,20
118168,0.584,20,20
118241,0.528,20,20
118307,0.624,20,20
118385,0.672,20,20
118469,0.616,20,20
118546,0.728,20,20
118637,0.600,20,20
118712,0.688,20,20
118798,0.704,20,20
118886,0.664,20,20
118969,0.528,20,20
119035,0.536,20,20
119102,0.520,20,20
119167,0.520,20,20
119232,0.504,20,20
119295,0.600,20,20
119370,0.568,20,20
119441,0.528,20,20
119507,0.744,20,20
119600,0.568,20,20
119671,0.656,20,20
119753,0.464,20,20
119811,0.720,20,20
119901,0.656,20,20
119983,0.584,20,20
120056,0.512,20,20
120120,0.432,20,20
120174,0.752,20,20
120268,0.704,20,20
120356,0.456,20,20
120413,0.648,20,20
120494,0.600,20,20
120569,0.696,20,20
120656,0.616,20,20
120733,0.632,20,20
120812,0.472,20,20
120871,0.448,20,20
120927,0.520,20,20
120992,0.672,20,20
121076,0.520,20,20
121141,0.448,20,20
121197,0.664,20,20
121280,0.576,20,20
121352,0.680,20,20
121437,0.760,20,20
121532,0.624,20,20
121610,0.512,20,20
121674,0.480,20,20
121734,0.432,20,20
121788,0.480,20,20
121848,0.968,20,20
121969,0.552,20,20
122038,0.632,20,20
122117,0.616,20,20
122194,0.464,20,20
122252,0.672,20,20
122336,0.656,20,20
122418,0.488,20,20
122479,0.648,20,20
122560,0.504,20,20
122623,0.464,20,20
122681,0.624,20,20
122759,0.520,20,20
122824,0.520,20,20
122889,0.760,20,20
122984,0.624,20,20
123062,0.512,20,20
123126,1.016,20,20
123253,0.608,20,20
123329,0.456,20,20
123386,0.568,20,20
123457,0.472,20,20
123516,0.608,20,20
123592,0.640,20,20
123672,0.664,20,20
123755,0.544,20,20
123823,0.712,20,20
123912,0.648,20,20
123993,0.520,20,20
124058,0.640,20,20
124138,0.440,20,20
124193,0.632,20,20
124272,0.592,20,20
124346,0.600,20,20
124421,0.536,20,20
124488,0.616,20,20
124565,0.568,20,20
124636,0.568,20,20
124707,0.648,20,20
124788,0.552,20,20
124857,0.560,20,20
124927,0.584,20,20
125000,0.616,20,20
125077,0.520,20,20
125142,0.664,20,20
125225,0.520,20,20
125290,1.288,20,20
125451,0.504,20,20
125514,0.360,20,20
125559,0.464,20,20
125617,0.584,20,20
125690,0.560,20,20
125760,0.480,20,20
125820,0.536,20,20
125887,0.800,20,20
125987,0.512,20,20
126051,0.632,20,20
126130,0.608,20,20
126206,0.504,20,20
126269,0.720,20,20
126359,0.672,20,20
126443,0.576,20,20
126515,0.544,20,20
126583,0.544,20,20
126651,0.624,20,20
126729,0.496,20,20
126791,0.440,20,20
126846,0.464,20,20
126904,0.760,20,20
126999,0.672,20,20
127083,0.464,20,20
127141,0.536,20,20
127208,0.744,20,20
127301,0.568,20,20
127372,0.640,20,20
127452,0.760,20,20
127547,0.488,20,20
127608,0.496,20,20
127670,0.720,20,20
127760,0.664,20,20
127843,0.456,20,20
127900,0.480,20,20
127960,0.800,20,20
128060,0.584,20,20
128133,0.408,20,20
128184,0.680,20,20
128269,0.552,20,20
128338,0.648,20,20
128419,0.504,20,20
128482,0.408,20,20
128533,0.472,20,20
128592,0.576,20,20
128664,0.624,20,20
128742,0.704,20,20
128830,0.600,20,20
128905,0.568,20,20
128976,0.592,20,20
129050,0.496,20,20
129112,0.624,20,20
129190,0.616,20,20
129267,0.680,20,20
129352,0.608,20,20
129428,0.408,20,20
129479,0.472,20,20
129538,0.256,20,20
129570,0.656,20,20
129652,0.528,20,20
129718,0.568,20,20
129789,0.712,20,20
129878,0.696,20,20
129965,0.224,20,20
129993,0.888,20,20
130104,0.696,20,20
130191,0.456,20,20
130248,0.664,20,20
130331,0.520,20,20
130396,0.496,20,20
130458,0.800,20,20
130558,0.696,20,20
130645,0.456,20,20
130702,0.616,20,20
130779,0.768,20,20
130875,0.440,20,20
130930,0.464,20,20
130988,0.488,20,20
131049,0.592,20,20
131123,0.352,20,20
131167,0.248,20,20
131198,0.200,20,20
131223,0.328,20,20
131264,0.600,20,20
131339,0.680,20,20
131424,1.048,20,20
131555,0.672,20,20
131639,0.200,20,20
131664,0.816,20,20
131766,0.504,20,20
131829,0.608,20,20
131905,0.624,20,20
131983,0.672,20,20
132067,0.544,20,20
132135,0.448,20,20
132191,0.528,20,20
132257,0.608,20,20
132333,0.592,20,20
132407,0.480,20,20
132467,0.648,20,20
132548,0.464,20,20
132606,0.968,20,20
132727,0.656,20,20
132809,0.408,20,20
132860,0.848,20,20
132966,0.528,20,20
133032,0.600,20,20
133107,0.568,20,20
133178,0.624,20,20
133256,0.480,20,20
133316,0.560,20,20
133386,0.824,20,20
133489,0.480,20,20
133549,0.552,20,20
133618,0.536,20,20
133685,0.768,20,20
133781,0.560,20,20
133851,0.656,20,20
133933,0.472,20,20
133992,0.600,20,20
134067,0.632,20,20
134146,0.520,20,20
134211,0.448,20,20
134267,0.584,20,20
134340,0.680,20,20
134425,0.672,20,20
134509,0.696,20,20
134596,0.624,20,20
134674,0.480,20,20
134734,0.648,20,20
134815,0.648,20,20
134896,0.624,20,20
134974,0.464,20,20
135032,0.424,20,20
135085,0.728,20,20
135176,0.728,20,20
135267,0.696,20,20
135354,0.504,20,20
135417,0.680,20,20
135502,0.712,20,20
135591,0.632,20,20
135670,0.648,20,20
135751,0.704,20,20
135839,0.648,20,20
135920,0.696,20,20
136007,0.576,20,20
136079,0.520,20,20
